"","Units","scenario","region","sector","year","value"
"54","1975$/kg","Baseline","Africa_Eastern","Pork",2040,0.820455
"55","1975$/kg","Baseline","Africa_Eastern","Pork",2045,0.892036
"56","1975$/kg","Baseline","Africa_Eastern","Pork",2050,0.980796
"57","1975$/kg","Baseline","Africa_Eastern","Pork",2055,1.05301
"58","1975$/kg","Baseline","Africa_Eastern","Pork",2060,1.13469
"59","1975$/kg","Baseline","Africa_Eastern","Pork",2065,1.21917
"60","1975$/kg","Baseline","Africa_Eastern","Pork",2070,1.30273
"61","1975$/kg","Baseline","Africa_Eastern","Pork",2075,1.37485
"62","1975$/kg","Baseline","Africa_Eastern","Pork",2080,1.45424
"63","1975$/kg","Baseline","Africa_Eastern","Pork",2085,1.45666
"64","1975$/kg","Baseline","Africa_Eastern","Pork",2090,1.4565
"65","1975$/kg","Baseline","Africa_Eastern","Pork",2095,1.46037
"66","1975$/kg","Baseline","Africa_Eastern","Pork",2100,1.476
"67","1975$/kg","Baseline","Africa_Eastern","Poultry",1975,1.35071
"68","1975$/kg","Baseline","Africa_Eastern","Poultry",1990,1.11926
"69","1975$/kg","Baseline","Africa_Eastern","Poultry",2005,0.908328
"70","1975$/kg","Baseline","Africa_Eastern","Poultry",2010,0.699276
"71","1975$/kg","Baseline","Africa_Eastern","Poultry",2015,0.732075
"72","1975$/kg","Baseline","Africa_Eastern","Poultry",2020,0.752696
"73","1975$/kg","Baseline","Africa_Eastern","Poultry",2025,0.774975
"74","1975$/kg","Baseline","Africa_Eastern","Poultry",2030,0.793366
"75","1975$/kg","Baseline","Africa_Eastern","Poultry",2035,0.824366
"76","1975$/kg","Baseline","Africa_Eastern","Poultry",2040,0.875263
"77","1975$/kg","Baseline","Africa_Eastern","Poultry",2045,0.919918
"78","1975$/kg","Baseline","Africa_Eastern","Poultry",2050,0.978877
"79","1975$/kg","Baseline","Africa_Eastern","Poultry",2055,1.02588
"80","1975$/kg","Baseline","Africa_Eastern","Poultry",2060,1.07807
"81","1975$/kg","Baseline","Africa_Eastern","Poultry",2065,1.13089
"82","1975$/kg","Baseline","Africa_Eastern","Poultry",2070,1.1822
"83","1975$/kg","Baseline","Africa_Eastern","Poultry",2075,1.22577
"84","1975$/kg","Baseline","Africa_Eastern","Poultry",2080,1.27232
"85","1975$/kg","Baseline","Africa_Eastern","Poultry",2085,1.26968
"86","1975$/kg","Baseline","Africa_Eastern","Poultry",2090,1.26621
"87","1975$/kg","Baseline","Africa_Eastern","Poultry",2095,1.26501
"88","1975$/kg","Baseline","Africa_Eastern","Poultry",2100,1.26426
"89","1975$/kg","Baseline","Africa_Eastern","SheepGoat",1975,5.16415
"90","1975$/kg","Baseline","Africa_Eastern","SheepGoat",1990,2.59602
"91","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2005,2.55719
"92","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2010,2.51093
"93","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2015,2.48492
"94","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2020,2.5297
"95","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2025,2.71553
"96","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2030,2.90579
"97","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2035,3.27297
"98","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2040,3.75835
"99","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2045,4.25799
"100","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2050,4.78216
"101","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2055,5.21125
"102","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2060,5.64288
"103","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2065,6.03515
"104","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2070,6.41589
"105","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2075,6.72883
"106","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2080,7.05684
"107","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2085,7.11915
"108","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2090,7.14746
"109","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2095,7.18639
"110","1975$/kg","Baseline","Africa_Eastern","SheepGoat",2100,7.23151
"111","1975$/kg","Baseline","Africa_Northern","Beef",1975,2.95915
"112","1975$/kg","Baseline","Africa_Northern","Beef",1990,1.56384
"113","1975$/kg","Baseline","Africa_Northern","Beef",2005,1.62535
"114","1975$/kg","Baseline","Africa_Northern","Beef",2010,1.68502
"115","1975$/kg","Baseline","Africa_Northern","Beef",2015,1.70378
"116","1975$/kg","Baseline","Africa_Northern","Beef",2020,1.72482
"117","1975$/kg","Baseline","Africa_Northern","Beef",2025,1.76274
"118","1975$/kg","Baseline","Africa_Northern","Beef",2030,1.79826
"119","1975$/kg","Baseline","Africa_Northern","Beef",2035,1.86568
"120","1975$/kg","Baseline","Africa_Northern","Beef",2040,1.9729
"121","1975$/kg","Baseline","Africa_Northern","Beef",2045,2.08745
"122","1975$/kg","Baseline","Africa_Northern","Beef",2050,2.21597
"123","1975$/kg","Baseline","Africa_Northern","Beef",2055,2.32551
"124","1975$/kg","Baseline","Africa_Northern","Beef",2060,2.44779
"125","1975$/kg","Baseline","Africa_Northern","Beef",2065,2.57648
"126","1975$/kg","Baseline","Africa_Northern","Beef",2070,2.71003
"127","1975$/kg","Baseline","Africa_Northern","Beef",2075,2.82116
"128","1975$/kg","Baseline","Africa_Northern","Beef",2080,2.93972
"129","1975$/kg","Baseline","Africa_Northern","Beef",2085,2.9412
"130","1975$/kg","Baseline","Africa_Northern","Beef",2090,2.93816
"131","1975$/kg","Baseline","Africa_Northern","Beef",2095,2.93798
"132","1975$/kg","Baseline","Africa_Northern","Beef",2100,2.9378
"133","1975$/kg","Baseline","Africa_Northern","Dairy",1975,0.257182
"134","1975$/kg","Baseline","Africa_Northern","Dairy",1990,0.172847
"135","1975$/kg","Baseline","Africa_Northern","Dairy",2005,0.149859
"136","1975$/kg","Baseline","Africa_Northern","Dairy",2010,0.155895
"137","1975$/kg","Baseline","Africa_Northern","Dairy",2015,0.167533
"138","1975$/kg","Baseline","Africa_Northern","Dairy",2020,0.174515
"139","1975$/kg","Baseline","Africa_Northern","Dairy",2025,0.179864
"140","1975$/kg","Baseline","Africa_Northern","Dairy",2030,0.186803
"141","1975$/kg","Baseline","Africa_Northern","Dairy",2035,0.197166
"142","1975$/kg","Baseline","Africa_Northern","Dairy",2040,0.213304
"143","1975$/kg","Baseline","Africa_Northern","Dairy",2045,0.230091
"144","1975$/kg","Baseline","Africa_Northern","Dairy",2050,0.249715
"145","1975$/kg","Baseline","Africa_Northern","Dairy",2055,0.26626
"146","1975$/kg","Baseline","Africa_Northern","Dairy",2060,0.28519
"147","1975$/kg","Baseline","Africa_Northern","Dairy",2065,0.306401
"148","1975$/kg","Baseline","Africa_Northern","Dairy",2070,0.330003
"149","1975$/kg","Baseline","Africa_Northern","Dairy",2075,0.350912
"150","1975$/kg","Baseline","Africa_Northern","Dairy",2080,0.372222
"151","1975$/kg","Baseline","Africa_Northern","Dairy",2085,0.375069
"152","1975$/kg","Baseline","Africa_Northern","Dairy",2090,0.376143
"153","1975$/kg","Baseline","Africa_Northern","Dairy",2095,0.377293
"154","1975$/kg","Baseline","Africa_Northern","Dairy",2100,0.379243
"155","1975$/kg","Baseline","Africa_Northern","Pork",1975,0.842816
"156","1975$/kg","Baseline","Africa_Northern","Pork",1990,0.820883
"157","1975$/kg","Baseline","Africa_Northern","Pork",2005,0.847624
"158","1975$/kg","Baseline","Africa_Northern","Pork",2010,0.889823
"159","1975$/kg","Baseline","Africa_Northern","Pork",2015,0.767319
"160","1975$/kg","Baseline","Africa_Northern","Pork",2020,0.783632
"161","1975$/kg","Baseline","Africa_Northern","Pork",2025,0.79627
"162","1975$/kg","Baseline","Africa_Northern","Pork",2030,0.810818
"163","1975$/kg","Baseline","Africa_Northern","Pork",2035,0.833706
"164","1975$/kg","Baseline","Africa_Northern","Pork",2040,0.869947
"165","1975$/kg","Baseline","Africa_Northern","Pork",2045,0.906234
"166","1975$/kg","Baseline","Africa_Northern","Pork",2050,0.949613
"167","1975$/kg","Baseline","Africa_Northern","Pork",2055,0.985151
"168","1975$/kg","Baseline","Africa_Northern","Pork",2060,1.02576
"169","1975$/kg","Baseline","Africa_Northern","Pork",2065,1.07055
"170","1975$/kg","Baseline","Africa_Northern","Pork",2070,1.11993
"171","1975$/kg","Baseline","Africa_Northern","Pork",2075,1.16423
"172","1975$/kg","Baseline","Africa_Northern","Pork",2080,1.20922
"173","1975$/kg","Baseline","Africa_Northern","Pork",2085,1.21564
"174","1975$/kg","Baseline","Africa_Northern","Pork",2090,1.21802
"175","1975$/kg","Baseline","Africa_Northern","Pork",2095,1.22051
"176","1975$/kg","Baseline","Africa_Northern","Pork",2100,1.2252
"177","1975$/kg","Baseline","Africa_Northern","Poultry",1975,0.737692
"178","1975$/kg","Baseline","Africa_Northern","Poultry",1990,0.568286
"179","1975$/kg","Baseline","Africa_Northern","Poultry",2005,0.489989
"180","1975$/kg","Baseline","Africa_Northern","Poultry",2010,0.576077
"181","1975$/kg","Baseline","Africa_Northern","Poultry",2015,0.609544
"182","1975$/kg","Baseline","Africa_Northern","Poultry",2020,0.623975
"183","1975$/kg","Baseline","Africa_Northern","Poultry",2025,0.646209
"184","1975$/kg","Baseline","Africa_Northern","Poultry",2030,0.662044
"185","1975$/kg","Baseline","Africa_Northern","Poultry",2035,0.699347
"186","1975$/kg","Baseline","Africa_Northern","Poultry",2040,0.76037
"187","1975$/kg","Baseline","Africa_Northern","Poultry",2045,0.818463
"188","1975$/kg","Baseline","Africa_Northern","Poultry",2050,0.8882
"189","1975$/kg","Baseline","Africa_Northern","Poultry",2055,0.942912
"190","1975$/kg","Baseline","Africa_Northern","Poultry",2060,1.00282
"191","1975$/kg","Baseline","Africa_Northern","Poultry",2065,1.064
"192","1975$/kg","Baseline","Africa_Northern","Poultry",2070,1.12393
"193","1975$/kg","Baseline","Africa_Northern","Poultry",2075,1.17569
"194","1975$/kg","Baseline","Africa_Northern","Poultry",2080,1.23221
"195","1975$/kg","Baseline","Africa_Northern","Poultry",2085,1.23134
"196","1975$/kg","Baseline","Africa_Northern","Poultry",2090,1.2277
"197","1975$/kg","Baseline","Africa_Northern","Poultry",2095,1.22534
"198","1975$/kg","Baseline","Africa_Northern","Poultry",2100,1.22329
"199","1975$/kg","Baseline","Africa_Northern","SheepGoat",1975,4.39928
"200","1975$/kg","Baseline","Africa_Northern","SheepGoat",1990,2.40556
"201","1975$/kg","Baseline","Africa_Northern","SheepGoat",2005,2.32914
"202","1975$/kg","Baseline","Africa_Northern","SheepGoat",2010,2.35648
"203","1975$/kg","Baseline","Africa_Northern","SheepGoat",2015,2.36111
"204","1975$/kg","Baseline","Africa_Northern","SheepGoat",2020,2.38298
"205","1975$/kg","Baseline","Africa_Northern","SheepGoat",2025,2.4064
"206","1975$/kg","Baseline","Africa_Northern","SheepGoat",2030,2.43438
"207","1975$/kg","Baseline","Africa_Northern","SheepGoat",2035,2.4823
"208","1975$/kg","Baseline","Africa_Northern","SheepGoat",2040,2.5573
"209","1975$/kg","Baseline","Africa_Northern","SheepGoat",2045,2.63839
"210","1975$/kg","Baseline","Africa_Northern","SheepGoat",2050,2.72827
"211","1975$/kg","Baseline","Africa_Northern","SheepGoat",2055,2.80733
"212","1975$/kg","Baseline","Africa_Northern","SheepGoat",2060,2.89611
"213","1975$/kg","Baseline","Africa_Northern","SheepGoat",2065,2.99068
"214","1975$/kg","Baseline","Africa_Northern","SheepGoat",2070,3.09209
"215","1975$/kg","Baseline","Africa_Northern","SheepGoat",2075,3.17617
"216","1975$/kg","Baseline","Africa_Northern","SheepGoat",2080,3.26226
"217","1975$/kg","Baseline","Africa_Northern","SheepGoat",2085,3.2663
"218","1975$/kg","Baseline","Africa_Northern","SheepGoat",2090,3.26622
"219","1975$/kg","Baseline","Africa_Northern","SheepGoat",2095,3.26793
"220","1975$/kg","Baseline","Africa_Northern","SheepGoat",2100,3.27099
"221","1975$/kg","Baseline","Africa_Southern","Beef",1975,5.87892
"222","1975$/kg","Baseline","Africa_Southern","Beef",1990,1.25443
"223","1975$/kg","Baseline","Africa_Southern","Beef",2005,1.56478
"224","1975$/kg","Baseline","Africa_Southern","Beef",2010,1.30159
"225","1975$/kg","Baseline","Africa_Southern","Beef",2015,1.31152
"226","1975$/kg","Baseline","Africa_Southern","Beef",2020,1.37467
"227","1975$/kg","Baseline","Africa_Southern","Beef",2025,1.8541
"228","1975$/kg","Baseline","Africa_Southern","Beef",2030,2.19852
"229","1975$/kg","Baseline","Africa_Southern","Beef",2035,2.98817
"230","1975$/kg","Baseline","Africa_Southern","Beef",2040,3.61419
"231","1975$/kg","Baseline","Africa_Southern","Beef",2045,4.52807
"232","1975$/kg","Baseline","Africa_Southern","Beef",2050,5.90699
"233","1975$/kg","Baseline","Africa_Southern","Beef",2055,7.06414
"234","1975$/kg","Baseline","Africa_Southern","Beef",2060,8.16795
"235","1975$/kg","Baseline","Africa_Southern","Beef",2065,9.29036
"236","1975$/kg","Baseline","Africa_Southern","Beef",2070,10.5669
"237","1975$/kg","Baseline","Africa_Southern","Beef",2075,11.6593
"238","1975$/kg","Baseline","Africa_Southern","Beef",2080,12.8743
"239","1975$/kg","Baseline","Africa_Southern","Beef",2085,13.1977
"240","1975$/kg","Baseline","Africa_Southern","Beef",2090,13.3815
"241","1975$/kg","Baseline","Africa_Southern","Beef",2095,13.5901
"242","1975$/kg","Baseline","Africa_Southern","Beef",2100,13.7151
"243","1975$/kg","Baseline","Africa_Southern","Dairy",1975,0.616944
"244","1975$/kg","Baseline","Africa_Southern","Dairy",1990,0.167969
"245","1975$/kg","Baseline","Africa_Southern","Dairy",2005,0.164773
"246","1975$/kg","Baseline","Africa_Southern","Dairy",2010,0.168736
"247","1975$/kg","Baseline","Africa_Southern","Dairy",2015,0.148906
"248","1975$/kg","Baseline","Africa_Southern","Dairy",2020,0.153478
"249","1975$/kg","Baseline","Africa_Southern","Dairy",2025,0.190537
"250","1975$/kg","Baseline","Africa_Southern","Dairy",2030,0.216141
"251","1975$/kg","Baseline","Africa_Southern","Dairy",2035,0.274734
"252","1975$/kg","Baseline","Africa_Southern","Dairy",2040,0.319174
"253","1975$/kg","Baseline","Africa_Southern","Dairy",2045,0.383987
"254","1975$/kg","Baseline","Africa_Southern","Dairy",2050,0.479173
"255","1975$/kg","Baseline","Africa_Southern","Dairy",2055,0.557068
"256","1975$/kg","Baseline","Africa_Southern","Dairy",2060,0.630688
"257","1975$/kg","Baseline","Africa_Southern","Dairy",2065,0.707726
"258","1975$/kg","Baseline","Africa_Southern","Dairy",2070,0.79721
"259","1975$/kg","Baseline","Africa_Southern","Dairy",2075,0.875394
"260","1975$/kg","Baseline","Africa_Southern","Dairy",2080,0.962973
"261","1975$/kg","Baseline","Africa_Southern","Dairy",2085,0.987018
"262","1975$/kg","Baseline","Africa_Southern","Dairy",2090,1.00169
"263","1975$/kg","Baseline","Africa_Southern","Dairy",2095,1.01762
"264","1975$/kg","Baseline","Africa_Southern","Dairy",2100,1.0281
"265","1975$/kg","Baseline","Africa_Southern","Pork",1975,0.809074
"266","1975$/kg","Baseline","Africa_Southern","Pork",1990,0.753145
"267","1975$/kg","Baseline","Africa_Southern","Pork",2005,0.918694
"268","1975$/kg","Baseline","Africa_Southern","Pork",2010,0.930961
"269","1975$/kg","Baseline","Africa_Southern","Pork",2015,0.818747
"270","1975$/kg","Baseline","Africa_Southern","Pork",2020,0.839298
"271","1975$/kg","Baseline","Africa_Southern","Pork",2025,0.871441
"272","1975$/kg","Baseline","Africa_Southern","Pork",2030,0.897391
"273","1975$/kg","Baseline","Africa_Southern","Pork",2035,0.9412
"274","1975$/kg","Baseline","Africa_Southern","Pork",2040,0.996175
"275","1975$/kg","Baseline","Africa_Southern","Pork",2045,1.05624
"276","1975$/kg","Baseline","Africa_Southern","Pork",2050,1.13421
"277","1975$/kg","Baseline","Africa_Southern","Pork",2055,1.19558
"278","1975$/kg","Baseline","Africa_Southern","Pork",2060,1.25854
"279","1975$/kg","Baseline","Africa_Southern","Pork",2065,1.32265
"280","1975$/kg","Baseline","Africa_Southern","Pork",2070,1.38704
"281","1975$/kg","Baseline","Africa_Southern","Pork",2075,1.4421
"282","1975$/kg","Baseline","Africa_Southern","Pork",2080,1.50205
"283","1975$/kg","Baseline","Africa_Southern","Pork",2085,1.50528
"284","1975$/kg","Baseline","Africa_Southern","Pork",2090,1.50546
"285","1975$/kg","Baseline","Africa_Southern","Pork",2095,1.50684
"286","1975$/kg","Baseline","Africa_Southern","Pork",2100,1.51051
"287","1975$/kg","Baseline","Africa_Southern","Poultry",1975,0.93389
"288","1975$/kg","Baseline","Africa_Southern","Poultry",1990,0.764302
"289","1975$/kg","Baseline","Africa_Southern","Poultry",2005,0.933766
"290","1975$/kg","Baseline","Africa_Southern","Poultry",2010,0.904718
"291","1975$/kg","Baseline","Africa_Southern","Poultry",2015,0.734383
"292","1975$/kg","Baseline","Africa_Southern","Poultry",2020,0.757386
"293","1975$/kg","Baseline","Africa_Southern","Poultry",2025,0.798117
"294","1975$/kg","Baseline","Africa_Southern","Poultry",2030,0.829651
"295","1975$/kg","Baseline","Africa_Southern","Poultry",2035,0.886046
"296","1975$/kg","Baseline","Africa_Southern","Poultry",2040,0.956629
"297","1975$/kg","Baseline","Africa_Southern","Poultry",2045,1.03707
"298","1975$/kg","Baseline","Africa_Southern","Poultry",2050,1.14788
"299","1975$/kg","Baseline","Africa_Southern","Poultry",2055,1.23764
"300","1975$/kg","Baseline","Africa_Southern","Poultry",2060,1.32802
"301","1975$/kg","Baseline","Africa_Southern","Poultry",2065,1.41898
"302","1975$/kg","Baseline","Africa_Southern","Poultry",2070,1.51196
"303","1975$/kg","Baseline","Africa_Southern","Poultry",2075,1.59042
"304","1975$/kg","Baseline","Africa_Southern","Poultry",2080,1.67581
"305","1975$/kg","Baseline","Africa_Southern","Poultry",2085,1.67967
"306","1975$/kg","Baseline","Africa_Southern","Poultry",2090,1.67799
"307","1975$/kg","Baseline","Africa_Southern","Poultry",2095,1.67822
"308","1975$/kg","Baseline","Africa_Southern","Poultry",2100,1.6773
"309","1975$/kg","Baseline","Africa_Southern","SheepGoat",1975,4.39847
"310","1975$/kg","Baseline","Africa_Southern","SheepGoat",1990,1.51607
"311","1975$/kg","Baseline","Africa_Southern","SheepGoat",2005,1.54234
"312","1975$/kg","Baseline","Africa_Southern","SheepGoat",2010,1.53068
"313","1975$/kg","Baseline","Africa_Southern","SheepGoat",2015,1.52014
"314","1975$/kg","Baseline","Africa_Southern","SheepGoat",2020,1.53968
"315","1975$/kg","Baseline","Africa_Southern","SheepGoat",2025,1.67277
"316","1975$/kg","Baseline","Africa_Southern","SheepGoat",2030,1.76519
"317","1975$/kg","Baseline","Africa_Southern","SheepGoat",2035,1.97441
"318","1975$/kg","Baseline","Africa_Southern","SheepGoat",2040,2.13067
"319","1975$/kg","Baseline","Africa_Southern","SheepGoat",2045,2.35531
"320","1975$/kg","Baseline","Africa_Southern","SheepGoat",2050,2.68509
"321","1975$/kg","Baseline","Africa_Southern","SheepGoat",2055,2.94899
"322","1975$/kg","Baseline","Africa_Southern","SheepGoat",2060,3.18802
"323","1975$/kg","Baseline","Africa_Southern","SheepGoat",2065,3.42232
"324","1975$/kg","Baseline","Africa_Southern","SheepGoat",2070,3.68527
"325","1975$/kg","Baseline","Africa_Southern","SheepGoat",2075,3.90835
"326","1975$/kg","Baseline","Africa_Southern","SheepGoat",2080,4.15462
"327","1975$/kg","Baseline","Africa_Southern","SheepGoat",2085,4.22207
"328","1975$/kg","Baseline","Africa_Southern","SheepGoat",2090,4.26319
"329","1975$/kg","Baseline","Africa_Southern","SheepGoat",2095,4.30878
"330","1975$/kg","Baseline","Africa_Southern","SheepGoat",2100,4.34184
"331","1975$/kg","Baseline","Africa_Western","Beef",1975,6.16405
"332","1975$/kg","Baseline","Africa_Western","Beef",1990,2.19242
"333","1975$/kg","Baseline","Africa_Western","Beef",2005,2.40158
"334","1975$/kg","Baseline","Africa_Western","Beef",2010,2.13792
"335","1975$/kg","Baseline","Africa_Western","Beef",2015,2.29848
"336","1975$/kg","Baseline","Africa_Western","Beef",2020,2.38252
"337","1975$/kg","Baseline","Africa_Western","Beef",2025,3.1117
"338","1975$/kg","Baseline","Africa_Western","Beef",2030,3.76142
"339","1975$/kg","Baseline","Africa_Western","Beef",2035,4.57117
"340","1975$/kg","Baseline","Africa_Western","Beef",2040,6.30939
"341","1975$/kg","Baseline","Africa_Western","Beef",2045,8.29173
"342","1975$/kg","Baseline","Africa_Western","Beef",2050,10.4286
"343","1975$/kg","Baseline","Africa_Western","Beef",2055,11.9841
"344","1975$/kg","Baseline","Africa_Western","Beef",2060,13.453
"345","1975$/kg","Baseline","Africa_Western","Beef",2065,15.036
"346","1975$/kg","Baseline","Africa_Western","Beef",2070,16.7473
"347","1975$/kg","Baseline","Africa_Western","Beef",2075,18.2008
"348","1975$/kg","Baseline","Africa_Western","Beef",2080,19.8504
"349","1975$/kg","Baseline","Africa_Western","Beef",2085,20.2154
"350","1975$/kg","Baseline","Africa_Western","Beef",2090,20.2501
"351","1975$/kg","Baseline","Africa_Western","Beef",2095,20.3576
"352","1975$/kg","Baseline","Africa_Western","Beef",2100,20.4511
"353","1975$/kg","Baseline","Africa_Western","Dairy",1975,0.988705
"354","1975$/kg","Baseline","Africa_Western","Dairy",1990,0.321168
"355","1975$/kg","Baseline","Africa_Western","Dairy",2005,0.318281
"356","1975$/kg","Baseline","Africa_Western","Dairy",2010,0.292824
"357","1975$/kg","Baseline","Africa_Western","Dairy",2015,0.310151
"358","1975$/kg","Baseline","Africa_Western","Dairy",2020,0.319574
"359","1975$/kg","Baseline","Africa_Western","Dairy",2025,0.394617
"360","1975$/kg","Baseline","Africa_Western","Dairy",2030,0.459702
"361","1975$/kg","Baseline","Africa_Western","Dairy",2035,0.541676
"362","1975$/kg","Baseline","Africa_Western","Dairy",2040,0.718312
"363","1975$/kg","Baseline","Africa_Western","Dairy",2045,0.921176
"364","1975$/kg","Baseline","Africa_Western","Dairy",2050,1.1412
"365","1975$/kg","Baseline","Africa_Western","Dairy",2055,1.30053
"366","1975$/kg","Baseline","Africa_Western","Dairy",2060,1.44844
"367","1975$/kg","Baseline","Africa_Western","Dairy",2065,1.59904
"368","1975$/kg","Baseline","Africa_Western","Dairy",2070,1.75545
"369","1975$/kg","Baseline","Africa_Western","Dairy",2075,1.88559
"370","1975$/kg","Baseline","Africa_Western","Dairy",2080,2.03303
"371","1975$/kg","Baseline","Africa_Western","Dairy",2085,2.06505
"372","1975$/kg","Baseline","Africa_Western","Dairy",2090,2.06721
"373","1975$/kg","Baseline","Africa_Western","Dairy",2095,2.07632
"374","1975$/kg","Baseline","Africa_Western","Dairy",2100,2.08468
"375","1975$/kg","Baseline","Africa_Western","Pork",1975,0.776647
"376","1975$/kg","Baseline","Africa_Western","Pork",1990,0.841902
"377","1975$/kg","Baseline","Africa_Western","Pork",2005,0.820547
"378","1975$/kg","Baseline","Africa_Western","Pork",2010,0.733744
"379","1975$/kg","Baseline","Africa_Western","Pork",2015,0.705786
"380","1975$/kg","Baseline","Africa_Western","Pork",2020,0.738715
"381","1975$/kg","Baseline","Africa_Western","Pork",2025,0.796245
"382","1975$/kg","Baseline","Africa_Western","Pork",2030,0.836746
"383","1975$/kg","Baseline","Africa_Western","Pork",2035,0.899261
"384","1975$/kg","Baseline","Africa_Western","Pork",2040,0.995431
"385","1975$/kg","Baseline","Africa_Western","Pork",2045,1.09693
"386","1975$/kg","Baseline","Africa_Western","Pork",2050,1.21596
"387","1975$/kg","Baseline","Africa_Western","Pork",2055,1.31217
