"","Units","scenario","region","sector","year","value"
"4179","1975$/kg","1. BIODIV","Australia_NZ","SheepGoat",2095,2.53288
"4180","1975$/kg","1. BIODIV","Australia_NZ","SheepGoat",2100,2.54461
"4181","1975$/kg","1. BIODIV","Brazil","Beef",1975,3.95872
"4182","1975$/kg","1. BIODIV","Brazil","Beef",1990,0.507645
"4183","1975$/kg","1. BIODIV","Brazil","Beef",2005,0.637209
"4184","1975$/kg","1. BIODIV","Brazil","Beef",2010,0.651483
"4185","1975$/kg","1. BIODIV","Brazil","Beef",2015,0.625393
"4186","1975$/kg","1. BIODIV","Brazil","Beef",2020,0.646447
"4187","1975$/kg","1. BIODIV","Brazil","Beef",2025,0.70964
"4188","1975$/kg","1. BIODIV","Brazil","Beef",2030,0.771755
"4189","1975$/kg","1. BIODIV","Brazil","Beef",2035,0.891008
"4190","1975$/kg","1. BIODIV","Brazil","Beef",2040,1.07836
"4191","1975$/kg","1. BIODIV","Brazil","Beef",2045,1.24418
"4192","1975$/kg","1. BIODIV","Brazil","Beef",2050,1.45993
"4193","1975$/kg","1. BIODIV","Brazil","Beef",2055,1.6175
"4194","1975$/kg","1. BIODIV","Brazil","Beef",2060,1.7913
"4195","1975$/kg","1. BIODIV","Brazil","Beef",2065,1.97442
"4196","1975$/kg","1. BIODIV","Brazil","Beef",2070,2.14378
"4197","1975$/kg","1. BIODIV","Brazil","Beef",2075,2.28333
"4198","1975$/kg","1. BIODIV","Brazil","Beef",2080,2.44188
"4199","1975$/kg","1. BIODIV","Brazil","Beef",2085,2.41674
"4200","1975$/kg","1. BIODIV","Brazil","Beef",2090,2.38594
"4201","1975$/kg","1. BIODIV","Brazil","Beef",2095,2.36062
"4202","1975$/kg","1. BIODIV","Brazil","Beef",2100,2.3348
"4203","1975$/kg","1. BIODIV","Brazil","Dairy",1975,0.197439
"4204","1975$/kg","1. BIODIV","Brazil","Dairy",1990,0.126739
"4205","1975$/kg","1. BIODIV","Brazil","Dairy",2005,0.106155
"4206","1975$/kg","1. BIODIV","Brazil","Dairy",2010,0.103501
"4207","1975$/kg","1. BIODIV","Brazil","Dairy",2015,0.093831
"4208","1975$/kg","1. BIODIV","Brazil","Dairy",2020,0.0952588
"4209","1975$/kg","1. BIODIV","Brazil","Dairy",2025,0.0983462
"4210","1975$/kg","1. BIODIV","Brazil","Dairy",2030,0.101086
"4211","1975$/kg","1. BIODIV","Brazil","Dairy",2035,0.105968
"4212","1975$/kg","1. BIODIV","Brazil","Dairy",2040,0.113589
"4213","1975$/kg","1. BIODIV","Brazil","Dairy",2045,0.120561
"4214","1975$/kg","1. BIODIV","Brazil","Dairy",2050,0.129421
"4215","1975$/kg","1. BIODIV","Brazil","Dairy",2055,0.135964
"4216","1975$/kg","1. BIODIV","Brazil","Dairy",2060,0.143139
"4217","1975$/kg","1. BIODIV","Brazil","Dairy",2065,0.150685
"4218","1975$/kg","1. BIODIV","Brazil","Dairy",2070,0.157713
"4219","1975$/kg","1. BIODIV","Brazil","Dairy",2075,0.163515
"4220","1975$/kg","1. BIODIV","Brazil","Dairy",2080,0.170062
"4221","1975$/kg","1. BIODIV","Brazil","Dairy",2085,0.16922
"4222","1975$/kg","1. BIODIV","Brazil","Dairy",2090,0.168144
"4223","1975$/kg","1. BIODIV","Brazil","Dairy",2095,0.167284
"4224","1975$/kg","1. BIODIV","Brazil","Dairy",2100,0.166394
"4225","1975$/kg","1. BIODIV","Brazil","Pork",1975,0.537773
"4226","1975$/kg","1. BIODIV","Brazil","Pork",1990,0.397142
"4227","1975$/kg","1. BIODIV","Brazil","Pork",2005,0.235266
"4228","1975$/kg","1. BIODIV","Brazil","Pork",2010,0.221415
"4229","1975$/kg","1. BIODIV","Brazil","Pork",2015,0.18258
"4230","1975$/kg","1. BIODIV","Brazil","Pork",2020,0.187358
"4231","1975$/kg","1. BIODIV","Brazil","Pork",2025,0.196473
"4232","1975$/kg","1. BIODIV","Brazil","Pork",2030,0.203849
"4233","1975$/kg","1. BIODIV","Brazil","Pork",2035,0.219758
"4234","1975$/kg","1. BIODIV","Brazil","Pork",2040,0.247252
"4235","1975$/kg","1. BIODIV","Brazil","Pork",2045,0.272019
"4236","1975$/kg","1. BIODIV","Brazil","Pork",2050,0.305391
"4237","1975$/kg","1. BIODIV","Brazil","Pork",2055,0.330694
"4238","1975$/kg","1. BIODIV","Brazil","Pork",2060,0.356955
"4239","1975$/kg","1. BIODIV","Brazil","Pork",2065,0.382429
"4240","1975$/kg","1. BIODIV","Brazil","Pork",2070,0.405743
"4241","1975$/kg","1. BIODIV","Brazil","Pork",2075,0.425387
"4242","1975$/kg","1. BIODIV","Brazil","Pork",2080,0.448856
"4243","1975$/kg","1. BIODIV","Brazil","Pork",2085,0.443621
"4244","1975$/kg","1. BIODIV","Brazil","Pork",2090,0.438435
"4245","1975$/kg","1. BIODIV","Brazil","Pork",2095,0.434719
"4246","1975$/kg","1. BIODIV","Brazil","Pork",2100,0.431143
"4247","1975$/kg","1. BIODIV","Brazil","Poultry",1975,0.456638
"4248","1975$/kg","1. BIODIV","Brazil","Poultry",1990,0.328941
"4249","1975$/kg","1. BIODIV","Brazil","Poultry",2005,0.244534
"4250","1975$/kg","1. BIODIV","Brazil","Poultry",2010,0.230981
"4251","1975$/kg","1. BIODIV","Brazil","Poultry",2015,0.20544
"4252","1975$/kg","1. BIODIV","Brazil","Poultry",2020,0.207607
"4253","1975$/kg","1. BIODIV","Brazil","Poultry",2025,0.212252
"4254","1975$/kg","1. BIODIV","Brazil","Poultry",2030,0.21609
"4255","1975$/kg","1. BIODIV","Brazil","Poultry",2035,0.226509
"4256","1975$/kg","1. BIODIV","Brazil","Poultry",2040,0.245697
"4257","1975$/kg","1. BIODIV","Brazil","Poultry",2045,0.262568
"4258","1975$/kg","1. BIODIV","Brazil","Poultry",2050,0.286193
"4259","1975$/kg","1. BIODIV","Brazil","Poultry",2055,0.303956
"4260","1975$/kg","1. BIODIV","Brazil","Poultry",2060,0.321858
"4261","1975$/kg","1. BIODIV","Brazil","Poultry",2065,0.338541
"4262","1975$/kg","1. BIODIV","Brazil","Poultry",2070,0.353358
"4263","1975$/kg","1. BIODIV","Brazil","Poultry",2075,0.365871
"4264","1975$/kg","1. BIODIV","Brazil","Poultry",2080,0.381304
"4265","1975$/kg","1. BIODIV","Brazil","Poultry",2085,0.376472
"4266","1975$/kg","1. BIODIV","Brazil","Poultry",2090,0.372021
"4267","1975$/kg","1. BIODIV","Brazil","Poultry",2095,0.368798
"4268","1975$/kg","1. BIODIV","Brazil","Poultry",2100,0.365773
"4269","1975$/kg","1. BIODIV","Brazil","SheepGoat",1975,1.88356
"4270","1975$/kg","1. BIODIV","Brazil","SheepGoat",1990,0.500408
"4271","1975$/kg","1. BIODIV","Brazil","SheepGoat",2005,0.440495
"4272","1975$/kg","1. BIODIV","Brazil","SheepGoat",2010,0.429237
"4273","1975$/kg","1. BIODIV","Brazil","SheepGoat",2015,0.418096
"4274","1975$/kg","1. BIODIV","Brazil","SheepGoat",2020,0.433306
"4275","1975$/kg","1. BIODIV","Brazil","SheepGoat",2025,0.482818
"4276","1975$/kg","1. BIODIV","Brazil","SheepGoat",2030,0.532948
"4277","1975$/kg","1. BIODIV","Brazil","SheepGoat",2035,0.629952
"4278","1975$/kg","1. BIODIV","Brazil","SheepGoat",2040,0.783488
"4279","1975$/kg","1. BIODIV","Brazil","SheepGoat",2045,0.919249
"4280","1975$/kg","1. BIODIV","Brazil","SheepGoat",2050,1.09782
"4281","1975$/kg","1. BIODIV","Brazil","SheepGoat",2055,1.22794
"4282","1975$/kg","1. BIODIV","Brazil","SheepGoat",2060,1.37194
"4283","1975$/kg","1. BIODIV","Brazil","SheepGoat",2065,1.52365
"4284","1975$/kg","1. BIODIV","Brazil","SheepGoat",2070,1.6629
"4285","1975$/kg","1. BIODIV","Brazil","SheepGoat",2075,1.777
"4286","1975$/kg","1. BIODIV","Brazil","SheepGoat",2080,1.90682
"4287","1975$/kg","1. BIODIV","Brazil","SheepGoat",2085,1.8826
"4288","1975$/kg","1. BIODIV","Brazil","SheepGoat",2090,1.85416
"4289","1975$/kg","1. BIODIV","Brazil","SheepGoat",2095,1.8306
"4290","1975$/kg","1. BIODIV","Brazil","SheepGoat",2100,1.80696
"4291","1975$/kg","1. BIODIV","Canada","Beef",1975,1.02721
"4292","1975$/kg","1. BIODIV","Canada","Beef",1990,1.09444
"4293","1975$/kg","1. BIODIV","Canada","Beef",2005,1.04687
"4294","1975$/kg","1. BIODIV","Canada","Beef",2010,1.02082
"4295","1975$/kg","1. BIODIV","Canada","Beef",2015,1.00847
"4296","1975$/kg","1. BIODIV","Canada","Beef",2020,1.03777
"4297","1975$/kg","1. BIODIV","Canada","Beef",2025,1.12232
"4298","1975$/kg","1. BIODIV","Canada","Beef",2030,1.18937
"4299","1975$/kg","1. BIODIV","Canada","Beef",2035,1.31101
"4300","1975$/kg","1. BIODIV","Canada","Beef",2040,1.50869
"4301","1975$/kg","1. BIODIV","Canada","Beef",2045,1.71168
"4302","1975$/kg","1. BIODIV","Canada","Beef",2050,1.95687
"4303","1975$/kg","1. BIODIV","Canada","Beef",2055,2.14824
"4304","1975$/kg","1. BIODIV","Canada","Beef",2060,2.36757
"4305","1975$/kg","1. BIODIV","Canada","Beef",2065,2.60162
"4306","1975$/kg","1. BIODIV","Canada","Beef",2070,2.83069
"4307","1975$/kg","1. BIODIV","Canada","Beef",2075,3.02265
"4308","1975$/kg","1. BIODIV","Canada","Beef",2080,3.23442
"4309","1975$/kg","1. BIODIV","Canada","Beef",2085,3.24001
"4310","1975$/kg","1. BIODIV","Canada","Beef",2090,3.23832
"4311","1975$/kg","1. BIODIV","Canada","Beef",2095,3.24399
"4312","1975$/kg","1. BIODIV","Canada","Beef",2100,3.25008
"4313","1975$/kg","1. BIODIV","Canada","Dairy",1975,0.173315
"4314","1975$/kg","1. BIODIV","Canada","Dairy",1990,0.166066
"4315","1975$/kg","1. BIODIV","Canada","Dairy",2005,0.164842
"4316","1975$/kg","1. BIODIV","Canada","Dairy",2010,0.16203
"4317","1975$/kg","1. BIODIV","Canada","Dairy",2015,0.16496
"4318","1975$/kg","1. BIODIV","Canada","Dairy",2020,0.16602
"4319","1975$/kg","1. BIODIV","Canada","Dairy",2025,0.169324
"4320","1975$/kg","1. BIODIV","Canada","Dairy",2030,0.171782
"4321","1975$/kg","1. BIODIV","Canada","Dairy",2035,0.176621
"4322","1975$/kg","1. BIODIV","Canada","Dairy",2040,0.18459
"4323","1975$/kg","1. BIODIV","Canada","Dairy",2045,0.19291
"4324","1975$/kg","1. BIODIV","Canada","Dairy",2050,0.202988
"4325","1975$/kg","1. BIODIV","Canada","Dairy",2055,0.211035
"4326","1975$/kg","1. BIODIV","Canada","Dairy",2060,0.220117
"4327","1975$/kg","1. BIODIV","Canada","Dairy",2065,0.229616
"4328","1975$/kg","1. BIODIV","Canada","Dairy",2070,0.23877
"4329","1975$/kg","1. BIODIV","Canada","Dairy",2075,0.246359
"4330","1975$/kg","1. BIODIV","Canada","Dairy",2080,0.25474
"4331","1975$/kg","1. BIODIV","Canada","Dairy",2085,0.254827
"4332","1975$/kg","1. BIODIV","Canada","Dairy",2090,0.254619
"4333","1975$/kg","1. BIODIV","Canada","Dairy",2095,0.254712
"4334","1975$/kg","1. BIODIV","Canada","Dairy",2100,0.25483
"4335","1975$/kg","1. BIODIV","Canada","Pork",1975,0.657596
"4336","1975$/kg","1. BIODIV","Canada","Pork",1990,0.612655
"4337","1975$/kg","1. BIODIV","Canada","Pork",2005,0.610372
"4338","1975$/kg","1. BIODIV","Canada","Pork",2010,0.572655
"4339","1975$/kg","1. BIODIV","Canada","Pork",2015,0.546436
"4340","1975$/kg","1. BIODIV","Canada","Pork",2020,0.549588
"4341","1975$/kg","1. BIODIV","Canada","Pork",2025,0.564492
"4342","1975$/kg","1. BIODIV","Canada","Pork",2030,0.573881
"4343","1975$/kg","1. BIODIV","Canada","Pork",2035,0.597579
"4344","1975$/kg","1. BIODIV","Canada","Pork",2040,0.637352
"4345","1975$/kg","1. BIODIV","Canada","Pork",2045,0.680129
"4346","1975$/kg","1. BIODIV","Canada","Pork",2050,0.732535
"4347","1975$/kg","1. BIODIV","Canada","Pork",2055,0.777742
"4348","1975$/kg","1. BIODIV","Canada","Pork",2060,0.82758
"4349","1975$/kg","1. BIODIV","Canada","Pork",2065,0.877281
"4350","1975$/kg","1. BIODIV","Canada","Pork",2070,0.923091
"4351","1975$/kg","1. BIODIV","Canada","Pork",2075,0.959769
"4352","1975$/kg","1. BIODIV","Canada","Pork",2080,1.00048
"4353","1975$/kg","1. BIODIV","Canada","Pork",2085,0.998394
"4354","1975$/kg","1. BIODIV","Canada","Pork",2090,0.99478
"4355","1975$/kg","1. BIODIV","Canada","Pork",2095,0.992911
"4356","1975$/kg","1. BIODIV","Canada","Pork",2100,0.991321
"4357","1975$/kg","1. BIODIV","Canada","Poultry",1975,0.473453
"4358","1975$/kg","1. BIODIV","Canada","Poultry",1990,0.458756
"4359","1975$/kg","1. BIODIV","Canada","Poultry",2005,0.491839
"4360","1975$/kg","1. BIODIV","Canada","Poultry",2010,0.469296
"4361","1975$/kg","1. BIODIV","Canada","Poultry",2015,0.455443
"4362","1975$/kg","1. BIODIV","Canada","Poultry",2020,0.45751
"4363","1975$/kg","1. BIODIV","Canada","Poultry",2025,0.468199
"4364","1975$/kg","1. BIODIV","Canada","Poultry",2030,0.474867
"4365","1975$/kg","1. BIODIV","Canada","Poultry",2035,0.492228
"4366","1975$/kg","1. BIODIV","Canada","Poultry",2040,0.521515
"4367","1975$/kg","1. BIODIV","Canada","Poultry",2045,0.553184
"4368","1975$/kg","1. BIODIV","Canada","Poultry",2050,0.592179
"4369","1975$/kg","1. BIODIV","Canada","Poultry",2055,0.626288
"4370","1975$/kg","1. BIODIV","Canada","Poultry",2060,0.663966
"4371","1975$/kg","1. BIODIV","Canada","Poultry",2065,0.701387
"4372","1975$/kg","1. BIODIV","Canada","Poultry",2070,0.735656
"4373","1975$/kg","1. BIODIV","Canada","Poultry",2075,0.762929
"4374","1975$/kg","1. BIODIV","Canada","Poultry",2080,0.793161
"4375","1975$/kg","1. BIODIV","Canada","Poultry",2085,0.79134
"4376","1975$/kg","1. BIODIV","Canada","Poultry",2090,0.78842
"4377","1975$/kg","1. BIODIV","Canada","Poultry",2095,0.786856
"4378","1975$/kg","1. BIODIV","Canada","Poultry",2100,0.785547
"4379","1975$/kg","1. BIODIV","Canada","SheepGoat",1975,1.23664
"4380","1975$/kg","1. BIODIV","Canada","SheepGoat",1990,1.3056
"4381","1975$/kg","1. BIODIV","Canada","SheepGoat",2005,1.30505
"4382","1975$/kg","1. BIODIV","Canada","SheepGoat",2010,1.23764
"4383","1975$/kg","1. BIODIV","Canada","SheepGoat",2015,1.23105
"4384","1975$/kg","1. BIODIV","Canada","SheepGoat",2020,1.26085
"4385","1975$/kg","1. BIODIV","Canada","SheepGoat",2025,1.34238
"4386","1975$/kg","1. BIODIV","Canada","SheepGoat",2030,1.41083
"4387","1975$/kg","1. BIODIV","Canada","SheepGoat",2035,1.52847
"4388","1975$/kg","1. BIODIV","Canada","SheepGoat",2040,1.72015
"4389","1975$/kg","1. BIODIV","Canada","SheepGoat",2045,1.91596
"4390","1975$/kg","1. BIODIV","Canada","SheepGoat",2050,2.15294
"4391","1975$/kg","1. BIODIV","Canada","SheepGoat",2055,2.33525
"4392","1975$/kg","1. BIODIV","Canada","SheepGoat",2060,2.54685
"4393","1975$/kg","1. BIODIV","Canada","SheepGoat",2065,2.77533
"4394","1975$/kg","1. BIODIV","Canada","SheepGoat",2070,3.00063
"4395","1975$/kg","1. BIODIV","Canada","SheepGoat",2075,3.19049
"4396","1975$/kg","1. BIODIV","Canada","SheepGoat",2080,3.39857
"4397","1975$/kg","1. BIODIV","Canada","SheepGoat",2085,3.40826
"4398","1975$/kg","1. BIODIV","Canada","SheepGoat",2090,3.41147
"4399","1975$/kg","1. BIODIV","Canada","SheepGoat",2095,3.42206
"4400","1975$/kg","1. BIODIV","Canada","SheepGoat",2100,3.43324
"4401","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",1975,4.01361
"4402","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",1990,1.26354
"4403","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2005,1.18724
"4404","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2010,1.062
"4405","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2015,1.06097
"4406","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2020,1.10709
"4407","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2025,1.22377
"4408","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2030,1.32281
"4409","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2035,1.45631
"4410","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2040,1.65936
"4411","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2045,1.8861
"4412","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2050,2.15967
"4413","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2055,2.35861
"4414","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2060,2.58082
"4415","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2065,2.82294
"4416","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2070,3.05828
"4417","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2075,3.25995
"4418","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2080,3.48411
"4419","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2085,3.51031
"4420","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2090,3.52805
"4421","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2095,3.5455
"4422","1975$/kg","1. BIODIV","Central America and Caribbean","Beef",2100,3.55759
"4423","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",1975,0.264361
"4424","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",1990,0.128062
"4425","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2005,0.146646
"4426","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2010,0.142026
"4427","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2015,0.137407
"4428","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2020,0.141201
"4429","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2025,0.149982
"4430","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2030,0.157328
"4431","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2035,0.167627
"4432","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2040,0.183228
"4433","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2045,0.200051
"4434","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2050,0.219784
"4435","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2055,0.234073
"4436","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2060,0.249745
"4437","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2065,0.266408
"4438","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2070,0.282315
"4439","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2075,0.295711
"4440","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2080,0.31045
"4441","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2085,0.311856
"4442","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2090,0.312585
"4443","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2095,0.313381
"4444","1975$/kg","1. BIODIV","Central America and Caribbean","Dairy",2100,0.313869
"4445","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",1975,0.952117
"4446","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",1990,0.888594
"4447","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2005,0.773336
"4448","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2010,0.740474
"4449","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2015,0.739183
"4450","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2020,0.752674
"4451","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2025,0.7811
"4452","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2030,0.799777
"4453","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2035,0.831023
"4454","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2040,0.878969
"4455","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2045,0.927491
"4456","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2050,0.983619
"4457","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2055,1.0259
"4458","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2060,1.07139
"4459","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2065,1.11786
"4460","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2070,1.16208
"4461","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2075,1.19921
"4462","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2080,1.24073
"4463","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2085,1.24095
"4464","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2090,1.23686
"4465","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2095,1.23427
"4466","1975$/kg","1. BIODIV","Central America and Caribbean","Pork",2100,1.23143
"4467","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",1975,0.746003
"4468","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",1990,0.63312
"4469","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2005,0.600835
"4470","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2010,0.577134
"4471","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2015,0.588232
"4472","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2020,0.595093
"4473","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2025,0.612207
"4474","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2030,0.622701
"4475","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2035,0.643717
"4476","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2040,0.677219
"4477","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2045,0.710756
"4478","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2050,0.748896
"4479","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2055,0.776859
"4480","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2060,0.806055
"4481","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2065,0.835
"4482","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2070,0.861791
"4483","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2075,0.88419
"4484","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2080,0.909478
"4485","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2085,0.90926
"4486","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2090,0.90537
"4487","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2095,0.902727
"4488","1975$/kg","1. BIODIV","Central America and Caribbean","Poultry",2100,0.899971
"4489","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",1975,4.66483
"4490","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",1990,2.17894
"4491","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2005,1.98298
"4492","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2010,1.92235
"4493","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2015,1.91228
"4494","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2020,1.9479
"4495","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2025,2.04381
"4496","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2030,2.1294
"4497","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2035,2.24907
"4498","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2040,2.43893
"4499","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2045,2.65726
"4500","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2050,2.92492
"4501","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2055,3.12009
"4502","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2060,3.33826
"4503","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2065,3.57295
"4504","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2070,3.80064
"4505","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2075,3.99544
"4506","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2080,4.212
"4507","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2085,4.23673
"4508","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2090,4.25339
"4509","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2095,4.26987
"4510","1975$/kg","1. BIODIV","Central America and Caribbean","SheepGoat",2100,4.28136
"4511","1975$/kg","1. BIODIV","Central Asia","Beef",1975,2.19396
"4512","1975$/kg","1. BIODIV","Central Asia","Beef",1990,1.04857
"4513","1975$/kg","1. BIODIV","Central Asia","Beef",2005,0.93033
"4514","1975$/kg","1. BIODIV","Central Asia","Beef",2010,0.938231
"4515","1975$/kg","1. BIODIV","Central Asia","Beef",2015,0.915158
"4516","1975$/kg","1. BIODIV","Central Asia","Beef",2020,0.927257
"4517","1975$/kg","1. BIODIV","Central Asia","Beef",2025,0.954514
"4518","1975$/kg","1. BIODIV","Central Asia","Beef",2030,0.978916
"4519","1975$/kg","1. BIODIV","Central Asia","Beef",2035,1.01558
"4520","1975$/kg","1. BIODIV","Central Asia","Beef",2040,1.06434
"4521","1975$/kg","1. BIODIV","Central Asia","Beef",2045,1.11601
"4522","1975$/kg","1. BIODIV","Central Asia","Beef",2050,1.17881
"4523","1975$/kg","1. BIODIV","Central Asia","Beef",2055,1.23162
"4524","1975$/kg","1. BIODIV","Central Asia","Beef",2060,1.29529
"4525","1975$/kg","1. BIODIV","Central Asia","Beef",2065,1.36888
"4526","1975$/kg","1. BIODIV","Central Asia","Beef",2070,1.44219
"4527","1975$/kg","1. BIODIV","Central Asia","Beef",2075,1.50464
"4528","1975$/kg","1. BIODIV","Central Asia","Beef",2080,1.57442
"4529","1975$/kg","1. BIODIV","Central Asia","Beef",2085,1.57896
"4530","1975$/kg","1. BIODIV","Central Asia","Beef",2090,1.57904
"4531","1975$/kg","1. BIODIV","Central Asia","Beef",2095,1.5803
"4532","1975$/kg","1. BIODIV","Central Asia","Beef",2100,1.58091
"4533","1975$/kg","1. BIODIV","Central Asia","Dairy",1975,0.189935
"4534","1975$/kg","1. BIODIV","Central Asia","Dairy",1990,0.0977152
"4535","1975$/kg","1. BIODIV","Central Asia","Dairy",2005,0.111294
"4536","1975$/kg","1. BIODIV","Central Asia","Dairy",2010,0.108332
"4537","1975$/kg","1. BIODIV","Central Asia","Dairy",2015,0.105099
"4538","1975$/kg","1. BIODIV","Central Asia","Dairy",2020,0.10673
"4539","1975$/kg","1. BIODIV","Central Asia","Dairy",2025,0.110439
"4540","1975$/kg","1. BIODIV","Central Asia","Dairy",2030,0.113138
"4541","1975$/kg","1. BIODIV","Central Asia","Dairy",2035,0.117522
"4542","1975$/kg","1. BIODIV","Central Asia","Dairy",2040,0.123867
"4543","1975$/kg","1. BIODIV","Central Asia","Dairy",2045,0.130211
