"","Units","scenario","region","sector","year","value"
"4410","1975$/kg","Baseline","Central Asia","RootTuber",2040,0.0792788
"4411","1975$/kg","Baseline","Central Asia","RootTuber",2045,0.0816507
"4412","1975$/kg","Baseline","Central Asia","RootTuber",2050,0.0843701
"4413","1975$/kg","Baseline","Central Asia","RootTuber",2055,0.0867491
"4414","1975$/kg","Baseline","Central Asia","RootTuber",2060,0.0894354
"4415","1975$/kg","Baseline","Central Asia","RootTuber",2065,0.0924275
"4416","1975$/kg","Baseline","Central Asia","RootTuber",2070,0.0954973
"4417","1975$/kg","Baseline","Central Asia","RootTuber",2075,0.0982086
"4418","1975$/kg","Baseline","Central Asia","RootTuber",2080,0.101136
"4419","1975$/kg","Baseline","Central Asia","RootTuber",2085,0.100694
"4420","1975$/kg","Baseline","Central Asia","RootTuber",2090,0.10014
"4421","1975$/kg","Baseline","Central Asia","RootTuber",2095,0.0996442
"4422","1975$/kg","Baseline","Central Asia","RootTuber",2100,0.099149
"4423","1975$/kg","Baseline","Central Asia","Soybean",1975,0.0925
"4424","1975$/kg","Baseline","Central Asia","Soybean",1990,0.0925
"4425","1975$/kg","Baseline","Central Asia","Soybean",2005,0.0925
"4426","1975$/kg","Baseline","Central Asia","Soybean",2010,0.0925
"4427","1975$/kg","Baseline","Central Asia","Soybean",2015,0.0925
"4428","1975$/kg","Baseline","Central Asia","Soybean",2020,0.0943124
"4429","1975$/kg","Baseline","Central Asia","Soybean",2025,0.101832
"4430","1975$/kg","Baseline","Central Asia","Soybean",2030,0.108281
"4431","1975$/kg","Baseline","Central Asia","Soybean",2035,0.12103
"4432","1975$/kg","Baseline","Central Asia","Soybean",2040,0.139484
"4433","1975$/kg","Baseline","Central Asia","Soybean",2045,0.156852
"4434","1975$/kg","Baseline","Central Asia","Soybean",2050,0.175526
"4435","1975$/kg","Baseline","Central Asia","Soybean",2055,0.190662
"4436","1975$/kg","Baseline","Central Asia","Soybean",2060,0.206551
"4437","1975$/kg","Baseline","Central Asia","Soybean",2065,0.222666
"4438","1975$/kg","Baseline","Central Asia","Soybean",2070,0.237576
"4439","1975$/kg","Baseline","Central Asia","Soybean",2075,0.251053
"4440","1975$/kg","Baseline","Central Asia","Soybean",2080,0.266477
"4441","1975$/kg","Baseline","Central Asia","Soybean",2085,0.264103
"4442","1975$/kg","Baseline","Central Asia","Soybean",2090,0.260934
"4443","1975$/kg","Baseline","Central Asia","Soybean",2095,0.25815
"4444","1975$/kg","Baseline","Central Asia","Soybean",2100,0.255531
"4445","1975$/kg","Baseline","Central Asia","SugarCrop",1975,0.0133
"4446","1975$/kg","Baseline","Central Asia","SugarCrop",1990,0.0133
"4447","1975$/kg","Baseline","Central Asia","SugarCrop",2005,0.0133
"4448","1975$/kg","Baseline","Central Asia","SugarCrop",2010,0.0133
"4449","1975$/kg","Baseline","Central Asia","SugarCrop",2015,0.0133
"4450","1975$/kg","Baseline","Central Asia","SugarCrop",2020,0.0131322
"4451","1975$/kg","Baseline","Central Asia","SugarCrop",2025,0.0138891
"4452","1975$/kg","Baseline","Central Asia","SugarCrop",2030,0.0138795
"4453","1975$/kg","Baseline","Central Asia","SugarCrop",2035,0.0143735
"4454","1975$/kg","Baseline","Central Asia","SugarCrop",2040,0.015236
"4455","1975$/kg","Baseline","Central Asia","SugarCrop",2045,0.0161195
"4456","1975$/kg","Baseline","Central Asia","SugarCrop",2050,0.0174159
"4457","1975$/kg","Baseline","Central Asia","SugarCrop",2055,0.0184369
"4458","1975$/kg","Baseline","Central Asia","SugarCrop",2060,0.019496
"4459","1975$/kg","Baseline","Central Asia","SugarCrop",2065,0.020589
"4460","1975$/kg","Baseline","Central Asia","SugarCrop",2070,0.021663
"4461","1975$/kg","Baseline","Central Asia","SugarCrop",2075,0.0225941
"4462","1975$/kg","Baseline","Central Asia","SugarCrop",2080,0.023585
"4463","1975$/kg","Baseline","Central Asia","SugarCrop",2085,0.0233624
"4464","1975$/kg","Baseline","Central Asia","SugarCrop",2090,0.0231326
"4465","1975$/kg","Baseline","Central Asia","SugarCrop",2095,0.0229931
"4466","1975$/kg","Baseline","Central Asia","SugarCrop",2100,0.0228537
"4467","1975$/kg","Baseline","Central Asia","Vegetables",1975,0.0938
"4468","1975$/kg","Baseline","Central Asia","Vegetables",1990,0.0938
"4469","1975$/kg","Baseline","Central Asia","Vegetables",2005,0.0938
"4470","1975$/kg","Baseline","Central Asia","Vegetables",2010,0.0938
"4471","1975$/kg","Baseline","Central Asia","Vegetables",2015,0.0938
"4472","1975$/kg","Baseline","Central Asia","Vegetables",2020,0.094048
"4473","1975$/kg","Baseline","Central Asia","Vegetables",2025,0.0951359
"4474","1975$/kg","Baseline","Central Asia","Vegetables",2030,0.095801
"4475","1975$/kg","Baseline","Central Asia","Vegetables",2035,0.0969361
"4476","1975$/kg","Baseline","Central Asia","Vegetables",2040,0.0986359
"4477","1975$/kg","Baseline","Central Asia","Vegetables",2045,0.100481
"4478","1975$/kg","Baseline","Central Asia","Vegetables",2050,0.102724
"4479","1975$/kg","Baseline","Central Asia","Vegetables",2055,0.104647
"4480","1975$/kg","Baseline","Central Asia","Vegetables",2060,0.106897
"4481","1975$/kg","Baseline","Central Asia","Vegetables",2065,0.109421
"4482","1975$/kg","Baseline","Central Asia","Vegetables",2070,0.112086
"4483","1975$/kg","Baseline","Central Asia","Vegetables",2075,0.114599
"4484","1975$/kg","Baseline","Central Asia","Vegetables",2080,0.117237
"4485","1975$/kg","Baseline","Central Asia","Vegetables",2085,0.117286
"4486","1975$/kg","Baseline","Central Asia","Vegetables",2090,0.117264
"4487","1975$/kg","Baseline","Central Asia","Vegetables",2095,0.117248
"4488","1975$/kg","Baseline","Central Asia","Vegetables",2100,0.117124
"4489","1975$/kg","Baseline","Central Asia","Wheat",1975,0.0477
"4490","1975$/kg","Baseline","Central Asia","Wheat",1990,0.0477
"4491","1975$/kg","Baseline","Central Asia","Wheat",2005,0.0477
"4492","1975$/kg","Baseline","Central Asia","Wheat",2010,0.0477
"4493","1975$/kg","Baseline","Central Asia","Wheat",2015,0.0477
"4494","1975$/kg","Baseline","Central Asia","Wheat",2020,0.0482726
"4495","1975$/kg","Baseline","Central Asia","Wheat",2025,0.052557
"4496","1975$/kg","Baseline","Central Asia","Wheat",2030,0.0548198
"4497","1975$/kg","Baseline","Central Asia","Wheat",2035,0.0599953
"4498","1975$/kg","Baseline","Central Asia","Wheat",2040,0.067923
"4499","1975$/kg","Baseline","Central Asia","Wheat",2045,0.0757468
"4500","1975$/kg","Baseline","Central Asia","Wheat",2050,0.0844483
"4501","1975$/kg","Baseline","Central Asia","Wheat",2055,0.0914032
"4502","1975$/kg","Baseline","Central Asia","Wheat",2060,0.0988921
"4503","1975$/kg","Baseline","Central Asia","Wheat",2065,0.106299
"4504","1975$/kg","Baseline","Central Asia","Wheat",2070,0.113392
"4505","1975$/kg","Baseline","Central Asia","Wheat",2075,0.119149
"4506","1975$/kg","Baseline","Central Asia","Wheat",2080,0.125514
"4507","1975$/kg","Baseline","Central Asia","Wheat",2085,0.123808
"4508","1975$/kg","Baseline","Central Asia","Wheat",2090,0.121804
"4509","1975$/kg","Baseline","Central Asia","Wheat",2095,0.120057
"4510","1975$/kg","Baseline","Central Asia","Wheat",2100,0.118472
"4511","1975$/kg","Baseline","China","Corn",1975,0.1138
"4512","1975$/kg","Baseline","China","Corn",1990,0.1138
"4513","1975$/kg","Baseline","China","Corn",2005,0.1138
"4514","1975$/kg","Baseline","China","Corn",2010,0.1138
"4515","1975$/kg","Baseline","China","Corn",2015,0.1138
"4516","1975$/kg","Baseline","China","Corn",2020,0.11643
"4517","1975$/kg","Baseline","China","Corn",2025,0.121517
"4518","1975$/kg","Baseline","China","Corn",2030,0.124825
"4519","1975$/kg","Baseline","China","Corn",2035,0.131288
"4520","1975$/kg","Baseline","China","Corn",2040,0.142724
"4521","1975$/kg","Baseline","China","Corn",2045,0.15478
"4522","1975$/kg","Baseline","China","Corn",2050,0.167855
"4523","1975$/kg","Baseline","China","Corn",2055,0.173633
"4524","1975$/kg","Baseline","China","Corn",2060,0.178407
"4525","1975$/kg","Baseline","China","Corn",2065,0.18284
"4526","1975$/kg","Baseline","China","Corn",2070,0.18719
"4527","1975$/kg","Baseline","China","Corn",2075,0.190558
"4528","1975$/kg","Baseline","China","Corn",2080,0.194904
"4529","1975$/kg","Baseline","China","Corn",2085,0.190952
"4530","1975$/kg","Baseline","China","Corn",2090,0.186207
"4531","1975$/kg","Baseline","China","Corn",2095,0.181724
"4532","1975$/kg","Baseline","China","Corn",2100,0.178027
"4533","1975$/kg","Baseline","China","FiberCrop",1975,0.4043
"4534","1975$/kg","Baseline","China","FiberCrop",1990,0.4043
"4535","1975$/kg","Baseline","China","FiberCrop",2005,0.4043
"4536","1975$/kg","Baseline","China","FiberCrop",2010,0.4043
"4537","1975$/kg","Baseline","China","FiberCrop",2015,0.4043
"4538","1975$/kg","Baseline","China","FiberCrop",2020,0.416054
"4539","1975$/kg","Baseline","China","FiberCrop",2025,0.437791
"4540","1975$/kg","Baseline","China","FiberCrop",2030,0.453816
"4541","1975$/kg","Baseline","China","FiberCrop",2035,0.474972
"4542","1975$/kg","Baseline","China","FiberCrop",2040,0.515618
"4543","1975$/kg","Baseline","China","FiberCrop",2045,0.558437
"4544","1975$/kg","Baseline","China","FiberCrop",2050,0.604574
"4545","1975$/kg","Baseline","China","FiberCrop",2055,0.629005
"4546","1975$/kg","Baseline","China","FiberCrop",2060,0.651405
"4547","1975$/kg","Baseline","China","FiberCrop",2065,0.673389
"4548","1975$/kg","Baseline","China","FiberCrop",2070,0.695461
"4549","1975$/kg","Baseline","China","FiberCrop",2075,0.712833
"4550","1975$/kg","Baseline","China","FiberCrop",2080,0.732144
"4551","1975$/kg","Baseline","China","FiberCrop",2085,0.714876
"4552","1975$/kg","Baseline","China","FiberCrop",2090,0.694584
"4553","1975$/kg","Baseline","China","FiberCrop",2095,0.675561
"4554","1975$/kg","Baseline","China","FiberCrop",2100,0.660417
"4555","1975$/kg","Baseline","China","FodderGrass",1975,0.0643
"4556","1975$/kg","Baseline","China","FodderGrass",1990,0.0643
"4557","1975$/kg","Baseline","China","FodderGrass",2005,0.0643
"4558","1975$/kg","Baseline","China","FodderGrass",2010,0.0643
"4559","1975$/kg","Baseline","China","FodderGrass",2015,0.0643
"4560","1975$/kg","Baseline","China","FodderGrass",2020,0.0643
"4561","1975$/kg","Baseline","China","FodderGrass",2025,0.0643
"4562","1975$/kg","Baseline","China","FodderGrass",2030,0.0643
"4563","1975$/kg","Baseline","China","FodderGrass",2035,0.0643
"4564","1975$/kg","Baseline","China","FodderGrass",2040,0.0643
"4565","1975$/kg","Baseline","China","FodderGrass",2045,0.0643
"4566","1975$/kg","Baseline","China","FodderGrass",2050,0.0643
"4567","1975$/kg","Baseline","China","FodderGrass",2055,0.0643
"4568","1975$/kg","Baseline","China","FodderGrass",2060,0.0643
"4569","1975$/kg","Baseline","China","FodderGrass",2065,0.0643
"4570","1975$/kg","Baseline","China","FodderGrass",2070,0.0643
"4571","1975$/kg","Baseline","China","FodderGrass",2075,0.0643
"4572","1975$/kg","Baseline","China","FodderGrass",2080,0.0643
"4573","1975$/kg","Baseline","China","FodderGrass",2085,0.0643
"4574","1975$/kg","Baseline","China","FodderGrass",2090,0.0643
"4575","1975$/kg","Baseline","China","FodderGrass",2095,0.0643
"4576","1975$/kg","Baseline","China","FodderGrass",2100,0.0643
"4577","1975$/kg","Baseline","China","FodderHerb",1975,0.0481
"4578","1975$/kg","Baseline","China","FodderHerb",1990,0.0481
"4579","1975$/kg","Baseline","China","FodderHerb",2005,0.0481
"4580","1975$/kg","Baseline","China","FodderHerb",2010,0.0481
"4581","1975$/kg","Baseline","China","FodderHerb",2015,0.0481
"4582","1975$/kg","Baseline","China","FodderHerb",2020,0.0487491
"4583","1975$/kg","Baseline","China","FodderHerb",2025,0.0506218
"4584","1975$/kg","Baseline","China","FodderHerb",2030,0.0519126
"4585","1975$/kg","Baseline","China","FodderHerb",2035,0.0544886
"4586","1975$/kg","Baseline","China","FodderHerb",2040,0.0589633
"4587","1975$/kg","Baseline","China","FodderHerb",2045,0.0637864
"4588","1975$/kg","Baseline","China","FodderHerb",2050,0.0697386
"4589","1975$/kg","Baseline","China","FodderHerb",2055,0.0746206
"4590","1975$/kg","Baseline","China","FodderHerb",2060,0.0802466
"4591","1975$/kg","Baseline","China","FodderHerb",2065,0.0862596
"4592","1975$/kg","Baseline","China","FodderHerb",2070,0.0924064
"4593","1975$/kg","Baseline","China","FodderHerb",2075,0.0977212
"4594","1975$/kg","Baseline","China","FodderHerb",2080,0.103599
"4595","1975$/kg","Baseline","China","FodderHerb",2085,0.103634
"4596","1975$/kg","Baseline","China","FodderHerb",2090,0.103419
"4597","1975$/kg","Baseline","China","FodderHerb",2095,0.103341
"4598","1975$/kg","Baseline","China","FodderHerb",2100,0.103273
"4599","1975$/kg","Baseline","China","Fruits",1975,0.2464
"4600","1975$/kg","Baseline","China","Fruits",1990,0.2464
"4601","1975$/kg","Baseline","China","Fruits",2005,0.2464
"4602","1975$/kg","Baseline","China","Fruits",2010,0.2464
"4603","1975$/kg","Baseline","China","Fruits",2015,0.2464
"4604","1975$/kg","Baseline","China","Fruits",2020,0.247385
"4605","1975$/kg","Baseline","China","Fruits",2025,0.249125
"4606","1975$/kg","Baseline","China","Fruits",2030,0.249916
"4607","1975$/kg","Baseline","China","Fruits",2035,0.2516
"4608","1975$/kg","Baseline","China","Fruits",2040,0.254468
"4609","1975$/kg","Baseline","China","Fruits",2045,0.257355
"4610","1975$/kg","Baseline","China","Fruits",2050,0.260325
"4611","1975$/kg","Baseline","China","Fruits",2055,0.261793
"4612","1975$/kg","Baseline","China","Fruits",2060,0.262737
"4613","1975$/kg","Baseline","China","Fruits",2065,0.263407
"4614","1975$/kg","Baseline","China","Fruits",2070,0.263933
"4615","1975$/kg","Baseline","China","Fruits",2075,0.264055
"4616","1975$/kg","Baseline","China","Fruits",2080,0.264376
"4617","1975$/kg","Baseline","China","Fruits",2085,0.262562
"4618","1975$/kg","Baseline","China","Fruits",2090,0.260726
"4619","1975$/kg","Baseline","China","Fruits",2095,0.259191
"4620","1975$/kg","Baseline","China","Fruits",2100,0.257848
"4621","1975$/kg","Baseline","China","Legumes",1975,0.2783
"4622","1975$/kg","Baseline","China","Legumes",1990,0.2783
"4623","1975$/kg","Baseline","China","Legumes",2005,0.2783
"4624","1975$/kg","Baseline","China","Legumes",2010,0.2783
"4625","1975$/kg","Baseline","China","Legumes",2015,0.2783
"4626","1975$/kg","Baseline","China","Legumes",2020,0.286035
"4627","1975$/kg","Baseline","China","Legumes",2025,0.304077
"4628","1975$/kg","Baseline","China","Legumes",2030,0.316169
"4629","1975$/kg","Baseline","China","Legumes",2035,0.345427
"4630","1975$/kg","Baseline","China","Legumes",2040,0.395169
"4631","1975$/kg","Baseline","China","Legumes",2045,0.450722
"4632","1975$/kg","Baseline","China","Legumes",2050,0.515108
"4633","1975$/kg","Baseline","China","Legumes",2055,0.555622
"4634","1975$/kg","Baseline","China","Legumes",2060,0.601009
"4635","1975$/kg","Baseline","China","Legumes",2065,0.647834
"4636","1975$/kg","Baseline","China","Legumes",2070,0.696763
"4637","1975$/kg","Baseline","China","Legumes",2075,0.737988
"4638","1975$/kg","Baseline","China","Legumes",2080,0.784621
"4639","1975$/kg","Baseline","China","Legumes",2085,0.774604
"4640","1975$/kg","Baseline","China","Legumes",2090,0.757927
"4641","1975$/kg","Baseline","China","Legumes",2095,0.743927
"4642","1975$/kg","Baseline","China","Legumes",2100,0.732561
"4643","1975$/kg","Baseline","China","MiscCrop",1975,1.1925
"4644","1975$/kg","Baseline","China","MiscCrop",1990,1.1925
"4645","1975$/kg","Baseline","China","MiscCrop",2005,1.1925
"4646","1975$/kg","Baseline","China","MiscCrop",2010,1.1925
"4647","1975$/kg","Baseline","China","MiscCrop",2015,1.1925
"4648","1975$/kg","Baseline","China","MiscCrop",2020,1.19597
"4649","1975$/kg","Baseline","China","MiscCrop",2025,1.20305
"4650","1975$/kg","Baseline","China","MiscCrop",2030,1.2063
"4651","1975$/kg","Baseline","China","MiscCrop",2035,1.214
"4652","1975$/kg","Baseline","China","MiscCrop",2040,1.22777
"4653","1975$/kg","Baseline","China","MiscCrop",2045,1.24119
"4654","1975$/kg","Baseline","China","MiscCrop",2050,1.2535
"4655","1975$/kg","Baseline","China","MiscCrop",2055,1.25727
"4656","1975$/kg","Baseline","China","MiscCrop",2060,1.25855
"4657","1975$/kg","Baseline","China","MiscCrop",2065,1.25775
"4658","1975$/kg","Baseline","China","MiscCrop",2070,1.25576
"4659","1975$/kg","Baseline","China","MiscCrop",2075,1.25261
"4660","1975$/kg","Baseline","China","MiscCrop",2080,1.24842
"4661","1975$/kg","Baseline","China","MiscCrop",2085,1.24006
"4662","1975$/kg","Baseline","China","MiscCrop",2090,1.23187
"4663","1975$/kg","Baseline","China","MiscCrop",2095,1.22465
"4664","1975$/kg","Baseline","China","MiscCrop",2100,1.21811
"4665","1975$/kg","Baseline","China","NutsSeeds",1975,0.4405
"4666","1975$/kg","Baseline","China","NutsSeeds",1990,0.4405
"4667","1975$/kg","Baseline","China","NutsSeeds",2005,0.4405
"4668","1975$/kg","Baseline","China","NutsSeeds",2010,0.4405
"4669","1975$/kg","Baseline","China","NutsSeeds",2015,0.4405
"4670","1975$/kg","Baseline","China","NutsSeeds",2020,0.467969
"4671","1975$/kg","Baseline","China","NutsSeeds",2025,0.527289
"4672","1975$/kg","Baseline","China","NutsSeeds",2030,0.572481
"4673","1975$/kg","Baseline","China","NutsSeeds",2035,0.651864
"4674","1975$/kg","Baseline","China","NutsSeeds",2040,0.795454
"4675","1975$/kg","Baseline","China","NutsSeeds",2045,0.96061
"4676","1975$/kg","Baseline","China","NutsSeeds",2050,1.15524
"4677","1975$/kg","Baseline","China","NutsSeeds",2055,1.24332
"4678","1975$/kg","Baseline","China","NutsSeeds",2060,1.34213
"4679","1975$/kg","Baseline","China","NutsSeeds",2065,1.44396
"4680","1975$/kg","Baseline","China","NutsSeeds",2070,1.55233
"4681","1975$/kg","Baseline","China","NutsSeeds",2075,1.64064
"4682","1975$/kg","Baseline","China","NutsSeeds",2080,1.74445
"4683","1975$/kg","Baseline","China","NutsSeeds",2085,1.70679
"4684","1975$/kg","Baseline","China","NutsSeeds",2090,1.64755
"4685","1975$/kg","Baseline","China","NutsSeeds",2095,1.59553
"4686","1975$/kg","Baseline","China","NutsSeeds",2100,1.55541
"4687","1975$/kg","Baseline","China","OilCrop",1975,0.2753
"4688","1975$/kg","Baseline","China","OilCrop",1990,0.2753
"4689","1975$/kg","Baseline","China","OilCrop",2005,0.2753
"4690","1975$/kg","Baseline","China","OilCrop",2010,0.2753
"4691","1975$/kg","Baseline","China","OilCrop",2015,0.2753
"4692","1975$/kg","Baseline","China","OilCrop",2020,0.275571
"4693","1975$/kg","Baseline","China","OilCrop",2025,0.28495
"4694","1975$/kg","Baseline","China","OilCrop",2030,0.288443
"4695","1975$/kg","Baseline","China","OilCrop",2035,0.298592
"4696","1975$/kg","Baseline","China","OilCrop",2040,0.322941
"4697","1975$/kg","Baseline","China","OilCrop",2045,0.349399
"4698","1975$/kg","Baseline","China","OilCrop",2050,0.380131
"4699","1975$/kg","Baseline","China","OilCrop",2055,0.396542
"4700","1975$/kg","Baseline","China","OilCrop",2060,0.410331
"4701","1975$/kg","Baseline","China","OilCrop",2065,0.423362
"4702","1975$/kg","Baseline","China","OilCrop",2070,0.436303
"4703","1975$/kg","Baseline","China","OilCrop",2075,0.448785
"4704","1975$/kg","Baseline","China","OilCrop",2080,0.465497
"4705","1975$/kg","Baseline","China","OilCrop",2085,0.456461
"4706","1975$/kg","Baseline","China","OilCrop",2090,0.445747
"4707","1975$/kg","Baseline","China","OilCrop",2095,0.436445
"4708","1975$/kg","Baseline","China","OilCrop",2100,0.429058
"4709","1975$/kg","Baseline","China","OilPalm",1975,0.0597
"4710","1975$/kg","Baseline","China","OilPalm",1990,0.0597
"4711","1975$/kg","Baseline","China","OilPalm",2005,0.0597
"4712","1975$/kg","Baseline","China","OilPalm",2010,0.0597
"4713","1975$/kg","Baseline","China","OilPalm",2015,0.0597
"4714","1975$/kg","Baseline","China","OilPalm",2020,0.0609121
"4715","1975$/kg","Baseline","China","OilPalm",2025,0.0629492
"4716","1975$/kg","Baseline","China","OilPalm",2030,0.0646925
"4717","1975$/kg","Baseline","China","OilPalm",2035,0.0679448
"4718","1975$/kg","Baseline","China","OilPalm",2040,0.0742337
"4719","1975$/kg","Baseline","China","OilPalm",2045,0.0805755
"4720","1975$/kg","Baseline","China","OilPalm",2050,0.0896765
"4721","1975$/kg","Baseline","China","OilPalm",2055,0.094855
"4722","1975$/kg","Baseline","China","OilPalm",2060,0.0991773
"4723","1975$/kg","Baseline","China","OilPalm",2065,0.102255
"4724","1975$/kg","Baseline","China","OilPalm",2070,0.103945
"4725","1975$/kg","Baseline","China","OilPalm",2075,0.105891
"4726","1975$/kg","Baseline","China","OilPalm",2080,0.10891
"4727","1975$/kg","Baseline","China","OilPalm",2085,0.107056
"4728","1975$/kg","Baseline","China","OilPalm",2090,0.105081
"4729","1975$/kg","Baseline","China","OilPalm",2095,0.103424
"4730","1975$/kg","Baseline","China","OilPalm",2100,0.101979
"4731","1975$/kg","Baseline","China","OtherGrain",1975,0.1275
"4732","1975$/kg","Baseline","China","OtherGrain",1990,0.1275
"4733","1975$/kg","Baseline","China","OtherGrain",2005,0.1275
"4734","1975$/kg","Baseline","China","OtherGrain",2010,0.1275
"4735","1975$/kg","Baseline","China","OtherGrain",2015,0.1275
"4736","1975$/kg","Baseline","China","OtherGrain",2020,0.128607
"4737","1975$/kg","Baseline","China","OtherGrain",2025,0.133031
"4738","1975$/kg","Baseline","China","OtherGrain",2030,0.135409
"4739","1975$/kg","Baseline","China","OtherGrain",2035,0.142049
"4740","1975$/kg","Baseline","China","OtherGrain",2040,0.154564
"4741","1975$/kg","Baseline","China","OtherGrain",2045,0.167644
"4742","1975$/kg","Baseline","China","OtherGrain",2050,0.181843
"4743","1975$/kg","Baseline","China","OtherGrain",2055,0.189143
"4744","1975$/kg","Baseline","China","OtherGrain",2060,0.195841
"4745","1975$/kg","Baseline","China","OtherGrain",2065,0.202274
"4746","1975$/kg","Baseline","China","OtherGrain",2070,0.208527
"4747","1975$/kg","Baseline","China","OtherGrain",2075,0.213149
"4748","1975$/kg","Baseline","China","OtherGrain",2080,0.218364
"4749","1975$/kg","Baseline","China","OtherGrain",2085,0.212739
"4750","1975$/kg","Baseline","China","OtherGrain",2090,0.206418
"4751","1975$/kg","Baseline","China","OtherGrain",2095,0.200628
"4752","1975$/kg","Baseline","China","OtherGrain",2100,0.195838
"4753","1975$/kg","Baseline","China","Pasture",1975,0.0322
"4754","1975$/kg","Baseline","China","Pasture",1990,0.0322
"4755","1975$/kg","Baseline","China","Pasture",2005,0.0322
"4756","1975$/kg","Baseline","China","Pasture",2010,0.0322
"4757","1975$/kg","Baseline","China","Pasture",2015,0.0322
"4758","1975$/kg","Baseline","China","Pasture",2020,0.0345976
"4759","1975$/kg","Baseline","China","Pasture",2025,0.0383866
"4760","1975$/kg","Baseline","China","Pasture",2030,0.0415974
"4761","1975$/kg","Baseline","China","Pasture",2035,0.0463978
"4762","1975$/kg","Baseline","China","Pasture",2040,0.0546358
"4763","1975$/kg","Baseline","China","Pasture",2045,0.0641039
"4764","1975$/kg","Baseline","China","Pasture",2050,0.0749657
"4765","1975$/kg","Baseline","China","Pasture",2055,0.0798006
"4766","1975$/kg","Baseline","China","Pasture",2060,0.0844301
"4767","1975$/kg","Baseline","China","Pasture",2065,0.0887799
"4768","1975$/kg","Baseline","China","Pasture",2070,0.092752
"4769","1975$/kg","Baseline","China","Pasture",2075,0.0953791
"4770","1975$/kg","Baseline","China","Pasture",2080,0.0980086
"4771","1975$/kg","Baseline","China","Pasture",2085,0.0936945
"4772","1975$/kg","Baseline","China","Pasture",2090,0.0889396
"4773","1975$/kg","Baseline","China","Pasture",2095,0.0844655
"4774","1975$/kg","Baseline","China","Pasture",2100,0.0807325
"4775","1975$/kg","Baseline","China","Rice",1975,0.1586
"4776","1975$/kg","Baseline","China","Rice",1990,0.1586
"4777","1975$/kg","Baseline","China","Rice",2005,0.1586
"4778","1975$/kg","Baseline","China","Rice",2010,0.1586
"4779","1975$/kg","Baseline","China","Rice",2015,0.1586
"4780","1975$/kg","Baseline","China","Rice",2020,0.161727
"4781","1975$/kg","Baseline","China","Rice",2025,0.168489
"4782","1975$/kg","Baseline","China","Rice",2030,0.17343
"4783","1975$/kg","Baseline","China","Rice",2035,0.182359
"4784","1975$/kg","Baseline","China","Rice",2040,0.199154
"4785","1975$/kg","Baseline","China","Rice",2045,0.2178
"4786","1975$/kg","Baseline","China","Rice",2050,0.238565
"4787","1975$/kg","Baseline","China","Rice",2055,0.246621
"4788","1975$/kg","Baseline","China","Rice",2060,0.254034
"4789","1975$/kg","Baseline","China","Rice",2065,0.261324
"4790","1975$/kg","Baseline","China","Rice",2070,0.268609
"4791","1975$/kg","Baseline","China","Rice",2075,0.274109
"4792","1975$/kg","Baseline","China","Rice",2080,0.280588
"4793","1975$/kg","Baseline","China","Rice",2085,0.272736
"4794","1975$/kg","Baseline","China","Rice",2090,0.263602
"4795","1975$/kg","Baseline","China","Rice",2095,0.255195
"4796","1975$/kg","Baseline","China","Rice",2100,0.248341
"4797","1975$/kg","Baseline","China","RootTuber",1975,0.1202
"4798","1975$/kg","Baseline","China","RootTuber",1990,0.1202
"4799","1975$/kg","Baseline","China","RootTuber",2005,0.1202
"4800","1975$/kg","Baseline","China","RootTuber",2010,0.1202
"4801","1975$/kg","Baseline","China","RootTuber",2015,0.1202
"4802","1975$/kg","Baseline","China","RootTuber",2020,0.120051
"4803","1975$/kg","Baseline","China","RootTuber",2025,0.120644
"4804","1975$/kg","Baseline","China","RootTuber",2030,0.120798
"4805","1975$/kg","Baseline","China","RootTuber",2035,0.122395
"4806","1975$/kg","Baseline","China","RootTuber",2040,0.125352
"4807","1975$/kg","Baseline","China","RootTuber",2045,0.128661
"4808","1975$/kg","Baseline","China","RootTuber",2050,0.132453
"4809","1975$/kg","Baseline","China","RootTuber",2055,0.133984
"4810","1975$/kg","Baseline","China","RootTuber",2060,0.135272
"4811","1975$/kg","Baseline","China","RootTuber",2065,0.136445
"4812","1975$/kg","Baseline","China","RootTuber",2070,0.137564
"4813","1975$/kg","Baseline","China","RootTuber",2075,0.138256
"4814","1975$/kg","Baseline","China","RootTuber",2080,0.139087
"4815","1975$/kg","Baseline","China","RootTuber",2085,0.137281
"4816","1975$/kg","Baseline","China","RootTuber",2090,0.135369
"4817","1975$/kg","Baseline","China","RootTuber",2095,0.13366
"4818","1975$/kg","Baseline","China","RootTuber",2100,0.132255
"4819","1975$/kg","Baseline","China","Soybean",1975,0.2019
"4820","1975$/kg","Baseline","China","Soybean",1990,0.2019
"4821","1975$/kg","Baseline","China","Soybean",2005,0.2019
"4822","1975$/kg","Baseline","China","Soybean",2010,0.2019
"4823","1975$/kg","Baseline","China","Soybean",2015,0.2019
"4824","1975$/kg","Baseline","China","Soybean",2020,0.208165
"4825","1975$/kg","Baseline","China","Soybean",2025,0.221309
"4826","1975$/kg","Baseline","China","Soybean",2030,0.230029
"4827","1975$/kg","Baseline","China","Soybean",2035,0.249822
"4828","1975$/kg","Baseline","China","Soybean",2040,0.284724
"4829","1975$/kg","Baseline","China","Soybean",2045,0.321168
"4830","1975$/kg","Baseline","China","Soybean",2050,0.36193
"4831","1975$/kg","Baseline","China","Soybean",2055,0.384592
"4832","1975$/kg","Baseline","China","Soybean",2060,0.40644
