"","Units","scenario","year","market","value"
"3118","1990$/tC","2. BIODIV30",2025,"Central America and CaribbeanCO2_LUC",4.64369
"3119","1990$/tC","2. BIODIV30",2025,"Central AsiaCO2",414.647
"3120","1990$/tC","2. BIODIV30",2025,"Central AsiaCO2_LUC",4.14647
"3121","1990$/tC","2. BIODIV30",2025,"ChinaCO2",299.554
"3122","1990$/tC","2. BIODIV30",2025,"ChinaCO2_LUC",2.99554
"3123","1990$/tC","2. BIODIV30",2025,"ColombiaCO2",286.634
"3124","1990$/tC","2. BIODIV30",2025,"ColombiaCO2_LUC",2.86634
"3125","1990$/tC","2. BIODIV30",2025,"EU-12CO2",335.783
"3126","1990$/tC","2. BIODIV30",2025,"EU-15CO2",339.915
"3127","1990$/tC","2. BIODIV30",2025,"EUCO2_LUC",3.35783
"3128","1990$/tC","2. BIODIV30",2025,"Europe_EasternCO2",407.143
"3129","1990$/tC","2. BIODIV30",2025,"Europe_EasternCO2_LUC",4.07143
"3130","1990$/tC","2. BIODIV30",2025,"Europe_Non_EUCO2",358.082
"3131","1990$/tC","2. BIODIV30",2025,"Europe_Non_EUCO2_LUC",3.58082
"3132","1990$/tC","2. BIODIV30",2025,"European Free Trade AssociationCO2",335.77
"3133","1990$/tC","2. BIODIV30",2025,"European Free Trade AssociationCO2_LUC",3.3577
"3134","1990$/tC","2. BIODIV30",2025,"IndiaCO2",346.111
"3135","1990$/tC","2. BIODIV30",2025,"IndiaCO2_LUC",3.46111
"3136","1990$/tC","2. BIODIV30",2025,"IndonesiaCO2",283.519
"3137","1990$/tC","2. BIODIV30",2025,"IndonesiaCO2_LUC",2.83519
"3138","1990$/tC","2. BIODIV30",2025,"JapanCO2",364.693
"3139","1990$/tC","2. BIODIV30",2025,"JapanCO2_LUC",3.64693
"3140","1990$/tC","2. BIODIV30",2025,"MexicoCO2",362.965
"3141","1990$/tC","2. BIODIV30",2025,"MexicoCO2_LUC",3.62965
"3142","1990$/tC","2. BIODIV30",2025,"Middle EastCO2",466.408
"3143","1990$/tC","2. BIODIV30",2025,"Middle EastCO2_LUC",4.66408
"3144","1990$/tC","2. BIODIV30",2025,"PakistanCO2",556.258
"3145","1990$/tC","2. BIODIV30",2025,"PakistanCO2_LUC",5.56258
"3146","1990$/tC","2. BIODIV30",2025,"RussiaCO2",275.704
"3147","1990$/tC","2. BIODIV30",2025,"RussiaCO2_LUC",2.75704
"3148","1990$/tC","2. BIODIV30",2025,"South AfricaCO2",255.466
"3149","1990$/tC","2. BIODIV30",2025,"South AfricaCO2_LUC",2.55466
"3150","1990$/tC","2. BIODIV30",2025,"South America_NorthernCO2",639.88
"3151","1990$/tC","2. BIODIV30",2025,"South America_NorthernCO2_LUC",6.3988
"3152","1990$/tC","2. BIODIV30",2025,"South America_SouthernCO2",474.443
"3153","1990$/tC","2. BIODIV30",2025,"South America_SouthernCO2_LUC",4.74443
"3154","1990$/tC","2. BIODIV30",2025,"South AsiaCO2",546.901
"3155","1990$/tC","2. BIODIV30",2025,"South AsiaCO2_LUC",5.46901
"3156","1990$/tC","2. BIODIV30",2025,"South KoreaCO2",267.645
"3157","1990$/tC","2. BIODIV30",2025,"South KoreaCO2_LUC",2.67645
"3158","1990$/tC","2. BIODIV30",2025,"Southeast AsiaCO2",405.986
"3159","1990$/tC","2. BIODIV30",2025,"Southeast AsiaCO2_LUC",4.05986
"3160","1990$/tC","2. BIODIV30",2025,"TaiwanCO2",371.931
"3161","1990$/tC","2. BIODIV30",2025,"USACO2",316.542
"3162","1990$/tC","2. BIODIV30",2025,"USACO2_LUC",3.16542
"3163","1990$/tC","2. BIODIV30",2030,"Africa_EasternCO2",582.796
"3164","1990$/tC","2. BIODIV30",2030,"Africa_EasternCO2_LUC",11.6559
"3165","1990$/tC","2. BIODIV30",2030,"Africa_NorthernCO2",566.78
"3166","1990$/tC","2. BIODIV30",2030,"Africa_NorthernCO2_LUC",11.3356
"3167","1990$/tC","2. BIODIV30",2030,"Africa_SouthernCO2",541.151
"3168","1990$/tC","2. BIODIV30",2030,"Africa_SouthernCO2_LUC",10.823
"3169","1990$/tC","2. BIODIV30",2030,"Africa_WesternCO2",593.429
"3170","1990$/tC","2. BIODIV30",2030,"Africa_WesternCO2_LUC",11.8686
"3171","1990$/tC","2. BIODIV30",2030,"ArgentinaCO2",456.337
"3172","1990$/tC","2. BIODIV30",2030,"ArgentinaCO2_LUC",9.12674
"3173","1990$/tC","2. BIODIV30",2030,"Australia_NZCO2",455.92
"3174","1990$/tC","2. BIODIV30",2030,"Australia_NZCO2_LUC",9.1184
"3175","1990$/tC","2. BIODIV30",2030,"BrazilCO2",403.51
"3176","1990$/tC","2. BIODIV30",2030,"BrazilCO2_LUC",8.0702
"3177","1990$/tC","2. BIODIV30",2030,"CanadaCO2",436.03
"3178","1990$/tC","2. BIODIV30",2030,"CanadaCO2_LUC",8.7206
"3179","1990$/tC","2. BIODIV30",2030,"Central America and CaribbeanCO2",510.94
"3180","1990$/tC","2. BIODIV30",2030,"Central America and CaribbeanCO2_LUC",10.2188
"3181","1990$/tC","2. BIODIV30",2030,"Central AsiaCO2",504.206
"3182","1990$/tC","2. BIODIV30",2030,"Central AsiaCO2_LUC",10.0841
"3183","1990$/tC","2. BIODIV30",2030,"ChinaCO2",374.411
"3184","1990$/tC","2. BIODIV30",2030,"ChinaCO2_LUC",7.48822
"3185","1990$/tC","2. BIODIV30",2030,"ColombiaCO2",390.68
"3186","1990$/tC","2. BIODIV30",2030,"ColombiaCO2_LUC",7.8136
"3187","1990$/tC","2. BIODIV30",2030,"EU-12CO2",422.645
"3188","1990$/tC","2. BIODIV30",2030,"EU-15CO2",420.974
"3189","1990$/tC","2. BIODIV30",2030,"EUCO2_LUC",8.4529
"3190","1990$/tC","2. BIODIV30",2030,"Europe_EasternCO2",472.271
"3191","1990$/tC","2. BIODIV30",2030,"Europe_EasternCO2_LUC",9.44543
"3192","1990$/tC","2. BIODIV30",2030,"Europe_Non_EUCO2",424.963
"3193","1990$/tC","2. BIODIV30",2030,"Europe_Non_EUCO2_LUC",8.49926
"3194","1990$/tC","2. BIODIV30",2030,"European Free Trade AssociationCO2",276.492
"3195","1990$/tC","2. BIODIV30",2030,"European Free Trade AssociationCO2_LUC",5.52984
"3196","1990$/tC","2. BIODIV30",2030,"IndiaCO2",447.347
"3197","1990$/tC","2. BIODIV30",2030,"IndiaCO2_LUC",8.94695
"3198","1990$/tC","2. BIODIV30",2030,"IndonesiaCO2",325.518
"3199","1990$/tC","2. BIODIV30",2030,"IndonesiaCO2_LUC",6.51037
"3200","1990$/tC","2. BIODIV30",2030,"JapanCO2",442.236
"3201","1990$/tC","2. BIODIV30",2030,"JapanCO2_LUC",8.84472
"3202","1990$/tC","2. BIODIV30",2030,"MexicoCO2",446.232
"3203","1990$/tC","2. BIODIV30",2030,"MexicoCO2_LUC",8.92464
"3204","1990$/tC","2. BIODIV30",2030,"Middle EastCO2",523.433
"3205","1990$/tC","2. BIODIV30",2030,"Middle EastCO2_LUC",10.4687
"3206","1990$/tC","2. BIODIV30",2030,"PakistanCO2",640.925
"3207","1990$/tC","2. BIODIV30",2030,"PakistanCO2_LUC",12.8185
"3208","1990$/tC","2. BIODIV30",2030,"RussiaCO2",362.6
"3209","1990$/tC","2. BIODIV30",2030,"RussiaCO2_LUC",7.25199
"3210","1990$/tC","2. BIODIV30",2030,"South AfricaCO2",324.586
"3211","1990$/tC","2. BIODIV30",2030,"South AfricaCO2_LUC",6.49172
"3212","1990$/tC","2. BIODIV30",2030,"South America_NorthernCO2",694.98
"3213","1990$/tC","2. BIODIV30",2030,"South America_NorthernCO2_LUC",13.8996
"3214","1990$/tC","2. BIODIV30",2030,"South America_SouthernCO2",508.572
"3215","1990$/tC","2. BIODIV30",2030,"South America_SouthernCO2_LUC",10.1714
"3216","1990$/tC","2. BIODIV30",2030,"South AsiaCO2",614.388
"3217","1990$/tC","2. BIODIV30",2030,"South AsiaCO2_LUC",12.2878
"3218","1990$/tC","2. BIODIV30",2030,"South KoreaCO2",338.214
"3219","1990$/tC","2. BIODIV30",2030,"South KoreaCO2_LUC",6.76428
"3220","1990$/tC","2. BIODIV30",2030,"Southeast AsiaCO2",473.223
"3221","1990$/tC","2. BIODIV30",2030,"Southeast AsiaCO2_LUC",9.46446
"3222","1990$/tC","2. BIODIV30",2030,"TaiwanCO2",574.234
"3223","1990$/tC","2. BIODIV30",2030,"USACO2",388.425
"3224","1990$/tC","2. BIODIV30",2030,"USACO2_LUC",7.76851
"3225","1990$/tC","2. BIODIV30",2035,"Africa_EasternCO2",613.222
"3226","1990$/tC","2. BIODIV30",2035,"Africa_EasternCO2_LUC",30.6611
"3227","1990$/tC","2. BIODIV30",2035,"Africa_NorthernCO2",687.041
"3228","1990$/tC","2. BIODIV30",2035,"Africa_NorthernCO2_LUC",34.3521
"3229","1990$/tC","2. BIODIV30",2035,"Africa_SouthernCO2",646.714
"3230","1990$/tC","2. BIODIV30",2035,"Africa_SouthernCO2_LUC",32.3357
"3231","1990$/tC","2. BIODIV30",2035,"Africa_WesternCO2",408.052
"3232","1990$/tC","2. BIODIV30",2035,"Africa_WesternCO2_LUC",20.4026
"3233","1990$/tC","2. BIODIV30",2035,"ArgentinaCO2",557.957
"3234","1990$/tC","2. BIODIV30",2035,"ArgentinaCO2_LUC",27.8979
"3235","1990$/tC","2. BIODIV30",2035,"Australia_NZCO2",582.011
"3236","1990$/tC","2. BIODIV30",2035,"Australia_NZCO2_LUC",29.1005
"3237","1990$/tC","2. BIODIV30",2035,"BrazilCO2",451.13
"3238","1990$/tC","2. BIODIV30",2035,"BrazilCO2_LUC",22.5565
"3239","1990$/tC","2. BIODIV30",2035,"CanadaCO2",537.111
"3240","1990$/tC","2. BIODIV30",2035,"CanadaCO2_LUC",26.8556
"3241","1990$/tC","2. BIODIV30",2035,"Central America and CaribbeanCO2",578.722
"3242","1990$/tC","2. BIODIV30",2035,"Central America and CaribbeanCO2_LUC",28.9361
"3243","1990$/tC","2. BIODIV30",2035,"Central AsiaCO2",603.113
"3244","1990$/tC","2. BIODIV30",2035,"Central AsiaCO2_LUC",30.1556
"3245","1990$/tC","2. BIODIV30",2035,"ChinaCO2",487.945
"3246","1990$/tC","2. BIODIV30",2035,"ChinaCO2_LUC",24.3973
"3247","1990$/tC","2. BIODIV30",2035,"ColombiaCO2",467.65
"3248","1990$/tC","2. BIODIV30",2035,"ColombiaCO2_LUC",23.3825
"3249","1990$/tC","2. BIODIV30",2035,"EU-12CO2",527.75
"3250","1990$/tC","2. BIODIV30",2035,"EU-15CO2",519.772
"3251","1990$/tC","2. BIODIV30",2035,"EUCO2_LUC",26.3875
"3252","1990$/tC","2. BIODIV30",2035,"Europe_EasternCO2",572.898
"3253","1990$/tC","2. BIODIV30",2035,"Europe_EasternCO2_LUC",28.6449
"3254","1990$/tC","2. BIODIV30",2035,"Europe_Non_EUCO2",507.575
"3255","1990$/tC","2. BIODIV30",2035,"Europe_Non_EUCO2_LUC",25.3788
"3256","1990$/tC","2. BIODIV30",2035,"European Free Trade AssociationCO2",407.571
"3257","1990$/tC","2. BIODIV30",2035,"European Free Trade AssociationCO2_LUC",20.3786
"3258","1990$/tC","2. BIODIV30",2035,"IndiaCO2",598.366
"3259","1990$/tC","2. BIODIV30",2035,"IndiaCO2_LUC",29.9183
"3260","1990$/tC","2. BIODIV30",2035,"IndonesiaCO2",394.645
"3261","1990$/tC","2. BIODIV30",2035,"IndonesiaCO2_LUC",19.7322
"3262","1990$/tC","2. BIODIV30",2035,"JapanCO2",545.163
"3263","1990$/tC","2. BIODIV30",2035,"JapanCO2_LUC",27.2581
"3264","1990$/tC","2. BIODIV30",2035,"MexicoCO2",517.493
"3265","1990$/tC","2. BIODIV30",2035,"MexicoCO2_LUC",25.8746
"3266","1990$/tC","2. BIODIV30",2035,"Middle EastCO2",618.998
"3267","1990$/tC","2. BIODIV30",2035,"Middle EastCO2_LUC",30.9499
"3268","1990$/tC","2. BIODIV30",2035,"PakistanCO2",763.142
"3269","1990$/tC","2. BIODIV30",2035,"PakistanCO2_LUC",38.1571
"3270","1990$/tC","2. BIODIV30",2035,"RussiaCO2",440.886
"3271","1990$/tC","2. BIODIV30",2035,"RussiaCO2_LUC",22.0443
"3272","1990$/tC","2. BIODIV30",2035,"South AfricaCO2",397.78
"3273","1990$/tC","2. BIODIV30",2035,"South AfricaCO2_LUC",19.889
"3274","1990$/tC","2. BIODIV30",2035,"South America_NorthernCO2",766.292
"3275","1990$/tC","2. BIODIV30",2035,"South America_NorthernCO2_LUC",38.3146
"3276","1990$/tC","2. BIODIV30",2035,"South America_SouthernCO2",576.146
"3277","1990$/tC","2. BIODIV30",2035,"South America_SouthernCO2_LUC",28.8073
"3278","1990$/tC","2. BIODIV30",2035,"South AsiaCO2",735.8
"3279","1990$/tC","2. BIODIV30",2035,"South AsiaCO2_LUC",36.79
"3280","1990$/tC","2. BIODIV30",2035,"South KoreaCO2",460.874
"3281","1990$/tC","2. BIODIV30",2035,"South KoreaCO2_LUC",23.0437
"3282","1990$/tC","2. BIODIV30",2035,"Southeast AsiaCO2",554.995
"3283","1990$/tC","2. BIODIV30",2035,"Southeast AsiaCO2_LUC",27.7498
"3284","1990$/tC","2. BIODIV30",2035,"TaiwanCO2",681.1
"3285","1990$/tC","2. BIODIV30",2035,"USACO2",482.332
"3286","1990$/tC","2. BIODIV30",2035,"USACO2_LUC",24.1166
"3287","1990$/tC","2. BIODIV30",2040,"Africa_EasternCO2",668.634
"3288","1990$/tC","2. BIODIV30",2040,"Africa_EasternCO2_LUC",66.8634
"3289","1990$/tC","2. BIODIV30",2040,"Africa_NorthernCO2",809.053
"3290","1990$/tC","2. BIODIV30",2040,"Africa_NorthernCO2_LUC",80.9053
"3291","1990$/tC","2. BIODIV30",2040,"Africa_SouthernCO2",478.969
"3292","1990$/tC","2. BIODIV30",2040,"Africa_SouthernCO2_LUC",47.8969
"3293","1990$/tC","2. BIODIV30",2040,"Africa_WesternCO2",532.69
"3294","1990$/tC","2. BIODIV30",2040,"Africa_WesternCO2_LUC",53.269
"3295","1990$/tC","2. BIODIV30",2040,"ArgentinaCO2",654.109
"3296","1990$/tC","2. BIODIV30",2040,"ArgentinaCO2_LUC",65.4109
"3297","1990$/tC","2. BIODIV30",2040,"Australia_NZCO2",692.888
"3298","1990$/tC","2. BIODIV30",2040,"Australia_NZCO2_LUC",69.2888
"3299","1990$/tC","2. BIODIV30",2040,"BrazilCO2",530.161
"3300","1990$/tC","2. BIODIV30",2040,"BrazilCO2_LUC",53.0161
"3301","1990$/tC","2. BIODIV30",2040,"CanadaCO2",641.482
"3302","1990$/tC","2. BIODIV30",2040,"CanadaCO2_LUC",64.1482
"3303","1990$/tC","2. BIODIV30",2040,"Central America and CaribbeanCO2",632.764
"3304","1990$/tC","2. BIODIV30",2040,"Central America and CaribbeanCO2_LUC",63.2764
"3305","1990$/tC","2. BIODIV30",2040,"Central AsiaCO2",703.946
"3306","1990$/tC","2. BIODIV30",2040,"Central AsiaCO2_LUC",70.3946
"3307","1990$/tC","2. BIODIV30",2040,"ChinaCO2",621.517
"3308","1990$/tC","2. BIODIV30",2040,"ChinaCO2_LUC",62.1517
"3309","1990$/tC","2. BIODIV30",2040,"ColombiaCO2",535.279
"3310","1990$/tC","2. BIODIV30",2040,"ColombiaCO2_LUC",53.5279
"3311","1990$/tC","2. BIODIV30",2040,"EU-12CO2",660.745
"3312","1990$/tC","2. BIODIV30",2040,"EU-15CO2",644.548
"3313","1990$/tC","2. BIODIV30",2040,"EUCO2_LUC",66.0745
"3314","1990$/tC","2. BIODIV30",2040,"Europe_EasternCO2",699.263
"3315","1990$/tC","2. BIODIV30",2040,"Europe_EasternCO2_LUC",69.9263
"3316","1990$/tC","2. BIODIV30",2040,"Europe_Non_EUCO2",630.75
"3317","1990$/tC","2. BIODIV30",2040,"Europe_Non_EUCO2_LUC",63.075
"3318","1990$/tC","2. BIODIV30",2040,"European Free Trade AssociationCO2",513.682
"3319","1990$/tC","2. BIODIV30",2040,"European Free Trade AssociationCO2_LUC",51.3682
"3320","1990$/tC","2. BIODIV30",2040,"IndiaCO2",746.282
"3321","1990$/tC","2. BIODIV30",2040,"IndiaCO2_LUC",74.6282
"3322","1990$/tC","2. BIODIV30",2040,"IndonesiaCO2",518.572
"3323","1990$/tC","2. BIODIV30",2040,"IndonesiaCO2_LUC",51.8572
"3324","1990$/tC","2. BIODIV30",2040,"JapanCO2",674.702
"3325","1990$/tC","2. BIODIV30",2040,"JapanCO2_LUC",67.4702
"3326","1990$/tC","2. BIODIV30",2040,"MexicoCO2",593.124
"3327","1990$/tC","2. BIODIV30",2040,"MexicoCO2_LUC",59.3124
"3328","1990$/tC","2. BIODIV30",2040,"Middle EastCO2",721.096
"3329","1990$/tC","2. BIODIV30",2040,"Middle EastCO2_LUC",72.1096
"3330","1990$/tC","2. BIODIV30",2040,"PakistanCO2",861.743
"3331","1990$/tC","2. BIODIV30",2040,"PakistanCO2_LUC",86.1743
"3332","1990$/tC","2. BIODIV30",2040,"RussiaCO2",533.445
"3333","1990$/tC","2. BIODIV30",2040,"RussiaCO2_LUC",53.3445
"3334","1990$/tC","2. BIODIV30",2040,"South AfricaCO2",599.444
"3335","1990$/tC","2. BIODIV30",2040,"South AfricaCO2_LUC",59.9444
"3336","1990$/tC","2. BIODIV30",2040,"South America_NorthernCO2",834.441
"3337","1990$/tC","2. BIODIV30",2040,"South America_NorthernCO2_LUC",83.4441
"3338","1990$/tC","2. BIODIV30",2040,"South America_SouthernCO2",654.602
"3339","1990$/tC","2. BIODIV30",2040,"South America_SouthernCO2_LUC",65.4602
"3340","1990$/tC","2. BIODIV30",2040,"South AsiaCO2",850.11
"3341","1990$/tC","2. BIODIV30",2040,"South AsiaCO2_LUC",85.011
"3342","1990$/tC","2. BIODIV30",2040,"South KoreaCO2",671.005
"3343","1990$/tC","2. BIODIV30",2040,"South KoreaCO2_LUC",67.1005
"3344","1990$/tC","2. BIODIV30",2040,"Southeast AsiaCO2",652.383
"3345","1990$/tC","2. BIODIV30",2040,"Southeast AsiaCO2_LUC",65.2383
"3346","1990$/tC","2. BIODIV30",2040,"TaiwanCO2",794.128
"3347","1990$/tC","2. BIODIV30",2040,"USACO2",577.438
"3348","1990$/tC","2. BIODIV30",2040,"USACO2_LUC",57.7438
"3349","1990$/tC","2. BIODIV30",2045,"Africa_EasternCO2",784.12
"3350","1990$/tC","2. BIODIV30",2045,"Africa_EasternCO2_LUC",117.618
"3351","1990$/tC","2. BIODIV30",2045,"Africa_NorthernCO2",929.863
"3352","1990$/tC","2. BIODIV30",2045,"Africa_NorthernCO2_LUC",139.479
"3353","1990$/tC","2. BIODIV30",2045,"Africa_SouthernCO2",561.366
"3354","1990$/tC","2. BIODIV30",2045,"Africa_SouthernCO2_LUC",84.2049
"3355","1990$/tC","2. BIODIV30",2045,"Africa_WesternCO2",737.498
"3356","1990$/tC","2. BIODIV30",2045,"Africa_WesternCO2_LUC",110.625
"3357","1990$/tC","2. BIODIV30",2045,"ArgentinaCO2",662.035
"3358","1990$/tC","2. BIODIV30",2045,"ArgentinaCO2_LUC",99.3052
"3359","1990$/tC","2. BIODIV30",2045,"Australia_NZCO2",731.806
"3360","1990$/tC","2. BIODIV30",2045,"Australia_NZCO2_LUC",109.771
"3361","1990$/tC","2. BIODIV30",2045,"BrazilCO2",519.789
"3362","1990$/tC","2. BIODIV30",2045,"BrazilCO2_LUC",77.9683
"3363","1990$/tC","2. BIODIV30",2045,"CanadaCO2",656.792
"3364","1990$/tC","2. BIODIV30",2045,"CanadaCO2_LUC",98.5188
"3365","1990$/tC","2. BIODIV30",2045,"Central America and CaribbeanCO2",696.643
"3366","1990$/tC","2. BIODIV30",2045,"Central America and CaribbeanCO2_LUC",104.496
"3367","1990$/tC","2. BIODIV30",2045,"Central AsiaCO2",806.89
"3368","1990$/tC","2. BIODIV30",2045,"Central AsiaCO2_LUC",121.033
"3369","1990$/tC","2. BIODIV30",2045,"ChinaCO2",755.02
"3370","1990$/tC","2. BIODIV30",2045,"ChinaCO2_LUC",113.253
"3371","1990$/tC","2. BIODIV30",2045,"ColombiaCO2",617.775
"3372","1990$/tC","2. BIODIV30",2045,"ColombiaCO2_LUC",92.6662
"3373","1990$/tC","2. BIODIV30",2045,"EU-12CO2",710.913
"3374","1990$/tC","2. BIODIV30",2045,"EU-15CO2",677.6
"3375","1990$/tC","2. BIODIV30",2045,"EUCO2_LUC",106.637
"3376","1990$/tC","2. BIODIV30",2045,"Europe_EasternCO2",832.845
"3377","1990$/tC","2. BIODIV30",2045,"Europe_EasternCO2_LUC",124.927
"3378","1990$/tC","2. BIODIV30",2045,"Europe_Non_EUCO2",761.263
"3379","1990$/tC","2. BIODIV30",2045,"Europe_Non_EUCO2_LUC",114.19
"3380","1990$/tC","2. BIODIV30",2045,"European Free Trade AssociationCO2",601.936
"3381","1990$/tC","2. BIODIV30",2045,"European Free Trade AssociationCO2_LUC",90.2903
"3382","1990$/tC","2. BIODIV30",2045,"IndiaCO2",875.717
"3383","1990$/tC","2. BIODIV30",2045,"IndiaCO2_LUC",131.358
"3384","1990$/tC","2. BIODIV30",2045,"IndonesiaCO2",654.907
"3385","1990$/tC","2. BIODIV30",2045,"IndonesiaCO2_LUC",98.2361
"3386","1990$/tC","2. BIODIV30",2045,"JapanCO2",597.357
"3387","1990$/tC","2. BIODIV30",2045,"JapanCO2_LUC",89.6036
"3388","1990$/tC","2. BIODIV30",2045,"MexicoCO2",562.501
"3389","1990$/tC","2. BIODIV30",2045,"MexicoCO2_LUC",84.3752
"3390","1990$/tC","2. BIODIV30",2045,"Middle EastCO2",740.967
"3391","1990$/tC","2. BIODIV30",2045,"Middle EastCO2_LUC",111.145
"3392","1990$/tC","2. BIODIV30",2045,"PakistanCO2",916.622
"3393","1990$/tC","2. BIODIV30",2045,"PakistanCO2_LUC",137.493
"3394","1990$/tC","2. BIODIV30",2045,"RussiaCO2",649.942
"3395","1990$/tC","2. BIODIV30",2045,"RussiaCO2_LUC",97.4912
"3396","1990$/tC","2. BIODIV30",2045,"South AfricaCO2",874.203
"3397","1990$/tC","2. BIODIV30",2045,"South AfricaCO2_LUC",131.131
"3398","1990$/tC","2. BIODIV30",2045,"South America_NorthernCO2",900.928
"3399","1990$/tC","2. BIODIV30",2045,"South America_NorthernCO2_LUC",135.139
"3400","1990$/tC","2. BIODIV30",2045,"South America_SouthernCO2",640.571
"3401","1990$/tC","2. BIODIV30",2045,"South America_SouthernCO2_LUC",96.0857
"3402","1990$/tC","2. BIODIV30",2045,"South AsiaCO2",945.899
"3403","1990$/tC","2. BIODIV30",2045,"South AsiaCO2_LUC",141.885
"3404","1990$/tC","2. BIODIV30",2045,"South KoreaCO2",829.513
"3405","1990$/tC","2. BIODIV30",2045,"South KoreaCO2_LUC",124.427
"3406","1990$/tC","2. BIODIV30",2045,"Southeast AsiaCO2",741.647
"3407","1990$/tC","2. BIODIV30",2045,"Southeast AsiaCO2_LUC",111.247
"3408","1990$/tC","2. BIODIV30",2045,"TaiwanCO2",696.331
"3409","1990$/tC","2. BIODIV30",2045,"USACO2",671.241
"3410","1990$/tC","2. BIODIV30",2045,"USACO2_LUC",100.686
"3411","1990$/tC","2. BIODIV30",2050,"Africa_EasternCO2",923.593
"3412","1990$/tC","2. BIODIV30",2050,"Africa_EasternCO2_LUC",184.719
"3413","1990$/tC","2. BIODIV30",2050,"Africa_NorthernCO2",1021.76
"3414","1990$/tC","2. BIODIV30",2050,"Africa_NorthernCO2_LUC",204.352
"3415","1990$/tC","2. BIODIV30",2050,"Africa_SouthernCO2",845.85
"3416","1990$/tC","2. BIODIV30",2050,"Africa_SouthernCO2_LUC",169.17
"3417","1990$/tC","2. BIODIV30",2050,"Africa_WesternCO2",991.682
"3418","1990$/tC","2. BIODIV30",2050,"Africa_WesternCO2_LUC",198.336
"3419","1990$/tC","2. BIODIV30",2050,"ArgentinaCO2",689.063
"3420","1990$/tC","2. BIODIV30",2050,"ArgentinaCO2_LUC",137.813
"3421","1990$/tC","2. BIODIV30",2050,"Australia_NZCO2",733.254
"3422","1990$/tC","2. BIODIV30",2050,"Australia_NZCO2_LUC",146.651
"3423","1990$/tC","2. BIODIV30",2050,"BrazilCO2",604.104
"3424","1990$/tC","2. BIODIV30",2050,"BrazilCO2_LUC",120.821
"3425","1990$/tC","2. BIODIV30",2050,"CanadaCO2",698.307
"3426","1990$/tC","2. BIODIV30",2050,"CanadaCO2_LUC",139.661
"3427","1990$/tC","2. BIODIV30",2050,"Central America and CaribbeanCO2",705.251
"3428","1990$/tC","2. BIODIV30",2050,"Central America and CaribbeanCO2_LUC",141.05
"3429","1990$/tC","2. BIODIV30",2050,"Central AsiaCO2",911.607
"3430","1990$/tC","2. BIODIV30",2050,"Central AsiaCO2_LUC",182.321
"3431","1990$/tC","2. BIODIV30",2050,"ChinaCO2",905.401
"3432","1990$/tC","2. BIODIV30",2050,"ChinaCO2_LUC",181.08
"3433","1990$/tC","2. BIODIV30",2050,"ColombiaCO2",726.118
"3434","1990$/tC","2. BIODIV30",2050,"ColombiaCO2_LUC",145.224
"3435","1990$/tC","2. BIODIV30",2050,"EU-12CO2",734.189
"3436","1990$/tC","2. BIODIV30",2050,"EU-15CO2",729.373
"3437","1990$/tC","2. BIODIV30",2050,"EUCO2_LUC",146.838
"3438","1990$/tC","2. BIODIV30",2050,"Europe_EasternCO2",991.778
"3439","1990$/tC","2. BIODIV30",2050,"Europe_EasternCO2_LUC",198.356
"3440","1990$/tC","2. BIODIV30",2050,"Europe_Non_EUCO2",934.723
"3441","1990$/tC","2. BIODIV30",2050,"Europe_Non_EUCO2_LUC",186.945
"3442","1990$/tC","2. BIODIV30",2050,"European Free Trade AssociationCO2",592.241
"3443","1990$/tC","2. BIODIV30",2050,"European Free Trade AssociationCO2_LUC",118.448
"3444","1990$/tC","2. BIODIV30",2050,"IndiaCO2",995.377
"3445","1990$/tC","2. BIODIV30",2050,"IndiaCO2_LUC",199.075
"3446","1990$/tC","2. BIODIV30",2050,"IndonesiaCO2",837.714
"3447","1990$/tC","2. BIODIV30",2050,"IndonesiaCO2_LUC",167.543
"3448","1990$/tC","2. BIODIV30",2050,"JapanCO2",646.295
"3449","1990$/tC","2. BIODIV30",2050,"JapanCO2_LUC",129.259
"3450","1990$/tC","2. BIODIV30",2050,"MexicoCO2",643.893
"3451","1990$/tC","2. BIODIV30",2050,"MexicoCO2_LUC",128.779
"3452","1990$/tC","2. BIODIV30",2050,"Middle EastCO2",869.614
"3453","1990$/tC","2. BIODIV30",2050,"Middle EastCO2_LUC",173.923
"3454","1990$/tC","2. BIODIV30",2050,"PakistanCO2",1041.07
"3455","1990$/tC","2. BIODIV30",2050,"PakistanCO2_LUC",208.215
"3456","1990$/tC","2. BIODIV30",2050,"RussiaCO2",788.175
"3457","1990$/tC","2. BIODIV30",2050,"RussiaCO2_LUC",157.635
"3458","1990$/tC","2. BIODIV30",2050,"South AfricaCO2",1065.19
"3459","1990$/tC","2. BIODIV30",2050,"South AfricaCO2_LUC",213.038
"3460","1990$/tC","2. BIODIV30",2050,"South America_NorthernCO2",979.686
"3461","1990$/tC","2. BIODIV30",2050,"South America_NorthernCO2_LUC",195.937
"3462","1990$/tC","2. BIODIV30",2050,"South America_SouthernCO2",766.376
"3463","1990$/tC","2. BIODIV30",2050,"South America_SouthernCO2_LUC",153.275
"3464","1990$/tC","2. BIODIV30",2050,"South AsiaCO2",1047.38
"3465","1990$/tC","2. BIODIV30",2050,"South AsiaCO2_LUC",209.475
"3466","1990$/tC","2. BIODIV30",2050,"South KoreaCO2",989.371
