Units,scenario,region,fuel,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
EJ,30percnz,Africa_Eastern,a oil,1.2606,0.646433,0.915343,1.06114,1.21701,1.06709,0.825793,0.639867,0.51931,0.513001,0.564792,0.553694,0.528999,0.512774,0.539849,0.573462,0.610303
EJ,30percnz,Africa_Eastern,b natural gas,0.0667398,0.0564712,0.0959284,0.15572540000000001,0.2601394,0.36587327000000003,0.44816512,0.51035808,0.5392142,0.5235447,0.4810958,0.4438567,0.4075295,0.3721242,0.33895190000000003,0.3077136,0.2784516
EJ,30percnz,Africa_Eastern,c coal,0.00498014,0.00407599,0.00382969,0.00266334,0.0037609,0.00491577,0.00624893,0.00802415,0.0101103,0.0125168,0.0147126,0.0163328,0.0177911,0.0191127,0.0205259,0.0220201,0.0247563
EJ,30percnz,Africa_Eastern,d biomass,1.2989909399405,5.237154709443599,6.0023908123473,6.4158557541705,6.7888601380059,7.19787496398,7.6128600222354,8.13840172267707,8.708857828591096,9.31323237536297,9.9128565164,10.392224482200001,10.91193292385,11.6257021226,12.4580013966,13.309085334,14.123403095799999
EJ,30percnz,Africa_Eastern,e nuclear,0.00132189816,0.01155024391,0.02415009236,0.10883090441,0.28165211344,0.5351045584,0.88059058082,1.27380328625,1.67382768992,2.12774768772,2.61854636852,3.09923688527,3.56033499648,3.97823426394,4.3712795562,4.7010104874,4.937524421
EJ,30percnz,Africa_Eastern,f hydro,0.124544,0.152375,0.180205,0.208035,0.235866,0.263696,0.291526,0.319356,0.347187,0.375017,0.402847,0.430678,0.458508,0.486338,0.514169,0.541999,0.569829
EJ,30percnz,Africa_Eastern,g wind,0.042489522599999996,0.1334219776,0.2208339916,0.5956175565999999,1.1943678246,1.9620698416,2.92707493,4.086458081,5.373160396,6.7363523723,8.196219976,9.63770068,10.96680531,12.106864099,13.12443469,14.0021659,14.7266059
EJ,30percnz,Africa_Eastern,h solar,0.03539675297792,0.09293096001813,0.23498053079773001,0.51607293339773,0.99107496367773,1.61786194637773,2.4126304703998103,3.3615458435596,4.46840280898,5.69884721458,7.004038315,8.3363562653,9.5881439333,10.6888496071,11.721446179,12.61993229,13.379925978
EJ,30percnz,Africa_Eastern,H2 industrial,0,0.00797531,0,0,3.78398e-5,2.59785e-4,4.08167e-4,5.76e-4,5.74433e-4,4.42292e-4,4.26807e-4,6.48505e-4,8.19172e-4,0.00124371,0.00116663,0.00117752,0.001091
EJ,30percnz,Africa_Eastern,i geothermal,0.029828479999999997,0.04358993,0.05743714,0.0727303,0.07273816,0.072739018,0.07270908200000001,0.07268965200000001,0.072683684,0.072666046,0.07265550900000001,0.072649495,0.072645767,0.072644205,0.072641295,0.072635044,0.072624489
EJ,30percnz,Africa_Eastern,j traditional biomass,2.6699659999999996,2.1640449999999998,2.813489,2.940184,2.989679,2.962238,2.8788090000000004,2.751913,2.508096,2.191363,1.905462,1.661051,1.467419,1.318862,1.202601,1.112827,1.062643
EJ,30percnz,Africa_Eastern,regional biomass,0,0.0100828,0,0,4.78389e-5,3.28432e-4,5.16024e-4,7.28207e-4,7.26225e-4,5.59167e-4,5.3959e-4,8.19871e-4,0.00103564,0.00157236,0.00147491,0.00148868,0.00137929
EJ,30percnz,Africa_Northern,a oil,3.67116,2.99259,3.07299,2.97649,2.69531,2.23342,1.99529,1.96582,2.04262,2.14803,2.31434,2.18971,2.13266,2.1393,2.18549,2.25699,2.37136
EJ,30percnz,Africa_Northern,b natural gas,3.3742,2.9987679999999997,3.269744,3.4255180000000003,3.676471,3.9998850000000004,4.466699,4.889076,5.208752,5.468593,5.330507,5.3540019999999995,5.242427,5.043217,4.883242,4.728181,4.654041
EJ,30percnz,Africa_Northern,c coal,0.012591,0.00613621,0.00632785,0.00612278,0.0051496,0.00365126,0.00416768,0.00497069,0.00608689,0.007723,0.00980619,0.0115631,0.0140605,0.0161112,0.0180124,0.0200062,0.0221999
EJ,30percnz,Africa_Northern,d biomass,0.213937134,3.3872689379999996,4.841144474,5.8778817100000005,6.903469638000001,8.064928556,7.8808096171,7.959442339300001,8.12540415365,8.384103853500001,8.9633835147,9.19050331443,9.18787747857,9.25112698283,9.339358814199999,9.41707985609,9.46482647959
