Units,scenario,sector,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
1975$/kg,30percnz,Beef,1.7022974375,1.86710209375,2.0118191875,2.25428009375,2.62609209375,3.03928490625,3.53012128125,3.8954553125,4.30012,4.74807875,5.1859737500000005,5.557771875,5.9635834375000005,5.9837534375,5.971453125,5.9675425,5.9606225
1975$/kg,allansce1nz,Beef,1.7005299375,1.8626530625,2.0043885625,2.24243834375,2.6067390625,3.010643625,3.48997534375,3.8476675,4.2349128125,4.6680640625,5.0957134375,5.4598596875,5.8607496875,5.886765,5.876179375,5.8739959375,5.8679678125
1975$/kg,allansce2nz,Beef,1.700503875,1.8618640625,2.00262765625,2.2399186875,2.60230565625,3.00308915625,3.4779200625,3.83365,4.217198125,4.6472371875,5.0720740625,5.4348875,5.8341915625,5.860795625,5.8503290625,5.8483934375,5.842733125
1975$/kg,defaultnz,Beef,1.69913765625,1.85187765625,1.9849340625,2.2096651875,2.5484516249999998,2.9192725,3.3522641875,3.681507375,4.0327075,4.410329375,4.8021890625,5.142973125,5.5128753125,5.544473125,5.5388846875,5.53955125,5.5371325
