Units,scenario,region,gcam-consumer,nodeinput,input,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
2005$/Mcal/day,allansce2nz,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0361515,0.0386174,0.0403851,0.0439409,0.0497083,0.0557936,0.0633653,0.0688727,0.075264,0.0814323,0.0870115,0.091388,0.0962861,0.0948851,0.0927708,0.0908637,0.0893057
2005$/Mcal/day,allansce2nz,Taiwan,FoodDemand,FoodDemand,FoodDemand_Staples,0.0399218,0.0419323,0.0435459,0.0474274,0.0539835,0.0606476,0.0686464,0.0739846,0.0795193,0.0853836,0.0913685,0.0965857,0.10243,0.101589,0.0998622,0.097995,0.0965705
2005$/Mcal/day,allansce2nz,USA,FoodDemand,FoodDemand,FoodDemand_Staples,0.0254922,0.0264973,0.0270129,0.0285678,0.031398,0.034539,0.0384611,0.0411474,0.0440064,0.0468935,0.0496254,0.0518606,0.0544421,0.0539473,0.0532716,0.0526779,0.0521561
2005$/Mcal/day,default,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0373225,0.037692,0.0379468,0.0381805,0.0384462,0.0387785,0.0391263,0.0401468,0.0411416,0.0421029,0.0429979,0.0438145,0.0445417,0.0451569,0.0456561,0.0460485,0.0463068
2005$/Mcal/day,default,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0262807,0.0265324,0.0265574,0.0267923,0.027037,0.0273041,0.0275026,0.0278543,0.0281165,0.0283346,0.0284854,0.0286021,0.0286943,0.0287459,0.0287805,0.0288558,0.0289122
2005$/Mcal/day,default,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0432165,0.0432985,0.0433277,0.0434571,0.0435815,0.0437391,0.0438709,0.0443991,0.0448726,0.0453147,0.0457048,0.0460315,0.0463075,0.0465234,0.046667,0.0467482,0.0468406
2005$/Mcal/day,default,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,0.0547829,0.0552732,0.0556837,0.0559378,0.0561828,0.0564589,0.0567105,0.0576418,0.0585117,0.0593391,0.0601017,0.0607865,0.0613931,0.0619106,0.0623283,0.0626666,0.0629104
2005$/Mcal/day,default,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,0.032839,0.0328673,0.0327553,0.0328504,0.0329202,0.0329996,0.0330244,0.0333141,0.0335089,0.0336538,0.0337362,0.0337741,0.0337847,0.0337541,0.0336901,0.0336054,0.033488
2005$/Mcal/day,default,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,0.0344192,0.0344253,0.0343003,0.0344655,0.034627,0.0347686,0.034858599999999997,0.0351315,0.0353221,0.0354697,0.0355669,0.0356251,0.0356571,0.0356499,0.0356111,0.0355488,0.0354533
2005$/Mcal/day,default,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,0.0211312,0.0210898,0.0209855,0.0211611,0.0213249,0.0214644,0.0215492,0.021672,0.0217525,0.0218003,0.0218059,0.0217739,0.0217231,0.0216476,0.0215453,0.0214378,0.0213118
2005$/Mcal/day,default,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,0.0300167,0.0301961,0.0301718,0.0303841,0.0306002,0.0308451,0.0310357,0.0313305,0.0315129,0.0316437,0.031716,0.0317513,0.0317618,0.0317331,0.0316803,0.0316049,0.0315
2005$/Mcal/day,default,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,0.0342897,0.0345488,0.0346333,0.0347961,0.0349546,0.0351424,0.035245,0.035621,0.0358746,0.0360669,0.0361803,0.0362356,0.0362573,0.0362337,0.0361661,0.0360742,0.0359478
2005$/Mcal/day,default,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0259276,0.0261355,0.0262142,0.0263338,0.0264361,0.026525,0.0265618,0.0267112,0.0268062,0.0268873,0.0269347,0.0269401,0.0269243,0.0268833,0.0268304,0.0267783,0.0266841
2005$/Mcal/day,default,China,FoodDemand,FoodDemand,FoodDemand_Staples,0.0579825,0.0583769,0.0584043,0.0584759,0.0582704,0.0578645,0.0572154,0.0566413,0.0559152,0.0551256,0.0542863,0.053424,0.0525996,0.0517993,0.0510723,0.0504182,0.0498014
2005$/Mcal/day,default,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0404676,0.0404768,0.0403485,0.0404354,0.0405298,0.0406565,0.0407117,0.0409374,0.0410723,0.041164,0.0411892,0.0411637,0.0411118,0.0410275,0.0409202,0.0408095,0.0406744
2005$/Mcal/day,default,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,0.0250307,0.0252565,0.0252673,0.0254832,0.0256885,0.0259004,0.0260561,0.0263074,0.0264804,0.0266243,0.0267046,0.0267361,0.0267423,0.0267123,0.026657,0.0265882,0.0264834
2005$/Mcal/day,default,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,0.0280597,0.0284886,0.0286339,0.0289037,0.0291503,0.0294083,0.0295984,0.0299114,0.0301343,0.0303123,0.0304285,0.0304996,0.0305431,0.0305399,0.0304958,0.0304272,0.0303208
2005$/Mcal/day,default,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0197829,0.019947,0.0200247,0.0201605,0.0202936,0.0204416,0.0205447,0.0207167,0.0208355,0.020929,0.0209797,0.0209999,0.0210042,0.0209815,0.0209396,0.0208898,0.0208183
2005$/Mcal/day,default,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,0.0295223,0.0297846,0.0298232,0.0301789,0.0305179,0.0308597,0.0311172,0.0314889,0.0317502,0.0319631,0.0320976,0.0321678,0.0322006,0.0321798,0.0321145,0.0320254,0.0318854
2005$/Mcal/day,default,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,0.032835,0.0331793,0.0332635,0.0335159,0.0337259,0.0339348,0.0340833,0.0343909,0.0346153,0.0348034,0.0349299,0.0350049,0.0350476,0.0350418,0.0349945,0.0349245,0.0348114
2005$/Mcal/day,default,India,FoodDemand,FoodDemand,FoodDemand_Staples,0.0292753,0.0298578,0.0302806,0.0311292,0.0319211,0.0326952,0.0333382,0.03425,0.0350213,0.0356315,0.0360361,0.0362881,0.0363565,0.0362595,0.0360306,0.0356817,0.035224
2005$/Mcal/day,default,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0601344,0.0605548,0.0608703,0.0614234,0.0619603,0.0624019,0.0626129,0.0629886,0.0630999,0.0630336,0.0627821,0.0624109,0.0619719,0.061475,0.0609371,0.0603781,0.0597892
2005$/Mcal/day,default,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,0.115142,0.11621,0.116233,0.116411,0.116297,0.116331,0.116141,0.116406,0.116323,0.116024,0.115458,0.114737,0.113924,0.11299,0.111987,0.110963,0.10989
2005$/Mcal/day,default,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,0.0223779,0.0224582,0.0224317,0.022641,0.0228854,0.0232058,0.0234706,0.0237309,0.023881,0.0239884,0.0240316,0.0240416,0.0240418,0.0240228,0.0239892,0.0239474,0.0238898
2005$/Mcal/day,default,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,0.0326615,0.032938,0.0329634,0.0332884,0.0335923,0.033905,0.0341183,0.0345268,0.0348124,0.0350318,0.0351665,0.0352257,0.0352416,0.0351989,0.0351078,0.0349851,0.0348097
2005$/Mcal/day,default,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,0.0283681,0.0290069,0.0294318,0.0299432,0.0306404,0.0316592,0.0328414,0.034909,0.0375738,0.0401022,0.0419417,0.0436541,0.0448562,0.0456974,0.0462485,0.0465763,0.0466699
2005$/Mcal/day,default,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0225654,0.0225726,0.0225219,0.0225619,0.0226149,0.0226746,0.0227069,0.0228284,0.0229074,0.022965,0.0229901,0.0229884,0.0229721,0.0229344,0.0228829,0.0228278,0.0227509
2005$/Mcal/day,default,South Africa,FoodDemand,FoodDemand,FoodDemand_Staples,0.0212789,0.0214798,0.0215859,0.0217974,0.0220181,0.0222564,0.022445,0.0226704,0.0228133,0.0229145,0.0229592,0.0229737,0.0229744,0.0229545,0.0229055,0.02284,0.0227417
2005$/Mcal/day,default,South America_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0688621,0.0690974,0.0690946,0.0693222,0.0695477,0.0698278,0.0699601,0.070534,0.0709218,0.0711985,0.0713376,0.0713708,0.0713384,0.0712332,0.0710634,0.0708538,0.0705867
2005$/Mcal/day,default,South America_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0342162,0.0343142,0.0342662,0.0343615,0.034455,0.0345609,0.0345984,0.0348287,0.0349783,0.0350945,0.0351562,0.0351749,0.0351689,0.0351301,0.0350625,0.034981,0.0348708
2005$/Mcal/day,default,South Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0305843,0.031467,0.0321221,0.0330299,0.0339889,0.0349326,0.0357312,0.0369547,0.0380465,0.0390265,0.0398755,0.0405676,0.0411091,0.0414951,0.0417347,0.041848,0.0418114
2005$/Mcal/day,default,South Korea,FoodDemand,FoodDemand,FoodDemand_Staples,0.102586,0.1033,0.103361,0.103543,0.103409,0.103195,0.102641,0.102481,0.101961,0.101255,0.100364,0.0993711,0.0983381,0.097274,0.0962184,0.0952047,0.0941694
2005$/Mcal/day,default,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0357945,0.0361151,0.0362425,0.0363723,0.0364663,0.0365445,0.0365258,0.0369237,0.0372033,0.0373959,0.0374914,0.037511,0.0374651,0.0373547,0.0371928,0.0369974,0.0367639
2005$/Mcal/day,default,Taiwan,FoodDemand,FoodDemand,FoodDemand_Staples,0.0395787,0.0397318,0.0397119,0.0397831,0.0398555,0.0399625,0.0399981,0.0402609,0.0404278,0.0405655,0.0406259,0.040633,0.0406063,0.0405366,0.0404347,0.0403193,0.0401705
2005$/Mcal/day,default,USA,FoodDemand,FoodDemand,FoodDemand_Staples,0.0250836,0.0251885,0.0251429,0.0252801,0.0254208,0.0256039,0.0257436,0.0259866,0.0261526,0.0262848,0.0263734,0.0264305,0.0264656,0.0264668,0.0264356,0.0263896,0.0263216
2005$/Mcal/day,defaultnz,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0374575,0.0409809,0.0435857,0.049664,0.0586476,0.0686143,0.0798317,0.0911487,0.103543,0.115,0.126398,0.135592,0.145878,0.145286,0.14311,0.141711,0.140442
2005$/Mcal/day,defaultnz,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0267516,0.0284052,0.0294379,0.0320164,0.0362559,0.0405676,0.0453888,0.0491622,0.0532562,0.057289,0.0611438,0.0642462,0.067697,0.0670549,0.0662236,0.0655059,0.0648922
2005$/Mcal/day,defaultnz,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0435002,0.04698,0.0487229,0.0550907,0.0602651,0.0689858,0.085109,0.100076,0.11264,0.123264,0.135518,0.144116,0.153863,0.153855,0.151809,0.150681,0.148645
2005$/Mcal/day,defaultnz,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,0.0549291,0.0595487,0.0628968,0.0671764,0.0782191,0.0930675,0.112351,0.129381,0.146182,0.162663,0.179359,0.191817,0.207056,0.209219,0.204213,0.201778,0.200306
2005$/Mcal/day,defaultnz,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,0.0330791,0.0343625,0.0350585,0.0373119,0.0411579,0.044768,0.0488559,0.0524783,0.056448,0.0604607,0.0643098,0.06736,0.0706028,0.0696502,0.0686263,0.0678506,0.0672071
2005$/Mcal/day,defaultnz,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,0.0347727,0.0359383,0.0365376,0.0387116,0.0423669,0.0459515,0.0498487,0.0532295,0.0571604,0.0610688,0.0647085,0.0675665,0.0706578,0.0696675,0.0687343,0.0680737,0.0674893
2005$/Mcal/day,defaultnz,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,0.0216894,0.0225689,0.0232334,0.0257013,0.029867,0.0331951,0.0379316,0.0414101,0.0454091,0.049391,0.0529438,0.0560072,0.0596617,0.0580377,0.0564026,0.0550908,0.0539477
2005$/Mcal/day,defaultnz,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,0.0306243,0.0320349,0.0328294,0.0352811,0.0394184,0.0434699,0.048205,0.0518906,0.0559711,0.0599919,0.063843,0.0669004,0.0702001,0.0693776,0.0683687,0.0675997,0.0669794
2005$/Mcal/day,defaultnz,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,0.0346412,0.036432,0.0374548,0.0399004,0.0439922,0.0482196,0.0529965,0.0567803,0.0609616,0.0649828,0.0687448,0.0717884,0.075095,0.0745806,0.073298,0.072218,0.0712653
2005$/Mcal/day,defaultnz,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0260995,0.0275099,0.0283017,0.0300944,0.0328821,0.0356738,0.0388307,0.0414012,0.0442054,0.0470179,0.0497384,0.0520005,0.0544583,0.053911100000000003,0.0532458,0.052669,0.0521346
2005$/Mcal/day,defaultnz,China,FoodDemand,FoodDemand,FoodDemand_Staples,0.0583124,0.0602251,0.0614286,0.0643241,0.0696434,0.0754404,0.0818879,0.0846686,0.0872835,0.0898475,0.0924082,0.0943666,0.0966699,0.0943637,0.0916882,0.0892421,0.0872352
2005$/Mcal/day,defaultnz,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0409061,0.0420026,0.0425606,0.0444042,0.0476627,0.0511422,0.0553334,0.0581165,0.0613289,0.0645458,0.0675983,0.0705306,0.0731788,0.0721506,0.0712262,0.0704408,0.0696723
2005$/Mcal/day,defaultnz,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,0.0254619,0.0269072,0.0276341,0.0296907,0.0331648,0.0365445,0.0403881,0.0432481,0.046374,0.0494057,0.052288,0.0545217,0.0569924,0.0563085,0.0554978,0.0548218,0.0542357
2005$/Mcal/day,defaultnz,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,0.0284616,0.0302289,0.0311226,0.0333584,0.0371706,0.040989,0.0454094,0.0487175,0.0523737,0.0559436,0.0593496,0.0620736,0.0650916,0.064443,0.0635795,0.062841,0.0621892
2005$/Mcal/day,defaultnz,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0199496,0.0210744,0.0216932,0.0232045,0.0257406,0.0283483,0.0313438,0.0335047,0.0357885,0.0380175,0.0401038,0.0416845,0.0435118,0.0430022,0.0423279,0.0417149,0.0411335
2005$/Mcal/day,defaultnz,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,0.0298602,0.031851,0.032898,0.035859,0.0408365,0.0459981,0.0519531,0.0564798,0.06117,0.0656984,0.0699477,0.0733633,0.0772403,0.0763022,0.0751332,0.0740826,0.0730854
2005$/Mcal/day,defaultnz,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,0.0332435,0.035127,0.0358217,0.0380353,0.0420658,0.0462067,0.0508609,0.0544688,0.0585129,0.062463,0.06626,0.0693696,0.0727459,0.0719715,0.0709219,0.0700795,0.0693625
2005$/Mcal/day,defaultnz,India,FoodDemand,FoodDemand,FoodDemand_Staples,0.0299236,0.0320337,0.033698,0.0372797,0.0434394,0.0504819,0.0580103,0.0627886,0.0689232,0.0751391,0.0812222,0.0863835,0.0916413,0.0898651,0.0872042,0.0849483,0.0827419
2005$/Mcal/day,defaultnz,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0609727,0.0635461,0.065708,0.0708285,0.0806489,0.0923888,0.108564,0.11869,0.129178,0.140222,0.149785,0.155955,0.165638,0.160353,0.154734,0.14953,0.145064
2005$/Mcal/day,defaultnz,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,0.11595,0.122581,0.126719,0.135323,0.151332,0.163072,0.179177,0.190332,0.2037,0.216783,0.228533,0.238155,0.249061,0.243205,0.236889,0.231878,0.227911
2005$/Mcal/day,defaultnz,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,0.0229037,0.0238114,0.0242322,0.0257674,0.0285583,0.0314793,0.0351901,0.0379968,0.040853,0.0436596,0.0462208,0.0485152,0.0512412,0.0510544,0.0508563,0.0507224,0.0504141
2005$/Mcal/day,defaultnz,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,0.0331729,0.0351935,0.0363842,0.0396934,0.0451969,0.0508348,0.0574073,0.0622462,0.0675683,0.0726856,0.0774699,0.0812162,0.0852804,0.0840472,0.0823899,0.0809465,0.0797217
2005$/Mcal/day,defaultnz,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,0.029417,0.0311591,0.032161,0.0344859,0.0377185,0.0421201,0.0510471,0.0627457,0.0725098,0.081237,0.089909,0.0969324,0.104442,0.105381,0.104999,0.104666,0.104091
2005$/Mcal/day,defaultnz,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0227664,0.0235153,0.0240284,0.0255194,0.0281807,0.0310629,0.0344121,0.036982,0.0397063,0.042153500000000003,0.0444217,0.0462037,0.0484138,0.0478434,0.0471561,0.0465349,0.0459486
2005$/Mcal/day,defaultnz,South Africa,FoodDemand,FoodDemand,FoodDemand_Staples,0.0215324,0.0225707,0.0233016,0.0251461,0.0285967,0.0328156,0.0375893,0.0401522,0.0432676,0.0464937,0.0495689,0.0522171,0.0553031,0.0547604,0.053966600000000003,0.0531903,0.0525205
2005$/Mcal/day,defaultnz,South America_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0697255,0.0721372,0.0737082,0.077851600000000007,0.0846336,0.0916025,0.0999033,0.106319,0.113311,0.120113,0.126007,0.130988,0.136623,0.135337,0.133209,0.131235,0.129517
2005$/Mcal/day,defaultnz,South America_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0345681,0.035909,0.0365327,0.038506,0.0419253,0.0451701,0.0494181,0.0529742,0.0567386,0.060343,0.0638267,0.0666977,0.0698237,0.0694279,0.068245,0.0673575,0.0666829
2005$/Mcal/day,defaultnz,South Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.031006,0.033175,0.0347752,0.0385348,0.0441919,0.0500359,0.0565627,0.0629084,0.069745,0.0765783,0.0827567,0.0878218,0.0933455,0.0933456,0.0924032,0.0916274,0.0908037
2005$/Mcal/day,defaultnz,South Korea,FoodDemand,FoodDemand,FoodDemand_Staples,0.103251,0.107019,0.108893,0.113069,0.120785,0.129934,0.140844,0.145036,0.149924,0.154693,0.159211,0.163174,0.16796,0.164565,0.160671,0.157217,0.154234
2005$/Mcal/day,defaultnz,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0361083,0.0384114,0.0400374,0.0433683,0.0487432,0.0543536,0.061221,0.0662757,0.0722272,0.0779202,0.0831523,0.0873685,0.0920048,0.0908766,0.0889308,0.0871704,0.0857517
2005$/Mcal/day,defaultnz,Taiwan,FoodDemand,FoodDemand,FoodDemand_Staples,0.0398988,0.0417971,0.0433123,0.0470316,0.0532773,0.0595761,0.0670121,0.0720282,0.0772184,0.0826488,0.0883173,0.093422,0.099004,0.0983605,0.0967766,0.0950326,0.0937219
2005$/Mcal/day,defaultnz,USA,FoodDemand,FoodDemand,FoodDemand_Staples,0.0254756,0.0263897,0.0268349,0.028289,0.0309126,0.0338076,0.0373612,0.0398226,0.0424498,0.0450756,0.0476369,0.0498025,0.0522135,0.0518229,0.0512264,0.0506855,0.0502156
