Units,scenario,region,land-allocation,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
thous km2,30perc,Africa_Eastern,MiscCropTree,14.024516279,14.2396652244,14.7165056703,15.448796656199999,16.1240440397,16.8215913535,17.4890741868,18.2904037793,19.0364776276,19.7183960104,20.3700757168,20.96520360089,21.49309404963,21.951517953219998,22.321744551710257,22.633514018637747,22.88206121900602
thous km2,30perc,Africa_Eastern,NutsSeeds,30.6458786575,32.6640777212,34.8200702104,36.8703045273,38.8019702158,40.5095924375,42.0520617973,43.8728304841,45.7374123962,47.5370616594,49.2716144093,50.8514963756,52.2153090834,53.3237967431,54.1931877002,54.8772535242,55.3795656927
thous km2,30perc,Africa_Eastern,NutsSeedsTree,1.584318903,1.516710622,1.458853062,1.4382100343,1.4102848795,1.3753651906,1.336421381,1.3776804534,1.4205268846999999,1.4630672856,1.5049307556,1.5433455997,1.576703214,1.6035140495,1.6233228832,1.6371097505,1.6461932912000001
thous km2,30perc,Africa_Eastern,OilCropTree,1.17166378,1.146434591,1.104000495,1.028748019,0.9671114829999999,0.915291917,0.86434003,0.8718287849999999,0.878478182,0.88717021,0.898154156,0.912083724,0.928092818,0.944008776,0.959491835,0.97322003,0.985692755
thous km2,30perc,Africa_Eastern,OilPalmTree,0.1109002,0.1149235,0.1177542,0.1168102,0.11846767,0.12118227,0.12145162,0.12221164999999999,0.11978155,0.11634631000000001,0.11179775,0.1073446,0.10338721000000001,0.0998961,0.09704836,0.09483422,0.09299059999999999
thous km2,30perc,Africa_Eastern,otherarable,158.8625504,141.7600496,125.35713319999999,109.49163050000001,94.7224669,80.4406479,67.7797571,56.1867507,47.197901800000004,40.2405839,34.9422008,30.8917987,27.7818899,25.3870753,23.6088963,22.342033699999998,21.4406168
thous km2,30perc,Africa_Eastern,OtherGrainC4,151.42424026,158.349628881,163.867171162,165.960712013,167.098693444,167.30869719,166.968458603,170.67267178499998,173.784635048,176.2944456519,178.5784782391,180.67433494640002,182.5284294471,184.066237874,185.24060954840002,185.9256454304,186.19668126300002
thous km2,30perc,Africa_Eastern,pasture (grazed),868.38841,989.08736,1136.32725,1287.3565899999999,1441.45891,1587.1449400000001,1712.83633,1808.31529,1878.0886600000001,1926.6402,1958.4119,1977.60429,1988.49169,1993.93907,1995.28524,1993.60195,1990.1683
thous km2,30perc,Africa_Eastern,pasture (other),1341.533316,1211.196226,1077.125162,950.117426,835.081413,733.106771,651.081696,585.5607200000001,539.6210130000001,507.4682613,485.1478316,469.4584396,458.2474821,450.12175310000003,444.3750088,440.4265939,437.6972454
thous km2,30perc,Africa_Eastern,rock and desert,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174,914.44174
thous km2,30perc,Africa_Eastern,RootTuber,33.781853742,34.774077066000004,35.317357061,35.775280228,35.957839408,35.953248887,35.865510453,36.835773548999995,37.805187541,38.760912319999996,39.778894048,40.826670376,41.879123084,42.881473465,43.754114067,44.432750840000004,44.927026639
thous km2,30perc,Africa_Eastern,shrubs,394.218659,380.604713,364.366381,346.678089,327.947798,308.52291,290.009881,272.530918,257.92153,245.939826,236.361438,228.755072,222.71621000000002,217.927534,214.280931,211.629946,209.726607
thous km2,30perc,Africa_Eastern,Soybean,1.377004579,1.4199046076,1.4530261585,1.5306156677,1.6033240488,1.6670587149,1.7076525769,1.695763815,1.6830690241,1.6743975896,1.6697027663,1.67259057936,1.6817952062,1.69370545614,1.7070317032,1.71914927894,1.73030288802
thous km2,30perc,Africa_Eastern,SugarCropC4,4.47633652,4.8908282,5.3272596,5.75152008,6.22045334,6.7036292799999995,7.1411355,7.61862389,8.04710472,8.439104254,8.791421653,9.113842995,9.410759568,9.682567144,9.928611937,10.142901336,10.320695814
thous km2,30perc,Africa_Eastern,UnsuitableGrassland,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056,51.46069056
thous km2,30perc,Africa_Eastern,UnsuitableShrubland,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817,161.5846256817
thous km2,30perc,Africa_Eastern,UnsuitableUnmanagedForest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thous km2,30perc,Africa_Eastern,UnsuitableUnmanagedPasture,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071,324.8981071
thous km2,30perc,Africa_Eastern,urban,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136,8.2136
thous km2,30perc,Africa_Eastern,Vegetables,14.708654054,15.404859698,16.426131982,17.218665563000002,18.067040279,18.903828496,19.7150943758,21.618372283499998,23.5593753003,25.4905791463,27.4158994026,29.2957021767,31.075627041,32.722707179,34.2601648776,35.74096454935,37.05029047128
thous km2,30perc,Africa_Northern,biomassGrass,0,0.975014182868,2.072021280054,3.44070937388,4.39291443871,5.45052762747,6.4443699509200005,6.99696027057,7.28843262889,7.54680330148,7.6465519906,7.68586558344,7.67028487624,7.60437377762,7.50009759095,7.35368139082,7.139776966
thous km2,30perc,Africa_Northern,biomassTree,0,0.02601464907,0.05197982354,0.08261388003,0.10013599351000001,0.11740343898000001,0.13208135621,0.13929747387,0.14229737114,0.14482479132,0.14506920936,0.14488346646,0.14429453874,0.14348800264,0.14323970497,0.14441851517,0.14596924699
thous km2,30perc,Africa_Northern,CornC4,3.7314719899999997,3.75937766,3.727764081,3.905472182927713,4.093120923021219,4.283962223102724,4.4489284931814055,4.590946433184561,4.706077025194343,4.802437293226002,4.890064133244609,4.997912913290466,5.126218593348693,5.261050183421301,5.421178463530703,5.635732663709632,5.882235113933921
thous km2,30perc,Africa_Northern,crops,107.650677167868,111.28963146528,113.63092539079,117.47933322619,120.92287345883,124.22564777544828,126.88624838028105,130.28580442788132,132.97904392885548,135.1849027845936,136.76084567948286,137.93807501534351,138.71935690376569,139.1207984650714,139.48550611065244,140.26881598369837,141.52770997068671
thous km2,30perc,Africa_Northern,FodderHerbC4,0.041988046999999994,0.047456641,0.050833419,0.05430993,0.057664048,0.061163989999999994,0.064066913,0.06821769,0.07190741,0.07554475000000001,0.07867882,0.08146808999999999,0.08366768,0.085199,0.08561249,0.084506314,0.082440952
thous km2,30perc,Africa_Northern,forest (managed),31.2083048,33.5288159,35.9568341,38.133293099999996,40.1244529,41.9909987,43.627683999999995,45.004638400000005,46.1546841,47.1596275,47.9756418,48.5589927,48.9647706,49.2490599,49.1690472,48.5294765,47.5977485
thous km2,30perc,Africa_Northern,forest (unmanaged),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thous km2,30perc,Africa_Northern,Fruits,1.21207708327,1.34927856951,1.37981472794,1.4201557083,1.34368872613,1.24778312721,1.126454118,1.04373280279,0.94741953212,0.8607506432953326,0.8708411035314992,0.8888227596405304,0.9088012133084717,0.9216159314461793,0.9956386544456097,1.1896723836777645,1.4723294284499007
thous km2,30perc,Africa_Northern,FruitsTree,16.4080580934,17.6918639763,19.0453606722,20.560775927799998,21.8958970672,23.0475523099,23.9789452391,24.7886506207,25.4043837895,25.732665808100002,25.865657987,25.7664019515,25.6352401656,25.4757744603,25.3660873571,25.1552353185,24.355772992
thous km2,30perc,Africa_Northern,grass,20.1187098,19.742849800000002,19.3915778,18.9942308,18.6350148,18.2765478,17.9723318,17.6624866,17.4216528,17.2307288,17.0951668,17.0100358,16.9481238,16.9084158,16.8896078,16.8895268,16.9157478
thous km2,30perc,Africa_Northern,Legumes,5.47854675383,5.845361188,6.17435462103,6.54050734539,6.8629242825,7.1547940831,7.3912901153899995,7.66653106063,7.88789264807,8.079779598370001,8.23024565419,8.33847009056,8.40503562067,8.43600432263,8.39468729595,8.26969982253,8.12965503805
thous km2,30perc,Africa_Northern,NutsSeeds,0.538608512,0.5809140902,0.6253300878,0.6660444458,0.7031295162,0.7363279294,0.7651187989,0.7898704712,0.8075370735999999,0.8188740495,0.8256583086,0.8264315892,0.8227227998,0.8162239338,0.8061193792,0.793226946,0.7798362969
thous km2,30perc,Africa_Northern,NutsSeedsTree,5.22050364,5.487649697,5.7833756560000005,6.0562398989999995,6.270761474,6.444497065999999,6.541044457,6.738942823,6.856055276,6.922594044,6.930103568,6.869454419,6.768836509000001,6.6406463350000005,6.419816805,6.060157076,5.651760093
thous km2,30perc,Africa_Northern,OilCropTree,33.21614692,34.82613218,36.02745067,37.013904430000004,38.17676049,39.54835398,40.58048431,41.6484429,42.28446102,42.69448808,42.85997483,42.869325069999995,42.98797112,43.10586421,43.11906344,42.89981038,42.47329275
thous km2,30perc,Africa_Northern,otherarable,107.3119229,102.5071093,98.2255781,93.3880689,89.1110585,84.9762927,81.576394,78.1142963,75.4872116,73.42899088,71.98848233,71.07184387,70.42235354,70.03494956,69.87470072,69.95145203,70.37856463
thous km2,30perc,Africa_Northern,OtherGrainC4,0.5989037130829008,0.6039271960833437,0.6058349512837967,0.5992470001263787,0.5940727501261013,0.5862254501253299,0.5746464801242719,0.5758325901232891,0.5759569201224831,0.5725165501218881,0.5687974201214242,0.5639893901211619,0.5597845301208179,0.5538616901204548,0.5532563401198156,0.5570768801185959,0.554027830117206
thous km2,30perc,Africa_Northern,pasture (grazed),35.15581,37.81439,40.74379,43.39895,45.87928,48.18427,50.225269999999995,52.13494,53.82202,55.3014,56.52287,57.480869999999996,58.2334,58.80941,59.17564,59.28118,59.181470000000004
thous km2,30perc,Africa_Northern,pasture (other),230.8523,221.9219,213.96620000000001,205.20850000000002,197.3682,189.9726,183.8212,177.642,172.7953,168.9613,166.1822,164.2337,162.7715,161.7971,160.9481,159.9475,159.0965
thous km2,30perc,Africa_Northern,rock and desert,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712,4577.42712
thous km2,30perc,Africa_Northern,RootTuber,3.164681533,3.2965152620000002,3.330283775,3.378807808,3.3912033409999998,3.374297845,3.333794852,3.341069068,3.327387821,3.2682782329999998,3.1996303859,3.1189737728,3.061482857,3.0222800016,3.0684194454,3.2535667272,3.4837822189
thous km2,30perc,Africa_Northern,shrubs,31.28275702,30.69163389,30.14979225,29.53684338,28.96796041,28.41100407,27.93434154,27.43781215,27.04190095,26.72345014,26.492424879999998,26.3332875,26.21450273,26.13762947,26.07496963,26.00507325,25.9503055
thous km2,30perc,Africa_Northern,Soybean,0.04721375287,0.04741037599,0.04692854754,0.04673971388,0.04702741079,0.04778613701,0.04823650403,0.04814295361,0.04769598645,0.04718896183,0.046551592850000004,0.04611755606,0.04604107303,0.04609187906,0.04622916135,0.04628972857,0.04579907069
thous km2,30perc,Africa_Northern,SugarCropC4,0.4966934013,0.501819461,0.5089880339,0.5192865141,0.5318351541,0.54710222,0.5548024893,0.5738787028,0.5849590719,0.5941015625,0.5975725417,0.5948281509,0.5882667091,0.5784432225,0.5572451722,0.5146411439,0.45628826
thous km2,30perc,Africa_Northern,UnsuitableGrassland,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998,27.298078999999998
thous km2,30perc,Africa_Northern,UnsuitableShrubland,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883,25.2164883
thous km2,30perc,Africa_Northern,UnsuitableUnmanagedForest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thous km2,30perc,Africa_Northern,UnsuitableUnmanagedPasture,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031,476.0031
thous km2,30perc,Africa_Northern,urban,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136,10.89136
thous km2,30perc,Africa_Northern,Vegetables,10.47431474742,11.67464711628,12.71434009104,13.78543744031,14.73964862787,15.52439762628,16.18170352057,16.91693063788,17.57532622244,18.058504148489998,18.43650719758,18.78979316577,19.126977875719998,19.46119584492,20.11511710129,21.378848467,22.90868072399
thous km2,30perc,Africa_Southern,biomassGrass,0,23.2079546277,35.6093514769,47.3734385139,53.0881666774,60.189055324900004,65.9512918669,68.74916434869999,70.1080391175,70.2765454857,68.7186917539,66.149488048,62.8308886818,59.032930880500004,55.1259331116,51.4476501669,48.1443842657
thous km2,30perc,Africa_Southern,biomassTree,0,5.29455561541,8.2596746717,11.17410440531,12.4404205706,13.897605717100001,15.0802035476,15.5895725894,15.7691501353,15.6879654358,15.2253393879,14.5403458457,13.699928805499999,12.7637343167,11.8167441202,10.93273009024,10.17464668195
thous km2,30perc,Africa_Southern,CornC4,113.951834578,118.91555003799999,125.273251295,132.219970692,140.390146508,149.558046155,158.453973984,171.848877036,184.515374549,196.64920944,207.751599131,217.247570861,224.940962647,230.555126275,233.473212937,233.430961065,236.916951964
thous km2,30perc,Africa_Southern,crops,57.491566110549996,60.44333747722,63.48442081098,67.48585500942,72.03576535597,77.09251757681,82.312767842987,88.12173155606,93.5573934799,98.62388432126001,103.06933901245,106.73235676917,109.63455456892,111.73182730863,113.06464811846041,113.65359652730041,115.4154984144274
thous km2,30perc,Africa_Southern,forest (managed),283.121603,314.407744,347.234291,379.81786999999997,413.403884,447.459084,481.55737,514.703667,546.871628,578.125315,608.310562,637.088895,664.602798,690.78414,715.28427,738.0635100000001,758.62013
thous km2,30perc,Africa_Southern,forest (unmanaged),303.9316881,290.85658109999997,278.49959409999997,266.3624251,254.7256811,242.9633621,231.6926221,220.6428121,210.5182431,201.2673961,193.0298011,185.8387101,179.5812061,174.2117701,169.7550171,166.1326131,162.9722551
thous km2,30perc,Africa_Southern,Fruits,0.77002489925,0.79145951161,0.822447452032,0.844000235132,0.86967268673,0.89926995689,0.931970468996,1.0148612098829999,1.096639664516,1.17700528598,1.25420078156,1.32610332204,1.39376662772,1.45630600146,1.5125840876599999,1.56373432781,1.60704801434
thous km2,30perc,Africa_Southern,FruitsTree,15.459880059,16.4620711076,17.6576307002,18.6736914868,19.8122467186,21.037007546399998,22.3236318446,24.412411610299998,26.5020239126,28.542982096699998,30.5294893476,32.3989907983,34.1503096452,35.7716087641,37.2117819049,38.4755092201,39.5280662654
thous km2,30perc,Africa_Southern,grass,1783.49991,1750.568685,1717.325193,1682.743883,1647.300485,1608.855027,1569.992086,1528.162351,1488.1208020000001,1450.0494,1415.024201,1383.65744,1355.824763,1331.663422,1311.634762,1295.633162,1281.479724
thous km2,30perc,Africa_Southern,Legumes,45.1185793727,46.5096808828,48.07848847477,51.2686541157,54.4168749275,57.4426019957,60.2553587029,64.1782086223,67.8377916059,71.2321535121,74.3758003118,77.2404741087,79.8628189336,82.2496372161,84.3638166986,86.2454027819,87.6821715308
thous km2,30perc,Africa_Southern,MiscCropTree,3.2014268695,3.4199771234,3.6156203384400003,3.6781942730023167,3.729300226002251,3.765197991002176,3.783411058002098,3.8355457820019945,3.874752177001898,3.8989897240018063,3.9137717900017237,3.9184925610016514,3.915066905001588,3.9053603090015345,3.888223229001491,3.8661661360014574,3.8313883780014217
thous km2,30perc,Africa_Southern,NutsSeeds,28.372315252,31.031605928,33.762304265,36.312557682,38.741170068,40.932279786,42.777264889,44.044510457,45.10229449,46.046586206,46.951791224,47.836638764,48.725483329999996,49.598637779,50.414759350000004,51.17309651,51.72140343
thous km2,30perc,Africa_Southern,NutsSeedsTree,5.4450788774,5.2366129728,5.0602028824,4.9947257993,4.9153478558,4.8112414621,4.6804351287,4.7530159122,4.8068288832,4.8518868684,4.8973101819,4.9458239343,4.9992458763,5.0558944038,5.1119005029,5.1665656605,5.2015299064
thous km2,30perc,Africa_Southern,OilCropTree,7.4112187623,7.8750007285,8.4339349503,8.4404177441,8.6192835574,8.92561385,9.268793517499999,10.1793732009,11.0604539329,11.9086078285,12.6754738641,13.325249094,13.853671799599999,14.249342318,14.5128626588,14.6383700394,15.0212123777
thous km2,30perc,Africa_Southern,OilPalmTree,0.304876628,0.325291135,0.347488023,0.364238269,0.387330962,0.413756309,0.436825075,0.470679058,0.496208208,0.516531451,0.53030817,0.540234377,0.547903466,0.553743943,0.558562573,0.562742681,0.564226553
thous km2,30perc,Africa_Southern,otherarable,118.493116,110.63236,104.06370600000001,97.41278,91.364051,85.159042,79.350176,73.305333,67.911135,63.0862201,58.907747300000004,55.3642855,52.3739719,49.9014319,47.9573408,46.4936873,45.1143428
thous km2,30perc,Africa_Southern,OtherGrainC4,26.598231278,27.324788715,27.807473189,28.277508844,28.5862180807,28.6858417391,28.6234950001,29.3410290239,29.8919432334,30.3019795007,30.6004698953,30.796953785,30.918737752,30.982143671,30.988615542999998,30.955300594,30.804488665
thous km2,30perc,Africa_Southern,pasture (grazed),433.850916,486.864416,547.643298,608.940793,675.009719,744.761044,814.405635,883.100645,946.394402,1003.739114,1054.106739,1096.979335,1133.102178,1162.925183,1186.519411,1204.464325,1215.052642
thous km2,30perc,Africa_Southern,pasture (other),1691.418651,1617.587731,1544.358591,1470.735561,1397.480916,1321.3306890000001,1247.652922,1173.027021,1105.268297,1044.210939,990.8955490000001,945.476087,907.014272,875.016848,849.4802500000001,829.746234,813.125448
thous km2,30perc,Africa_Southern,rock and desert,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858,153.7390858
thous km2,30perc,Africa_Southern,RootTuber,49.41831716,52.122805890399995,54.739618907200004,57.4729445297,59.9431275278,62.067066949,63.8624331465,66.9646065407,69.699617776,72.0236093749,74.0028749176,75.585708104,76.8787634063,77.9374301752,78.7647989292,79.4787741489,79.71004784099999
thous km2,30perc,Africa_Southern,shrubs,232.96361231,229.49960015000002,225.65324599,221.57187758999999,217.14837395,212.25853398,207.18110142,201.79975176,196.56167696,191.5245767,186.84198473,182.61954855,178.85627342,175.5792282,172.85840186000001,170.68873525,168.90915591
thous km2,30perc,Africa_Southern,Soybean,3.8238524000000003,4.05195,4.2768496,4.4601145,4.6786819,4.915612,5.1291247,5.3186238,5.4656353,5.5812517999999995,5.6584508,5.7149417,5.7612964,5.7996461,5.8329703,5.8645672,5.8589514000000005
thous km2,30perc,Africa_Southern,SugarCropC4,2.606113863,2.8011024669999998,2.991239936,3.186534873,3.421416039,3.682718635,3.912495741,4.161303816,4.359397046,4.527618468,4.654984262,4.753328387,4.831766356,4.896768521,4.953098068,5.007652688,5.035246337
thous km2,30perc,Africa_Southern,UnsuitableGrassland,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704,24.7011704
thous km2,30perc,Africa_Southern,UnsuitableShrubland,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874,96.6262177874
thous km2,30perc,Africa_Southern,UnsuitableUnmanagedForest,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478,2.317263478
thous km2,30perc,Africa_Southern,UnsuitableUnmanagedPasture,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766,89.3648766
thous km2,30perc,Africa_Southern,urban,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989,9.1793989
thous km2,30perc,Africa_Southern,Vegetables,9.41956114864,10.441443628002,11.671741096994,12.85973379739,14.163384957671,15.570430396235,17.055937243689,18.947925898056,20.882478092539,22.820837191563,24.744445143844,26.59655284505,28.371876188156,30.051115495466,31.589284537942,32.988012153333,34.181780765595
thous km2,30perc,Africa_Western,biomassGrass,0,134.51770560653,202.0768341121,263.2624998107,299.09702317872,333.12360313378997,358.38286582242,363.6274831599,356.78152705989,344.98928160706,328.29037536925,309.20655821516,287.83414449946,266.45749888251,246.15514465297,228.72770842645,213.79835219441
thous km2,30perc,Africa_Western,biomassTree,0,3.85110789411,6.39095170815,8.88288755519,10.39900535264,11.9353272712,13.23586216125,13.95935186442,14.157649977650001,14.07390357944,13.67653819011,13.079418563700001,12.30210385388,11.46817982966,10.62943947612,9.88797372681,9.22906347455
thous km2,30perc,Africa_Western,CornC4,124.88976106701,132.3165346491,141.80448452106,151.76954691869,162.95856754058,175.37053958571,188.41636015054,203.84372978891,219.72746400377,236.25003208713,252.97722786658002,269.67909662542,285.7811219798,300.63839141245,313.02565615121,322.61769738041,329.28377164336
thous km2,30perc,Africa_Western,crops,139.7791767849588,146.32343868550402,153.4809937503697,159.5684016819814,166.30061901304862,173.1550318747628,179.3575246940573,187.1437487693079,193.6568325687366,199.0915917890984,203.4799684782141,207.0597723512685,210.0688407283416,212.5522318651287,214.5585383045712,216.13900679459272,217.3580773936161
thous km2,30perc,Africa_Western,forest (managed),481.522241,535.956879,600.11137,665.76014,732.973587,800.8098239999999,868.435089,932.806469,994.777141,1054.706384,1112.1217219999999,1166.47922,1217.503836,1264.826172,1308.552269,1348.772357,1385.72067
thous km2,30perc,Africa_Western,forest (unmanaged),1729.30314,1667.454041,1600.612702,1534.531463,1468.853462,1401.61938,1335.657475,1267.954315,1205.357467,1147.1951080000001,1094.566129,1047.752821,1006.838298,971.6369520000001,941.7375860000001,916.32437,895.0628197
thous km2,30perc,Africa_Western,Fruits,1.763816561,1.8742681624,2.0704081568,2.3054676523,2.5514117078,2.7988428473,3.0449850173999997,3.3478259965,3.65100461512,3.94987417721,4.24382329843,4.52536694132,4.79268541477,5.04157486773,5.26660676572,5.46999354787,5.65150079041
thous km2,30perc,Africa_Western,FruitsTree,55.79228435189312,57.39475545676011,62.0643545471141,68.0882876368171,74.48829319547137,80.93299443517692,87.44187776278558,96.15995352601367,104.97423592428709,113.73346405289908,122.40886324075908,130.74009412939807,138.64927907568307,145.97177820305737,152.58631529549857,158.4902725412321,163.70883914875017
thous km2,30perc,Africa_Western,grass,2180.0066731,2109.3847704,2036.5925129,1964.4826939,1893.9179961,1821.0940494,1750.0217485,1674.719951,1605.9932808,1542.5951515,1485.6937252999999,1435.3339273,1391.5185798,1353.9311767,1322.1491722,1295.2001164,1272.8514245
thous km2,30perc,Africa_Western,Legumes,129.2378150147,136.20378392249998,148.2526485577,157.2132493178,166.0513217319,174.35668820249998,182.1458111067,195.6142058603,208.4444702308,220.4974502835,231.8344457005,242.22690691890003,251.71138442019998,260.2016793464,267.6943149607,274.2908875719,280.0838520236
thous km2,30perc,Africa_Western,MiscCropTree,90.6621180342,90.37827794986,91.14125979225,93.83125791386,96.34655206405,98.46150004751,100.2469114571,102.97169854918,105.40612225155999,107.52564624817,109.40406212111,110.96388187648,112.281956252,113.32589918504,114.09113210306,114.63022226994,114.96590196919999
thous km2,30perc,Africa_Western,NutsSeeds,75.484823497,79.301996588,84.713901179,90.620387703,96.691166577,102.582201466,108.292730895,113.932040126,119.758955189,125.57374857,131.265879604,136.571939449,141.380010211,145.556019329,149.037034811,151.885143375,154.161546075
thous km2,30perc,Africa_Western,NutsSeedsTree,33.584204614,32.160057182,31.847391981,31.773865216,31.842113873,31.809988357,31.773900713,33.035458448,34.430743043,35.8659811336,37.3222026162,38.7176413788,40.022569609899996,41.185071453300004,42.1806211627,43.0018194772,43.6671970019
thous km2,30perc,Africa_Western,OilCropTree,7.7606624302,7.7969386251,8.1497602719,8.7064484372,9.4796817317,10.3801885044,11.2806498309,12.3288594074,13.325287502,14.275468518,15.1626277696,16.0125062908,16.841696416199998,17.6472239398,18.3966703448,19.0816058024,19.6956163559
thous km2,30perc,Africa_Western,OilPalmTree,49.987438626,51.1728530655,53.7014701400131,54.55943823001317,56.03089317001319,57.72646893001306,59.158179250012815,63.891513740012634,67.92545054001236,71.46151835001203,74.36887867001168,76.79599988001134,78.83811004001103,80.49119069001074,81.8410701700105,82.90791770001029,83.71053483601013
