"GCAM_region_ID","prot_frac"
1,0.380498502301761
2,0.415249651931782
3,0.922575110119306
4,0.344245028660496
5,0.392857362373545
6,0.586558399392392
7,0.253020508905319
8,0.806721426716261
9,0.355653526577719
10,0.671326947843666
11,0.521402883215563
12,0.386116079763878
13,0.471650488863508
14,0.146532875680052
15,0.278749420701096
16,0.633759043514327
17,0.166622568548088
18,0.277955104540129
19,0.523267607131728
20,0.319394101333173
21,0.66133748340711
22,0.349935049895704
23,0.765949055488758
24,0.410859459229414
25,0.458408218011844
26,0.453928275782569
27,0.529899270567993
28,0.335760175899219
29,0.278567128204014
30,0.431262759414385
31,0.472021786205114
32,0.247847354574444
