"GCAM_region_ID","prot_frac"
1,0.299861800493425
2,0.300055395173117
3,0.299987537325624
4,0.299985995868617
5,0.299997636682171
6,0.300175746041283
7,0.299918308361079
8,0.300006819723773
9,0.30149247150017
10,0.300005175649801
11,0.300000220960327
12,0.299901230262027
13,0.315088360734385
14,0.299990238542131
15,0.299961690209784
16,0.306827053060104
17,0.29995638076772
18,0.299948001052117
19,0.291828200822331
20,0.29977982206254
21,0.299995161510612
22,0.299998473094289
23,0.299950872203494
24,0.30000028754501
25,0.373362164094936
26,0.299953365030477
27,0.306207683634552
28,0.298376645174725
29,0.300088999566762
30,0.301919758294537
31,0.299986759031584
32,0.299879514519797
