"GCAM_region_ID","prot_frac"
1,0.470302604677131
2,0.500704030893156
3,0.930705576016934
4,0.339662007028889
5,0.475751069627155
6,0.49016025832714
7,0.322334891328989
8,0.79735753341798
9,0.335568173560006
10,0.734419530988256
11,0.616610067341496
12,0.341107183331123
13,0.446558134499745
14,0.33740438990668
15,0.381512780062918
16,0.641721148569717
17,0.353488728387138
18,0.351252366044528
19,0.395394289246106
20,0.366994349268656
21,0.730915826883071
22,0.482045718647751
23,0.785758973620652
24,0.472631739232293
25,0.429295630634499
26,0.45761791879357
27,0.587554271568112
28,0.39320595038809
29,0.340281700618826
30,0.461241811760205
31,0.547630435203569
32,0.359666717580573
