"GCAM_region_ID","prot_frac"
1,0.269255078350574
2,0.17966509956377
3,0.526019418952113
4,0.320604702801239
5,0.363292692586704
6,0.459328233875941
7,0.424616390660165
8,0.840503067791835
9,0.372567260146032
10,0.167736713209293
11,0.273400864667084
12,0.34982347057246
13,0.391365092666286
14,0.0993193203404986
15,0.204126435037497
16,0.357236084843043
17,0.110582856763249
18,0.273798422630819
19,0.44381805285437
20,0.273374789629559
21,0.139695496829727
22,0.135903332450078
23,0.614869625432338
24,0.18395654801677
25,0.650469158088283
26,0.379016721641798
27,0.172157209966758
28,0.233539912519782
29,0.243665402847676
30,0.283260650887473
31,0.190941494978283
32,0.392001050518666
