Units,scenario,region,subsector,output,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
EJ,30perc,Colombia,biomass,electricity,0.0058813,0.008302668,0.01126412,0.01473178,0.01810213,0.02112897,0.02428451,0.02776016,0.03189381,0.037032419999999996,0.0428224,0.0485421,0.0541456,0.0590798,0.0635783,0.06801360000000001,0.0726173
EJ,30perc,EU-12,biomass,electricity,0.0466136,0.059055540000000004,0.06874335000000001,0.07815211000000001,0.0855284,0.09214,0.0957662,0.0982848,0.10254949999999999,0.1100507,0.1162932,0.1229412,0.1348788,0.1406639,0.1461743,0.1503428,0.1532324
EJ,30perc,EU-15,biomass,electricity,0.244241,0.3921703,0.46994319999999995,0.5459399,0.6098447,0.714599,0.754638,0.795593,0.8591390000000001,0.9304239999999999,0.993853,1.081178,1.1508479999999999,1.189551,1.222385,1.235582,1.2536260000000001
EJ,30perc,Europe_Eastern,biomass,electricity,0.00128417,0.002865851,0.005647876,0.00900163,0.01269272,0.015896030000000002,0.01879661,0.02156146,0.025044479999999997,0.02974682,0.03437258,0.0406354,0.047943099999999995,0.05466,0.0618971,0.0692413,0.0763437
EJ,30perc,Europe_Non_EU,biomass,electricity,8.41167e-4,0.002704943,0.00594967,0.00985194,0.014035329999999999,0.01879649,0.02256455,0.02659739,0.03182112,0.0384223,0.0462671,0.0555787,0.0662088,0.07689979999999999,0.0887054,0.0996467,0.1111374
EJ,30perc,European Free Trade Association,biomass,electricity,0.0034014,0.01275976,0.02199643,0.03122866,0.03988034,0.047337580000000004,0.05476046,0.063049,0.0727421,0.0825925,0.091456,0.0993573,0.1056721,0.1078151,0.108682,0.10856110000000001,0.1077892
EJ,30perc,India,biomass,electricity,0.147932,0.329011,0.5317206,0.775779,1.016135,1.2376260000000001,1.450321,1.66411,1.877399,2.095984,2.317628,2.532242,2.764434,2.961616,3.11991,3.23826,3.35019
EJ,30perc,Indonesia,biomass,electricity,0.00422397,0.009381572999999999,0.01846938,0.03198313,0.04965314,0.0697323,0.0897215,0.10983029999999999,0.1305485,0.15360079999999998,0.17747649999999998,0.2045257,0.2374315,0.26889260000000004,0.3010471,0.330834,0.35951299999999997
EJ,30perc,Japan,biomass,electricity,0.114315,0.12276789,0.12675004,0.12738103,0.12655259,0.123824,0.1174483,0.1105848,0.1093473,0.1116809,0.11130949999999999,0.1097805,0.11180860000000001,0.1123439,0.1129878,0.1127749,0.10999809999999999
EJ,30perc,Mexico,biomass,electricity,0.0143934,0.03154664,0.05517623,0.0818053,0.10601569999999999,0.1282685,0.1450631,0.1597562,0.1755563,0.1905716,0.2055272,0.221129,0.23164269999999998,0.23875400000000002,0.2452273,0.2469765,0.2482931
EJ,30perc,Middle East,biomass,electricity,0.00270554,0.007769706,0.0196677,0.03609243,0.0545758,0.0716269,0.08558260000000001,0.09696110000000001,0.1113105,0.1280941,0.1467587,0.1732831,0.2040123,0.23521730000000002,0.268746,0.320177,0.376353
EJ,30perc,Pakistan,biomass,electricity,0.00571471,0.01125374,0.02453437,0.04469956,0.0745516,0.1226451,0.1705101,0.2166042,0.2546116,0.3065703,0.379748,0.47106899999999996,0.566683,0.664869,0.7582519999999999,0.85647,0.959885
EJ,30perc,Russia,biomass,electricity,0.00417727,0.008614561000000001,0.01698139,0.02693845,0.03664302,0.0403251,0.04221549,0.0439321,0.0492783,0.0640788,0.07494680000000001,0.08898500000000001,0.1077949,0.12439149999999999,0.1400968,0.15778999999999999,0.1713208
EJ,30perc,South Africa,biomass,electricity,9.36417e-4,0.002431905,0.00612486,0.0112614,0.01731559,0.02397952,0.030679079999999997,0.0378251,0.0465483,0.0552381,0.0637819,0.0736733,0.0823972,0.0917286,0.1029194,0.113036,0.1228675
EJ,30perc,South America_Northern,biomass,electricity,2.06296e-5,1.8331e-5,1.48627e-5,1.18907e-5,4.165584e-4,0.001425168,0.002381377,0.003347252,0.00450991,0.005577540000000001,0.0069220900000000005,0.00864863,0.01042702,0.01271986,0.0158998,0.01916792,0.02221294
EJ,30perc,South America_Southern,biomass,electricity,0.0119312,0.02585431,0.045946669999999995,0.0667326,0.0856974,0.1018534,0.1139039,0.1235725,0.1329117,0.1437912,0.1546126,0.1648092,0.1694969,0.17052099999999998,0.1669526,0.1613784,0.15545779999999998
EJ,30perc,South Asia,biomass,electricity,0.00228992,0.006914449,0.014100970000000001,0.02344545,0.03671749,0.0543235,0.076585,0.1040146,0.1387304,0.1803068,0.23142659999999998,0.2868757,0.346632,0.409778,0.47506000000000004,0.54037,0.604131
EJ,30perc,South Korea,biomass,electricity,0.00776994,0.010295626,0.013137649999999999,0.01662574,0.02016707,0.022930549999999997,0.0250815,0.02666962,0.029094590000000004,0.03125956,0.03302848,0.0360657,0.0423187,0.046861599999999996,0.0513362,0.0548677,0.0576306
EJ,30perc,Southeast Asia,biomass,electricity,0.0388523,0.07053984,0.1080414,0.1538364,0.2016422,0.2485384,0.2927922,0.3317241,0.3712289,0.417856,0.464725,0.516139,0.563007,0.599693,0.628003,0.651349,0.672278
EJ,30perc,Taiwan,biomass,electricity,0.0121329,0.016219545,0.02011702,0.02503179,0.0293364,0.03193695,0.03397007,0.03504884,0.037211100000000004,0.0417873,0.0451785,0.0491089,0.0525649,0.055345000000000005,0.057655200000000004,0.0593519,0.0604609
EJ,30perc,USA,biomass,electricity,0.153464,0.2114713,0.2647665,0.30948319999999996,0.3460072,0.39480950000000004,0.44835,0.48902399999999996,0.535488,0.6101800000000001,0.657393,0.7258560000000001,0.7299869999999999,0.7668189999999999,0.81657,0.880448,0.93434
EJ,30percnz,Africa_Eastern,biomass,electricity,0.00384472,0.5956878845977,0.63708684049,0.7165601319,0.7907252180000001,0.8763365485,0.9748519638,1.1172640309000001,1.2972966922,1.4986025934,1.7411818798999998,1.8697173019,2.0189769402,2.1911371227000003,2.429419035,2.6844875754,2.9577765388999997
EJ,30percnz,Africa_Northern,biomass,electricity,0.00289892,0.09629088156,0.16180760489,0.23901781249,0.32296757324000003,0.40447872321,0.4680647731,0.54502642997,0.63481249791,0.74123103453999994,0.90407141358,1.07655633804,1.222663140393,1.313776526912,1.410085560971,1.50223510149,1.61149524222
EJ,30percnz,Africa_Southern,biomass,electricity,3.43358e-4,0.302663013097,0,0,0.11960085599,0.20419749199999998,0.30032669702,0.34862706794,0.38831578647,0.42446609302,0.49854080512000004,0.57121114813,0.63711096102,0.57460787895,0.74541879532,0.9387376238599999,1.09642587755
EJ,30percnz,Africa_Western,biomass,electricity,1.62684e-5,1.223295312769447,0,0.6368353883094999,0.8425793340000001,1.1767874680000001,1.510569372,1.85410273,2.25056589682,2.66173019515,3.17524945797,3.4834751607,3.8041405552,3.897392692,4.4852472485999995,5.0206494909,5.6192368880000005
EJ,30percnz,Argentina,biomass,electricity,0.00685657,0.0356694417,0.0648946624,0.09495462610000001,0.1265254653,0.13851658167,0.12952204241999998,0.12710468739,0.1329626225,0.15018993798,0.17556648116,0.192768757044,0.195367473226,0.187794425101,0.182437239192,0.180265940584,0.178607152657
EJ,30percnz,Australia_NZ,biomass,electricity,0.00270871,0.02088529,0.057175662999999995,0.09538093660000001,0.13633757570000002,0.16589643765999998,0.17137327229,0.18370117233,0.21452256717999998,0.24850277838,0.289940677887,0.32802320779500005,0.350608184818,0.352890824018,0.35648433986,0.361422666854,0.368699142356
EJ,30percnz,Brazil,biomass,electricity,0.00188686,0.0166626687,0.0321137615,0.0469998434,0.063350159,0.0581056767,0.0483021362,0.04630712,0.0508677858,0.0601443863,0.069910811,0.0796485832,0.09914933501,0.11448269308,0.1280296292,0.1415214385,0.1570929541
EJ,30percnz,Canada,biomass,electricity,0.0634848,0.142766707,0.203489684,0.2732889531,0.3551131434,0.39291191119999996,0.39346138280000004,0.4037964274,0.4266439696,0.46444232450999995,0.51017368421,0.52766252536,0.52220532113,0.49363165555,0.47621224553999997,0.46243093520999995,0.44493322362000004
EJ,30percnz,Central America and Caribbean,biomass,electricity,0.0239274,0.3437170864,0.4206240012,0.5038081109,0.5829679284,0.6383169042000001,0.6300424262,0.6307317522,0.6530831613,0.6782745168000001,0.7286397208,0.7670909701,0.7848147356199999,0.75394363298,0.76406456447,0.77012385956,0.78364330215
EJ,30percnz,Central Asia,biomass,electricity,0.00171733,0.0582913131,0.0884456885,0.12417837146999999,0.174139471,0.212282701989,0.250310626184,0.288626305825,0.318394420506,0.343352607955,0.398956850971,0.433652225261,0.4744095662179,0.5211416245780001,0.5628923563599,0.5985740939738,0.6503562743768
EJ,30percnz,China,biomass,electricity,0.276028,1.25414429,1.9463161,2.72250989,3.56772448,4.385208405,5.136369261,5.8682397139999996,6.2194173589,6.2848406937,6.395152464300001,6.579087318,6.7380591718,6.762771842109999,6.82859871639,6.595180113890001,6.26702715928
EJ,30percnz,Colombia,biomass,electricity,0.0054389,0.014696948,0.031464432,0.048980894,0.0666680426,0.0834016835,0.10173903966999999,0.11269005207999999,0.12339154957000001,0.1355794982,0.15015351622,0.17415111375,0.18804363091999998,0.19655886844,0.2008622523,0.20327727237,0.20730265139999998
EJ,30percnz,EU-12,biomass,electricity,0.0680283,0.154212262,0.21786170200000002,0.281759219,0.3637173165,0.4020129553,0.3622121204,0.3363051728,0.3423834074,0.3687933545,0.40179764879999996,0.4125940615,0.42731132089999996,0.41480037006000003,0.39429889593,0.37330576733,0.34525152473000004
EJ,30percnz,EU-15,biomass,electricity,0.324322,0.92897964,1.27039479,1.6381929069999999,2.075756136,2.2970047929999997,2.016134715,1.8810116220000002,1.922760764,2.090379653,2.331993305,2.383241012,2.4048762458,2.3376577601,2.263956077,2.1809937078,2.0733425709
EJ,30percnz,Europe_Eastern,biomass,electricity,0.00150656,0.0609058216,0.0829710662,0.10819320115,0.13539015647,0.15528600357,0.17459496319200002,0.20056154143,0.221983190194,0.245735325192,0.274499419438,0.292172487491,0.309536297912,0.308800133092,0.323984301446,0.333550307087,0.338653116995
EJ,30percnz,Europe_Non_EU,biomass,electricity,0.00105262,0.0287008598,0.055622485299999996,0.08114226999999999,0.1122610792,0.1428910936,0.17747515363,0.22537127533999998,0.26168011,0.28990283806,0.31718227674,0.33661626026,0.366886605164,0.399657485,0.42929015159,0.45613341364,0.48060594217
EJ,30percnz,European Free Trade Association,biomass,electricity,0.00372304,0.055019466899999994,0.06319298500000001,0.08270522999999999,0.10666082810000001,0.1250492339,0.1307713183,0.135435324,0.14491532910000002,0.1512833546,0.1584939597,0.18010745145999998,0.18505192588,0.16239164656,0.15944261765,0.15349359421,0.14680211965
EJ,30percnz,India,biomass,electricity,0.275641,1.49166774,2.3573524,3.40305223,4.58784015,5.73492936,6.95295727,7.44782641,7.947800584,8.490501587,9.141441991,9.849525100000001,10.451082117699999,10.8437298411,11.0054109559,11.0026141314,10.968793916100001
EJ,30percnz,Indonesia,biomass,electricity,0.00403627,0.02544952,0.047344928999999994,0.071136809,0.111362934,0.163716145,0.255905673,0.327054353,0.39069322100000003,0.4566791661,0.5214982015999999,0.5565270735,0.6150242994999999,0.673451292,0.716308852,0.7469547456,0.7764911601
EJ,30percnz,Japan,biomass,electricity,0.12336,0.325501217,0.424364089,0.467930566,0.4919222218,0.477145527,0.3981050276,0.3902980305,0.4158743185,0.43090692719999996,0.4165810868,0.4215827539,0.4158806451,0.32065349849,0.25844419763,0.21978867162,0.1919760785
EJ,30percnz,Mexico,biomass,electricity,0.0204202,0.205077506,0.39838651799999997,0.57780522,0.7486356281,0.7811640120000001,0.7775037354000001,0.7944978865,0.8200741984000001,0.8447679567,0.8667020053,0.8538291776,0.8493980802700001,0.85079276359,0.83967167519,0.79798811961,0.7613193991299999
EJ,30percnz,Middle East,biomass,electricity,0.00187476,0.1216990965,0.1754229194,0.27628187249999997,0.39463544083,0.461503852,0.53893693407,0.66767116748,0.81278269428,0.98894068388,1.2619006247000002,1.49076215155,1.66085837345,1.7876757336000002,1.95867232532,2.1167602595900004,2.30415437812
EJ,30percnz,Pakistan,biomass,electricity,0.00991269,0.21235121378000002,0.28179846136000003,0.3915046062,0.5630600329,0.7448605005000001,0.8194147981400001,0.9172940354,1.11531812225,1.33410804734,1.58671756968,1.7894970111000001,1.9402712261500001,2.05954445411,2.25055538731,2.41151179122,2.5648142034
EJ,30percnz,Russia,biomass,electricity,0.0126171,0.040599144,0.070891807,0.10704669,0.151200659,0.18893519179999999,0.2310776635,0.28085779683,0.34417350671,0.40514861914,0.47134578101999997,0.50848435675,0.56967905487,0.6283209463,0.678550833277,0.736482988699,0.807630871425
EJ,30percnz,South Africa,biomass,electricity,0.0017076700000000001,0.012273769,0.02559985,0.03665806,0.062645139,0.1237829818,0.207012366,0.2243480025,0.22314931770000002,0.2316873417,0.24581469649999999,0.26590952302,0.29535201006,0.32749360863,0.35072102723,0.36025006035,0.36950140690000005
EJ,30percnz,South America_Northern,biomass,electricity,5.27731e-6,0.381084,0.042110401324749996,0.02423260123608,0.031611600958082,0.044958500587320996,0.088356900317082,0.166987000224608,0.225275000104258,0.268909,0.362897,0.40083303780575,0.43099089358522,0.08845927238038799,0.147617302937092,0.155422800956983,0.175785502713681
EJ,30percnz,South America_Southern,biomass,electricity,0.00621889,0.34532417807,0.34386837838,0.39237165872999996,0.46762124728000004,0.5034986678,0.5532211647999999,0.62473185708,0.67830252365,0.72169585855,0.7724997365999999,0.80720188766,0.82986440118,0.659771618433,0.704838744402,0.709706904391,0.686870642562
EJ,30percnz,South Asia,biomass,electricity,0.00473279,0.187586582319,0.22501029916999998,0.28841700330000003,0.37061223369,0.4514221752,0.53913497076,0.6341477709300001,0.73747133467,0.87601869093,1.01662721545,1.1280679128,1.23765825336,1.32259851633,1.45575574143,1.5810370527400002,1.72092465634
EJ,30percnz,South Korea,biomass,electricity,0.00784204,0.011571610999999999,0.011473404999999999,0.01115684,0.019877304,0.029166748,0.0372265475,0.030054619199999997,0.0220778903,0.0208535987,0.02099155318,0.03565758022,0.04761890337,0.05977525365,0.07192436432,0.07986549342,0.084755828019999993
EJ,30percnz,Southeast Asia,biomass,electricity,0.0514403,0.749931587,1.0567417590000001,1.383342675,1.7720828954999999,2.0521038269,2.3184577203999996,2.4378077562,2.6057291451999998,2.7618272799000003,2.8898846596,2.9101791623,2.9637433929,2.8688821589,2.8125879665,2.7531831789,2.6734247093
EJ,30percnz,Taiwan,biomass,electricity,0.0127665,0.034311097,0.06903375,0.11188796599999999,0.162228508,0.139980304,0.081388315,0.0612516217,0.053695237599999994,0.0505743961,0.0513271388,0.0542694385,0.05458603028,0.05351996314,0.0507471792,0.0487928398,0.0475639215
EJ,30percnz,USA,biomass,electricity,0.362821,0.7779297199999999,1.05370733,1.3815414099999999,1.792830443,2.1899591810000003,2.6898693513,2.8500839822,2.7938161029999997,2.7491725875,2.8907739336,3.0087261532,3.2084862842,3.28719467257,3.2765143931300003,3.2526308647,3.2284718413199998
EJ,allansce1,Africa_Eastern,biomass,electricity,0.00443596,0.01232822,0.03217322,0.064625,0.1155428,0.18821559999999998,0.2817117,0.40145400000000003,0.55284,0.737461,0.944183,1.171518,1.407468,1.6547749999999999,1.892376,2.130426,2.374331
EJ,allansce1,Africa_Northern,biomass,electricity,0.00210268,0.005056821,0.01037663,0.0173321,0.02454953,0.03142542,0.038258799999999996,0.0456349,0.055837700000000004,0.0718871,0.08863950000000001,0.10881860000000002,0.1306832,0.1552091,0.1825047,0.2103256,0.2394273
EJ,allansce1,Africa_Southern,biomass,electricity,5.0752e-4,9.403444e-4,0.002058499,0.0039760590000000005,0.00697273,0.01142807,0.018089479999999998,0.02808591,0.042802099999999996,0.0634488,0.0923692,0.1300346,0.1748866,0.2268946,0.2855826,0.35122699999999996,0.405139
EJ,allansce1,Africa_Western,biomass,electricity,0.00119053,0.003261764,0.01222441,0.02634565,0.047544,0.076946,0.1182203,0.1759565,0.2571755,0.362737,0.49567000000000005,0.65499,0.836164,1.04537,1.27593,1.532307,1.822937
EJ,allansce1,Argentina,biomass,electricity,0.00777195,0.010638332,0.01311828,0.01549496,0.01695313,0.01788948,0.01903894,0.020375169999999998,0.02207768,0.024423599999999997,0.02773288,0.0309986,0.0341126,0.0368483,0.0394344,0.0424118,0.045943700000000004
EJ,allansce1,Australia_NZ,biomass,electricity,0.00206715,0.003553815,0.006117688,0.00976328,0.01403833,0.01960795,0.023703270000000002,0.027885319999999998,0.03237185,0.0370275,0.0416274,0.0473697,0.0541456,0.059818500000000004,0.0657192,0.0701841,0.0743653
EJ,allansce1,Brazil,biomass,electricity,0.00257115,0.005209162,0.010440439999999999,0.01809587,0.02703773,0.03552631,0.0423556,0.0506769,0.061859,0.0748809,0.0907548,0.1081123,0.1250042,0.14242090000000002,0.1591296,0.1738991,0.1889538
EJ,allansce1,Canada,biomass,electricity,0.045459,0.053847679999999995,0.06364312,0.07337700000000001,0.08118341999999999,0.0895393,0.0953833,0.1016021,0.10833630000000001,0.11622260000000001,0.1245616,0.1340182,0.14467000000000002,0.1534423,0.1623436,0.1685119,0.1738568
EJ,allansce1,Central America and Caribbean,biomass,electricity,0.0229521,0.04204137,0.0669559,0.09527139999999999,0.1226292,0.1479031,0.1748775,0.203592,0.2362689,0.2698882,0.30316750000000003,0.33679370000000003,0.359812,0.382758,0.401432,0.41667899999999997,0.43220100000000006
EJ,allansce1,Central Asia,biomass,electricity,0.00210137,0.004016787,0.00690578,0.01013779,0.01320091,0.01519933,0.016570269999999998,0.017907859999999998,0.02009285,0.02654714,0.03235946,0.0389617,0.0482138,0.056139999999999995,0.0640705,0.0732887,0.0804048
EJ,allansce1,China,biomass,electricity,0.265702,0.37336189999999997,0.4646181,0.5470511,0.6115687000000001,0.684515,0.734191,0.783066,0.832441,0.876346,0.9152669999999999,0.974029,1.107949,1.199242,1.247935,1.260403,1.264975
EJ,allansce1,Colombia,biomass,electricity,0.00588132,0.008301821999999999,0.01126187,0.014727579999999999,0.01809421,0.02111714,0.02427105,0.027751320000000003,0.03188618,0.03702823,0.0428223,0.0485429,0.054143399999999994,0.0590738,0.0635684,0.0679945,0.07258490000000001
EJ,allansce1,EU-12,biomass,electricity,0.0466075,0.05900602,0.06866888,0.07804855000000001,0.085381,0.0919407,0.095538,0.0980633,0.10231480000000001,0.109814,0.1160439,0.1226775,0.1345978,0.1403779,0.145894,0.15006730000000001,0.1529464
EJ,allansce1,EU-15,biomass,electricity,0.244154,0.3919132,0.4695003,0.5453124,0.6090161999999999,0.7133729999999999,0.753344,0.794234,0.857633,0.92902,0.99241,1.079672,1.149354,1.187907,1.220674,1.234722,1.250647
EJ,allansce1,Europe_Eastern,biomass,electricity,0.00128432,0.0028725849999999995,0.00566503,0.00903135,0.01273655,0.015947,0.01885893,0.02164422,0.02514396,0.029864929999999998,0.03450812,0.0407884,0.048112,0.054839399999999996,0.062084,0.0694301,0.0765293
EJ,allansce1,Europe_Non_EU,biomass,electricity,8.41164e-4,0.002709424,0.005963189999999999,0.00987625,0.01407315,0.01884655,0.022625489999999998,0.02668243,0.03192976,0.0385546,0.0464414,0.055780300000000005,0.06644320000000001,0.0771519,0.088981,0.0999311,0.11142339999999999
EJ,allansce1,European Free Trade Association,biomass,electricity,0.0033984,0.012788363,0.02207458,0.03135955,0.04007214,0.0475994,0.0551043,0.0634862,0.07329770000000001,0.083276,0.0922627,0.1002724,0.1066647,0.10883759999999999,0.1097188,0.1096013,0.1088133
EJ,allansce1,India,biomass,electricity,0.147969,0.3289859,0.5315037,0.77526,1.015184,1.236724,1.449254,1.663418,1.8768569999999998,2.096481,2.319302,2.53414,2.766746,2.963778,3.1222,3.24029,3.3514999999999997
EJ,allansce1,Indonesia,biomass,electricity,0.00422392,0.00937523,0.01845486,0.031956200000000004,0.04960602,0.0696598,0.08963349999999999,0.109746,0.1304613,0.1535105,0.1773881,0.2044316,0.2373208,0.2687652,0.3009023,0.330661,0.359296
EJ,allansce1,Japan,biomass,electricity,0.114312,0.12246337,0.12630255,0.1268373,0.12569696,0.12262890000000001,0.1159967,0.108913,0.1074314,0.1095349,0.10901830000000001,0.1073553,0.1093923,0.1099573,0.11070289999999999,0.1105582,0.1079553
EJ,allansce1,Mexico,biomass,electricity,0.0143933,0.03129374,0.05464959,0.0809854,0.1048824,0.1268374,0.14344780000000001,0.1580206,0.1736738,0.1885425,0.2033664,0.2188533,0.2292419,0.23635849999999997,0.2428924,0.2446974,0.24601869999999998
EJ,allansce1,Middle East,biomass,electricity,0.00270395,0.007762357,0.019651050000000003,0.03606021,0.0545215,0.07153369999999999,0.0854722,0.0968571,0.11123179999999999,0.1280372,0.1467891,0.1732203,0.2040538,0.23527350000000002,0.268825,0.320206,0.376115
EJ,allansce1,Pakistan,biomass,electricity,0.0057145,0.01124251,0.02449472,0.04460499,0.0744487,0.1221153,0.1698905,0.2160101,0.2551958,0.3065235,0.38044,0.470937,0.566297,0.664592,0.758543,0.856239,0.959989
EJ,allansce1,Russia,biomass,electricity,0.00417732,0.008604532000000002,0.01695472,0.02688931,0.03656274,0.04021810000000001,0.04210465,0.043839100000000006,0.0491867,0.0639884,0.0748596,0.0888912,0.1076827,0.1242617,0.1399578,0.1576332,0.1711402
EJ,allansce1,South Africa,biomass,electricity,9.36401e-4,0.002430204,0.00611873,0.01124788,0.01728675,0.02393616,0.03062711,0.037780400000000006,0.0464947,0.0551797,0.0637267,0.07360219999999999,0.0823168,0.091639,0.1028141,0.11283409999999999,0.1227048
EJ,allansce1,South America_Northern,biomass,electricity,2.06376e-5,1.73749e-5,1.37835e-5,1.092e-5,4.052416e-4,0.0013869339999999998,0.002310854,0.003239454,0.00435736,0.00537972,0.00667349,0.00833214,0.010033199999999999,0.012234890000000002,0.015307170000000002,0.01846124,0.02142476
EJ,allansce1,South America_Southern,biomass,electricity,0.0119305,0.02582699,0.045887080000000004,0.0666334,0.08554490000000001,0.10165120000000001,0.1136628,0.1233185,0.1326254,0.14348660000000002,0.1542905,0.1644594,0.1691229,0.1701349,0.16657349999999999,0.1609947,0.15506720000000002
EJ,allansce1,South Asia,biomass,electricity,0.00229016,0.006911171,0.01409154,0.02342763,0.036670470000000004,0.0542433,0.0764518,0.1038814,0.1385134,0.1801798,0.2313148,0.2867355,0.34636999999999996,0.40958300000000003,0.47479299999999997,0.5402199999999999,0.60387
EJ,allansce1,South Korea,biomass,electricity,0.00777033,0.010294874999999998,0.013134719999999999,0.01661816,0.02014751,0.02289927,0.025042550000000004,0.02662859,0.029051169999999998,0.03121589,0.03298289,0.0360163,0.0422629,0.0467988,0.0512706,0.054795800000000006,0.057549600000000006
EJ,allansce1,Southeast Asia,biomass,electricity,0.0388516,0.07057923999999999,0.10819859999999999,0.1540348,0.20175880000000002,0.24861850000000002,0.2929103,0.33191839999999995,0.3714965,0.418227,0.465182,0.51665,0.563528,0.60019,0.62845,0.65169,0.6724870000000001
EJ,allansce1,Taiwan,biomass,electricity,0.0121321,0.016210459,0.02010006,0.02500269,0.02928502,0.031864,0.03389204,0.0349778,0.03713391,0.0417048,0.0450922,0.0490141,0.0524632,0.0552355,0.0575406,0.059230099999999994,0.0603325
EJ,allansce1,USA,biomass,electricity,0.153477,0.211839,0.26521900000000004,0.31000229999999995,0.34659629999999997,0.395568,0.44916700000000004,0.49024399999999996,0.536995,0.612117,0.6597189999999999,0.728513,0.7325699999999999,0.76937,0.819034,0.882828,0.936524
EJ,allansce1nz,Africa_Eastern,biomass,electricity,0.00384693,0.5961237814781,0.63704108842,0.7173524753999999,0.7920235529999999,0.8779177943,0.9771959932,1.1205233521,1.3022637059000002,1.5043636518999999,1.7476649175,1.876948236,2.0264485561999996,2.1979609429,2.4372740966,2.6931342719,2.9668734674
EJ,allansce1nz,Africa_Northern,biomass,electricity,0.00289902,0.09629330413,0.16177975881,0.23881466374,0.32275049521,0.40434102177,0.46820736170000005,0.5455063449399999,0.63558997434,0.7422663347,0.9056166277400001,1.0782455607,1.224597325895,1.315763715269,1.41237275105,1.5049473152200001,1.6142804532600001
EJ,allansce1nz,Africa_Southern,biomass,electricity,3.43296e-4,0.302582992481,0,0,0.11956096816999999,0.2044325911,0.3005547287,0.34861574161,0.38843820055,0.42499274645,0.49909078774000004,0.5722890848200001,0.6384575178199999,0.57491672725,0.74603093576,0.9396468279,1.0979121591
EJ,allansce1nz,Africa_Western,biomass,electricity,1.63173e-5,1.225975268236689,0,0.6374063309179,0.844874265,1.178640016,1.5125453319,1.8563589791000001,2.25293591139,2.665138298,3.17876289894,3.4886648018999997,3.8098854618,3.8985250648,4.4889515702,5.0271252325,5.6266236755
