"","Scenario","Year","min","low_1.5*IQR","Q25","median","Q75","hi_1.5*IQR","max"
"18","a) BIODIV reference",2020,0.788107597923549,0.934283727399165,1.08125,1.13764491929984,1.2065856139791,1.39250353606789,1.5
"19","a) BIODIV reference",2025,0.975308641975309,0.975308641975309,1.08834502313088,1.14171926660655,1.21173671689136,1.39269667744613,1.5
"20","a) BIODIV reference",2030,1.00471698113208,1.00471698113208,1.09159562832441,1.14412344057781,1.21648340029605,1.39522998296422,1.5
"21","a) BIODIV reference",2035,1.02063913561029,1.02063913561029,1.09438192233888,1.14710610932476,1.22040137559133,1.40494086199215,1.5
"22","a) BIODIV reference",2040,1.0098090428928,1.0098090428928,1.09611674500803,1.14811860655247,1.22285025253127,1.40577716643741,1.5
"23","a) BIODIV reference",2045,0.908862685887527,1.02449502562557,1.09767023834858,1.15024496902458,1.22345132743363,1.40120422708282,1.5
"24","a) BIODIV reference",2050,0.851289158393128,1.02660198905797,1.09882307168563,1.15334148782386,1.22290096178841,1.40047414600764,1.5
"25","a) BIODIV reference",2055,0.834674623864295,1.02843794032581,1.10068259385666,1.15306381001985,1.22131090567874,1.40068441663505,1.5
"26","a) BIODIV reference",2060,0.838278316385101,1.02988117295835,1.10239238010195,1.15551913908011,1.22298038626287,1.40218103651663,1.5
"27","a) BIODIV reference",2065,0.851862440208069,1.02990734447108,1.10435017380446,1.15766920619913,1.2245088868101,1.40445641527914,1.5
"28","a) BIODIV reference",2070,0.8787208407926,1.02131546057601,1.10468669713606,1.16093639273758,1.22633395274754,1.40676834801956,1.5
"29","a) BIODIV reference",2075,0.917471580228179,1.00952789133588,1.10574166386858,1.16058185477646,1.22584592466482,1.38724284771787,1.5
"30","a) BIODIV reference",2080,0.956776943994325,0.956776943994325,1.10633912050499,1.16325641541741,1.22505974952997,1.38737520499468,1.5
"31","a) BIODIV reference",2085,0.964603784322094,0.964603784322094,1.10716535433071,1.16351396631027,1.22959264715453,1.41187990274279,1.5
"32","a) BIODIV reference",2090,0.846291331546023,1.01047803852774,1.1067607077192,1.16209424869203,1.22831002755107,1.3869349473799,1.5
"33","a) BIODIV reference",2095,0.75468262226847,0.93984962406015,1.10558412041828,1.15989532136278,1.22793134025727,1.38613515402398,1.5
"34","a) BIODIV reference",2100,0.906,0.995190766271241,1.10465964966195,1.15867832484739,1.22792852225792,1.40836923145511,1.5
"1","a) CURRENT reference",2020,0.793298725814063,0.936022253129346,1.10239471511148,1.15748303593868,1.22969837587007,1.39751778197126,1.5
"2","a) CURRENT reference",2025,0.977833894500561,0.977833894500561,1.10797616358867,1.16094310609944,1.23811277940678,1.43144789425146,1.5
"3","a) CURRENT reference",2030,1.02197869474715,1.02197869474715,1.1134184456142,1.16452193072691,1.24630147613582,1.42159916926272,1.5
"4","a) CURRENT reference",2035,1.02397216372127,1.02397216372127,1.11743325150522,1.16612824278023,1.2467813738356,1.42685053098748,1.5
"5","a) CURRENT reference",2040,1.02568739346328,1.02568739346328,1.11976313841599,1.16917790113666,1.24695979026501,1.43090062111801,1.5
"6","a) CURRENT reference",2045,0.92409917196918,1.02829489498543,1.12140256801299,1.17252873921306,1.25001082068916,1.43634977676141,1.5
"7","a) CURRENT reference",2050,0.866004152929991,1.03061665226925,1.12355400696864,1.17318729371203,1.25122056170663,1.44090091795212,1.5
"8","a) CURRENT reference",2055,0.849407872598347,1.03276889229476,1.12539271461323,1.1757592541309,1.24998152834049,1.43249599144842,1.5
"9","a) CURRENT reference",2060,0.853794651123175,1.03460163721284,1.12816210181915,1.17816993023074,1.25370866399366,1.41360327405744,1.5
"10","a) CURRENT reference",2065,0.868356645794692,1.03632782349393,1.12949896657401,1.18146490335707,1.25695277904752,1.43446887061588,1.5
"11","a) CURRENT reference",2070,0.896316767522752,1.03366249605142,1.1317326300286,1.18376959848499,1.25766590389016,1.43116883116883,1.5
