"","Scenario","Year","min","low_1.5*IQR","Q25","median","Q75","hi_1.5*IQR","max"
"12","a) CURRENT reference",2075,0.936598103753529,1.02363840168799,1.13341664583854,1.18736071314868,1.25875670249492,1.44189165845282,1.5
"13","a) CURRENT reference",2080,0.977293116997823,0.977293116997823,1.13438193447331,1.18970502296085,1.25932985154491,1.42428304392739,1.5
"14","a) CURRENT reference",2085,0.985545596813202,0.985545596813202,1.13511635492922,1.19066906334925,1.26554342343816,1.45907456693281,1.5
"15","a) CURRENT reference",2090,0.774798927613941,1.01964761518602,1.13500120666077,1.18784574521199,1.26385253054101,1.45618230412154,1.5
"16","a) CURRENT reference",2095,0.80429503356983,0.967136150234742,1.12942921903977,1.18731197850642,1.26255739619312,1.46128391793514,1.5
"17","a) CURRENT reference",2100,0.806668804103879,0.969147005444646,1.12937574509591,1.18735090192957,1.26564399421129,1.46771646005839,1.5
"35","b) BIODIV30 reference",2020,0.996691480562448,1.04756289308176,1.18200904149158,1.23178243555882,1.28773647307845,1.44085304898367,1.49879807692308
"36","b) BIODIV30 reference",2025,0.978395061728395,1.05204045818576,1.17584687413936,1.22817684879717,1.27155172413793,1.41090119989788,1.48388359650268
"37","b) BIODIV30 reference",2030,0.866197183098592,1.05592016652382,1.18101198191994,1.23379383634431,1.27719556556383,1.41090709783502,1.49766108344651
"38","b) BIODIV30 reference",2035,0.827692307692308,1.0598571559381,1.1891854559112,1.23945085936253,1.2834293134172,1.42182640655923,1.48297848244621
"39","b) BIODIV30 reference",2040,1.06402579115097,1.06402579115097,1.19308041666838,1.24548465258012,1.28705415672169,1.42787639710717,1.49206261101243
"40","b) BIODIV30 reference",2045,1.06962868053462,1.06962868053462,1.19485962486801,1.25030138118693,1.2913385696693,1.42976724472857,1.48818952898478
"41","b) BIODIV30 reference",2050,1.07142857142857,1.07142857142857,1.1986671431875,1.25236463506975,1.29406202795967,1.43196407582653,1.49094637906692
"42","b) BIODIV30 reference",2055,1.0695227358136,1.0695227358136,1.20219388142413,1.25643354526188,1.29749018105182,1.44022629853757,1.49454669769186
"43","b) BIODIV30 reference",2060,1.06841109709962,1.06841109709962,1.20310334643433,1.25875903466863,1.30120376322094,1.44308643793256,1.49740079708889
"44","b) BIODIV30 reference",2065,1.06841379310345,1.06841379310345,1.20682414860889,1.26364856711263,1.30551467548574,1.44757241942064,1.49741522824849
"45","b) BIODIV30 reference",2070,1.04519317270053,1.06788827384361,1.2100484576907,1.2659670641349,1.30844121671403,1.45062283292667,1.49954862535905
"46","b) BIODIV30 reference",2075,1.02476392394234,1.06752206223874,1.2098758142636,1.26699804646431,1.30868425754959,1.45234866231044,1.49872241579559
"47","b) BIODIV30 reference",2080,1.00853498078125,1.06714680240429,1.2099332412523,1.26755478734774,1.3111053761275,1.45833666500313,1.49901651342574
"48","b) BIODIV30 reference",2085,0.995953583400405,1.06484563949353,1.20979045180045,1.26670992247107,1.31063407096739,1.46169825625474,1.49830150569225
"49","b) BIODIV30 reference",2090,0.790437890974084,1.06664014322658,1.20939879883599,1.26539920619257,1.3109804569772,1.45426721600942,1.49690320918851
"50","b) BIODIV30 reference",2095,0.813302115851544,1.04785120982304,1.20495433914803,1.26522693510122,1.31022931237235,1.46793721973094,1.49403983137084
"51","b) BIODIV30 reference",2100,0.97475994591349,1.0583840671966,1.20782434626358,1.26308419568197,1.30880033964095,1.45322966507177,1.48994302102765
"52","c) UNIFORM30 reference",2020,0.911473788328388,0.911473788328388,1.09991603694374,1.15460157126824,1.22783023586132,1.39912087912088,1.5
"53","c) UNIFORM30 reference",2025,0.750922527237806,0.884486253748072,1.09136929919581,1.15268218302643,1.23158176069134,1.44002344250133,1.49971971130264
"54","c) UNIFORM30 reference",2030,0.763197279910083,0.873645104656805,1.10029531502117,1.17291209952838,1.25347469528302,1.48117902815429,1.49967607265915
"55","c) UNIFORM30 reference",2035,0.754845356740018,0.834446229011521,1.08076002316766,1.16341055438295,1.24508685586601,1.48941330073743,1.49403221626625
"56","c) UNIFORM30 reference",2040,0.750604376368814,0.826192455086861,1.07431551849388,1.15572387608619,1.24291063541425,1.49372659518151,1.49892915290278
"57","c) UNIFORM30 reference",2045,0.760882645998076,0.835958094455953,1.07244746106234,1.15307263660502,1.23977110508972,1.48995596065839,1.49982106370281
"58","c) UNIFORM30 reference",2050,0.750619983828491,0.824757925508523,1.07226468957393,1.14818234146501,1.23743377088799,1.48054623747853,1.49510323195984
"59","c) UNIFORM30 reference",2055,0.75415516458488,0.834802126033652,1.06571060065814,1.13974112357338,1.22149038263278,1.4541823596836,1.49731547714108
"60","c) UNIFORM30 reference",2060,0.76271255603663,0.834614242115372,1.05927670501101,1.12799665242508,1.21091768603355,1.43777500357256,1.49739087683475
"61","c) UNIFORM30 reference",2065,0.764538785121062,0.841870862386727,1.05672480823847,1.11970505561046,1.20109367435058,1.41048674638324,1.49462879989893
"62","c) UNIFORM30 reference",2070,0.753767815140653,0.837136278710368,1.04920411056003,1.11121571030524,1.19242079530322,1.40695678542565,1.49707997045334
"63","c) UNIFORM30 reference",2075,0.765921318934792,0.833203755809607,1.04384770790378,1.10438598891387,1.18514735712252,1.39564761851898,1.49987190194324
"64","c) UNIFORM30 reference",2080,0.758611706144145,0.848101664619563,1.03963796876073,1.09818265400217,1.17766387104372,1.3795653164969,1.49710520109092
"65","c) UNIFORM30 reference",2085,0.75694482491029,0.830485757013716,1.03859533733527,1.10066901814497,1.17964361281799,1.39042985564152,1.48076697216231
"66","c) UNIFORM30 reference",2090,0.758410269351095,0.84755681936832,1.04057702686823,1.09992821077108,1.1813868606136,1.38946507872876,1.49839636136724
"67","c) UNIFORM30 reference",2095,0.760935017565433,0.87656671802385,1.03908814617653,1.0990792744472,1.18135488919116,1.38939578291255,1.4986429960584
"68","c) UNIFORM30 reference",2100,0.760404767971332,0.838410690143169,1.03829254969097,1.09895853123444,1.18002802012466,1.38726175871153,1.49828428738509
"86","d) BIODIV LCT",2020,0.879821958456973,1.03052647102197,1.179548156956,1.23238095238095,1.29109811565952,1.45338441890166,1.48039215686275
"87","d) BIODIV LCT",2025,0.769550792354654,0.956222056886328,1.14646891939428,1.21521912416545,1.27770527691674,1.47367924689806,1.49975474166122
"88","d) BIODIV LCT",2030,0.773243147502348,0.954161321814794,1.15977856660643,1.23740305903732,1.29759811381465,1.4996354097729,1.4996354097729
"89","d) BIODIV LCT",2035,0.756784432908387,0.91926147983892,1.14196866059268,1.22435068727961,1.29102794376247,1.49782811757433,1.49782811757433
"90","d) BIODIV LCT",2040,0.752154451444017,0.872010930806077,1.1160051821859,1.20301851847071,1.28034640940686,1.49929292586121,1.49929292586121
"91","d) BIODIV LCT",2045,0.764115467678436,0.862011651812728,1.11008920784483,1.19569546908548,1.27875818879243,1.49437121708046,1.49437121708046
"92","d) BIODIV LCT",2050,0.751556929528826,0.845786428702658,1.10092225916091,1.19266143248523,1.27256914260775,1.49158835637622,1.49158835637622
"93","d) BIODIV LCT",2055,0.754396624016489,0.843150742034344,1.09321624825302,1.18196818229062,1.26078470468605,1.49791383049638,1.49791383049638
"94","d) BIODIV LCT",2060,0.752406765083503,0.842995426469404,1.08720236637838,1.17176468319922,1.25016067041551,1.49047888287921,1.49827123592902
"95","d) BIODIV LCT",2065,0.753644437847963,0.848986146734398,1.07629638395428,1.16143359140349,1.24073884734373,1.48249865239868,1.49498073894909
"96","d) BIODIV LCT",2070,0.751825667251925,0.839468120204872,1.07225558756501,1.15017176759624,1.22996747837245,1.45648973472225,1.49864935996108
"97","d) BIODIV LCT",2075,0.759027599831376,0.831772962581398,1.06551731260306,1.1429138379267,1.22182323066834,1.45478689096999,1.4954859436811
"98","d) BIODIV LCT",2080,0.752269188366266,0.834931664893076,1.06125045348684,1.13637813821169,1.21370992484266,1.44122039643677,1.4914898690807
"99","d) BIODIV LCT",2085,0.755472257842384,0.837918343541784,1.05800393378987,1.13804658908451,1.21402961786532,1.44601960186926,1.49898690748109
"100","d) BIODIV LCT",2090,0.751358337384742,0.836321345529894,1.0579770836846,1.1393028214746,1.21441798959561,1.44620925570589,1.49722434136016
"101","d) BIODIV LCT",2095,0.753777556118805,0.831235090454207,1.05713009528577,1.13863489897676,1.21266198636933,1.44571909722145,1.49443208962921
"102","d) BIODIV LCT",2100,0.769574489485567,0.829597226031091,1.05785961330935,1.13793767785769,1.21200076109865,1.44030631798007,1.49514571442703
"69","e) CURRENT LCT",2020,0.905539070227498,0.905539070227498,1.0803738317757,1.13678756476684,1.20340664792459,1.38244261119082,1.5
"70","e) CURRENT LCT",2025,0.76026340535299,0.892314499786813,1.08015937068107,1.13888854513366,1.20886931262191,1.4000139661225,1.49975474166122
"71","e) CURRENT LCT",2030,0.754292859210647,0.890416178679178,1.08816049646641,1.15439924751057,1.22096276397583,1.41527619104018,1.49720844362937
"72","e) CURRENT LCT",2035,0.755233323750413,0.866328310339628,1.07517102484752,1.14998681406629,1.21908354914123,1.43494494087531,1.49682294085927
"73","e) CURRENT LCT",2040,0.754274108040092,0.850807922800507,1.06936686918679,1.14164579746779,1.21599521711941,1.43174770896739,1.49870814568643
"74","e) CURRENT LCT",2045,0.759434673301909,0.85409459846528,1.06701534187058,1.13666172452897,1.20901415130661,1.41825591605664,1.49359618564593
"75","e) CURRENT LCT",2050,0.75953429030441,0.849838292771575,1.06518540483477,1.13002377148667,1.21004816918595,1.42726847464237,1.49976420712256
"76","e) CURRENT LCT",2055,0.751598784068378,0.850592010902244,1.05870328695811,1.12151475029443,1.19767118013174,1.40460934534726,1.49853448302537
"77","e) CURRENT LCT",2060,0.752432182057838,0.859664982768322,1.05058225358561,1.11006441791792,1.18150680068659,1.37616331291337,1.48614183625987
"78","e) CURRENT LCT",2065,0.761812340329648,0.860965601793033,1.04777967453861,1.10396685305139,1.17367027631548,1.35784637398793,1.49806389868428
"79","e) CURRENT LCT",2070,0.760877403686058,0.871901228380168,1.04444322751175,1.09715622208275,1.16705191153577,1.34881807674457,1.49311671291639
"80","e) CURRENT LCT",2075,0.759533430812839,0.874487666607355,1.0400204690927,1.0894708741506,1.16284858066334,1.34074177406926,1.47874440186488
"81","e) CURRENT LCT",2080,0.75671495790341,0.856453004410392,1.03708897497001,1.08714928960853,1.15778109590143,1.3350475207167,1.48925622384285
"82","e) CURRENT LCT",2085,0.754412734582394,0.866910512716024,1.03803425465754,1.08707023559409,1.15850227567406,1.33714048751648,1.49491980045572
"83","e) CURRENT LCT",2090,0.758985536131407,0.874021911508575,1.0378840287899,1.0870387003101,1.15758117658346,1.33498077812527,1.49696096639264
"84","e) CURRENT LCT",2095,0.758940246421656,0.875722809956866,1.03656063898348,1.08714430095986,1.15748725656108,1.33856919698684,1.49990212002587
"85","e) CURRENT LCT",2100,0.751345075187874,0.87509451657155,1.03542390441835,1.08680687988663,1.15649759073092,1.33747323358154,1.49982006478328
