Units,scenario,region,sector,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
EJ,30percnz,Africa_Eastern,biomass,1.325460236161413,1.763149591552755,1.734029830221397,1.594752253954708,1.47688865581178,1.417977942646315,1.194185436355204,1.049265574208253,0.9612270107147999,0.876821231738345,0.810703528904609,0.756355739020412,0.7394717500903529,0.747079958036403,0.753235522255817,0.761372304883679
EJ,30percnz,Africa_Northern,biomass,0.37801101149864097,0.674282035248623,0.87636171184438,0.9250123459974421,0.956952641168081,0.947515181738233,0.879561879848987,0.834001788685,0.797366837184,0.768457314389,0.737207052361,0.710319804595,0.700004901132,0.695593181516,0.693959832332,0.69962600394
EJ,30percnz,Africa_Southern,biomass,0.9637533548455,1.1997241341728,1.0574173327462,1.2343038958833,1.15218168407345,0.881337173526323,0.655885902765188,0.574819441597379,0.534798617656845,0.473903854732707,0.442481788587394,0.410963839235715,0.391147456519626,0.38672020369707,0.379466483574297,0.382423996587727
EJ,30percnz,Africa_Western,biomass,5.1717001411688,6.3663192479168,7.7681442804592,7.59129116109054,6.829510755122908,6.168507592890545,5.242379197955217,4.789229675844691,4.45171936175297,4.080026430706253,3.832237752766583,3.570179525467583,3.3429560389929898,3.378907192943162,3.369832378802399,3.348947147157059
EJ,30percnz,Argentina,biomass,0.69467345430186,1.3185798931453,1.95874582453833,2.774717059902527,3.451303128228433,4.151431046907564,3.962211362143834,3.795578717268848,3.577361398057074,3.3485927234610458,3.147837113002374,3.024132829852501,2.991382347591924,2.966189375029407,2.928581503794589,2.884655301761084
EJ,30percnz,Australia_NZ,biomass,0.4344517098777,0.8708902753709,1.4116367868645,1.9519446677307999,2.27392340605578,2.70160087794263,2.5588437606718,2.386279640704428,2.215654749092669,2.082685147251721,1.987807181927266,1.92809505109907,1.939359703969569,1.9251542804683148,1.892664049430183,1.8624945465911311
EJ,30percnz,Brazil,biomass,0.7002025232218,1.1268417584384,1.2271414996782,1.3415374077438,1.5832101632016,1.6523616415975,1.4845182583897,1.35432164670482,1.2423364590789099,1.152681832921597,1.067847025405688,0.979125690456516,0.984745715420826,0.9959241954672859,1.006290110151004,1.018093422888236
EJ,30percnz,Canada,biomass,2.6290078182637,3.780804744728,4.70665502019739,6.03240673613825,7.029859236819878,7.913942632696874,7.53940877540594,7.23240492834252,6.90650030035777,6.574093379317119,6.3151235009571245,6.154333276129143,6.103702233593158,6.057680184035745,5.982228081247204,5.887296209256432
EJ,30percnz,Central America and Caribbean,biomass,0.696761434175,1.038155761818,1.323207047828,1.643173099557,1.9077197806597,2.14831592678,2.07888325859539,2.03444251903286,1.988471467363214,1.930990155083389,1.85992221857709,1.8045800547620918,1.714245164504326,1.70136358017922,1.68959118266229,1.68470641230411
EJ,30percnz,Central Asia,biomass,0.6450363908142001,1.1984320245605,1.6657784274634,2.03912944344032,2.343868308348083,2.516323395220238,2.432628036895535,2.374260393564259,2.299885560659763,2.217480422274972,2.133071572871406,2.061004188659033,2.035717442298957,2.02713313890638,2.025624242131059,2.026288921308677
