"GCAM_region_ID","GLU","unsuit_frac"
1,7,0.886988395599784
1,23,0.0396877626276573
1,27,0.73324662297382
1,96,0.0154186159979748
1,101,0.233198559264362
1,217,0.502447407168525
1,218,0.0408175797324451
1,219,0.0371947411699255
1,220,0.641380735046956
1,221,0.420850420169014
1,222,0.797646929647789
1,223,0.062871294445605
1,224,0.0223910701912579
1,225,0.0386609293258005
1,226,0.0636152701908181
1,227,0.101873808536998
1,228,0.039186304805358
1,229,0.39768742990273
1,230,0.0630401196542653
1,231,0.0982060779369075
1,232,0.109881030282373
1,233,0.120090949189179
1,234,0.21042481729684
2,87,0.260210195050333
2,100,0.685540937682885
2,144,0.919560603835982
2,151,0.0226537409003626
2,170,0.0487514588985125
2,171,0.108328859434854
2,177,0.0219401524470178
2,179,0.197554578172552
2,183,0.0354495465095368
3,75,0.940767028087225
3,80,0.528547884661057
3,86,0.693639873347753
3,87,0.835935556023424
3,95,0.997617189773521
3,98,0.99472345118103
3,100,0.998355326304585
3,144,0.976381664444389
3,149,0.999932994935997
3,151,0.99974036667249
4,87,0.0237503417254099
4,162,0.0391247047334302
4,171,0.012969013953916
4,179,0.0145506518021458
4,182,0.0474768770142681
4,183,0.00643126718155807
4,188,0.0114763539081704
4,190,0.0157568429701188
4,194,0.310144653312686
4,196,0.633103036662267
4,197,0.0464808537350611
4,198,0.0658319485893045
4,199,0.0189534835886192
5,86,0.865753231465639
5,87,0.0464689017936039
5,142,0.0264452761962451
5,144,0.942774092584161
5,149,0.135761593121278
5,151,0.51425429451444
5,152,0.0766082498144009
5,160,0.0243826433915473
5,162,0.0244446645678132
5,183,0.00975647752098917
5,188,0.00435541190498841
6,184,0.0293819255982766
6,189,0.0418537573916154
6,191,0.180238816457196
6,193,0.478312181582208
6,201,0.237659072106815
6,202,0.677143760790338
6,208,0.156765147936065
6,211,0.0838920025054123
7,156,0.300856615584637
7,161,0.0265555520175704
7,168,0.0198600946959459
7,172,0.169061393622863
7,174,0.0565434410309365
7,186,0.0225360949916972
7,187,0.0170893193105904
7,192,0.0331920451332786
7,195,0.0324774225178285
7,206,0.0203606221977587
8,2,0.969017025479848
8,7,0.86169842328673
8,10,0.814847510444647
8,15,0.829087365353984
8,19,0.47224165940228
8,23,0.150571346184658
8,27,0.330528688601849
8,34,0.998249174549432
8,40,0.56818728458113
8,223,0.00531774266557884
8,227,0.19141146582978
8,229,0.65101348337276
8,232,0.0672521162503999
9,101,0.057800922068751
9,111,0.0262442202340927
9,133,0.0470742092935056
9,135,0.0526743940863461
9,143,0.138384630466562
9,157,0.0635783284028428
10,18,0.826415272025536
10,38,0.366686962525108
10,42,0.796447032748976
10,43,0.347300296246901
10,45,0.904519507599068
10,47,0.61133673098021
10,48,0.538497550929281
10,52,0.868557806715639
10,56,0.195973956753524
10,58,0.740647854630307
10,68,0.519947424712381
10,70,0.463263158776057
10,72,0.134030267586052
10,76,0.68056618818912
10,85,0.926654125472834
11,37,0.0200789315059314
11,42,0.68654493436784
11,43,0.322921036195752
11,56,0.843557149125794
11,58,0.992199600660929
11,66,0.0458255671733567
11,68,0.464516387693299
11,76,0.970361572153155
11,77,0.0956884219068395
11,78,0.118774507961996
11,79,0.181732721144572
11,85,0.932533540757392
11,89,0.910495573338439
11,92,0.956299564844637
11,106,0.251548465189708
11,108,0.0556192941460822
11,109,0.0769954454635778
11,110,0.768924240749569
11,112,0.0767439855876094
11,124,0.0686236207114614
11,125,0.309520217528625
11,127,0.62276660324896
11,137,0.235956495134589
12,20,0.0710582302594074
12,21,0.150545012186257
12,22,0.0870723701183543
12,25,0.0547562463642577
12,29,0.0498811423579927
12,30,0.0405434791421893
12,31,0.0612216758276008
12,33,0.0479857693287805
12,35,0.0297815437827032
12,49,0.018485396194836
12,54,0.0716703452394086
12,55,0.0850412727704253
12,75,0.143916831997429
13,1,0.987558047442526
13,8,0.925041295896481
13,12,0.230319408892287
13,13,0.222473266609171
13,16,0.144586304560308
13,17,0.102141459448527
13,21,0.101214731605465
13,24,0.0909828775790126
13,26,0.111321309241982
13,28,0.0837287955062842
13,29,0.0669173321003471
13,31,0.0971473543259546
13,32,0.138973869073164
13,36,0.198046774398194
13,41,0.114613987943762
13,44,0.030474448162603
13,46,0.0628109340436452
13,50,0.165649488350642
13,54,0.21116256417295
13,55,0.204651600377297
13,57,0.35475002901523
13,59,0.15437643509052
13,60,0.106129687177957
13,61,0.191674579674424
13,62,0.195278312108614
13,63,0.133954524223597
13,64,0.0779428761186579
13,67,0.0883588453697601
13,69,0.127786599891995
13,71,0.0534001787210858
13,73,0.0942643354171421
13,74,0.0331701175820267
13,75,0.518902924341886
13,81,0.0215956023610238
13,83,0.0421585222448537
13,86,0.581876299203618
13,215,0.291805520260432
14,17,0.0306988973152164
14,25,0.0633475808753193
14,30,0.0403499938374078
14,35,0.0242500411508194
14,39,0.0494234988699963
14,47,0.0601918494301884
14,49,0.066007400122884
14,53,0.059771524190394
14,54,0.0837186324534363
15,54,0.0586170900126321
15,55,0.149637208652893
15,70,0.11579904320128
15,72,0.0598188790307389
15,75,0.17705858386691
15,84,0.0842006756735211
15,99,0.0246304009527743
16,1,1
16,8,0.484681509501137
16,11,0.538314616248904
16,12,0.302193151061963
16,32,0.39264784437509
16,54,0.834277328636206
16,57,0.839138152229136
16,62,0.583660171583853
17,89,0.575986009649256
17,107,0.054983102390645
17,110,0.0837213241997613
17,113,0.0278366617142304
17,116,0.0198148134818915
17,117,0.0225573913139663
17,118,0.0278524309039584
17,120,0.0219594821130489
17,122,0.0243975085694752
17,123,0.0212997491045699
17,128,0.0280678805225454
17,129,0.06757333333303
17,137,0.104125080768216
17,140,0.0295363513693304
17,141,0.186365384794348
17,145,0.0490431927324093
17,147,0.021983849138491
17,153,0.0453049706373381
17,155,0.0723484834872019
17,235,0.0218291374421903
18,158,0.161623803567066
18,159,0.158795255076774
18,163,0.0612491167822148
18,164,0.112246397090305
18,165,0.0233036682041059
18,167,0.122814539343382
18,175,0.127864493352738
18,178,0.132180503131304
18,181,0.0405287661446267
19,51,0.199351147058055
19,103,0.551097701005373
20,91,0.697014676675014
20,96,0.0855288838733116
20,105,0.0469908724689812
20,111,0.0373894638443904
20,114,0.0680667360348747
20,115,0.0387802642507065
20,130,0.0824508921325517
20,131,0.043070633476794
20,132,0.0489979618003524
20,133,0.0604173424041701
20,134,0.0356117186572875
20,135,0.158405371985435
20,136,0.050787685950742
20,217,0.159948780723232
20,221,0.424565123062263
20,231,0.115713256424909
21,52,0.419813720787547
21,72,0.15922143539102
21,75,0.17290548129995
21,82,0.719141945071236
21,84,0.408019458182776
21,88,0.126628714824099
21,90,0.898047253081731
21,93,0.854381979660036
21,94,0.721554381317643
21,95,0.352514426289641
21,97,0.669033974077334
21,98,0.971255611110245
21,99,0.816768785710741
21,100,0.844172785907371
21,102,0.0454254228504378
21,104,0.096870198649429
22,58,0.997398555278778
22,85,0.997981473499897
22,89,0.237225651733188
22,97,0.58824086690177
22,102,0.536768749040386
22,104,0.125212481714717
22,107,0.151722053192249
23,1,1
23,3,0.998780784648459
23,4,0.954268488040866
23,5,0.999742086385976
23,6,0.995393438876125
23,8,0.91250856316028
23,9,0.701695206937419
23,13,0.775468990691295
23,14,0.202701812698099
23,17,0.286752514940655
23,18,0.0910358691065059
23,20,0.0716993616906334
23,22,0.0743618189492559
23,25,0.085279761919715
23,33,0.0399942564987555
23,35,0.0102948840713539
23,37,0.407362709031771
23,38,0.0284267794107465
23,39,0.0190727871644575
23,42,0.863061282709758
23,43,0.697946311616229
23,45,0.260755353603814
23,47,0.109976934957773
23,48,0.88440867710389
23,53,0.0198555899645648
23,56,0.407324992469501
23,70,0.942381615779544
23,72,0.784634113820673
23,76,0.121382814951663
24,194,0.303160773504528
24,196,0.999653869184148
24,198,0.141833111856468
24,199,0.0312935081001779
24,204,0.676008263926763
25,143,0.0952667149722799
25,156,0.238297460935236
25,161,0.0198497508627063
25,166,0.604207755846985
25,168,0.217275829997849
26,157,0.12461319538742
26,168,0.0670757530923949
26,169,0.403144270722228
26,180,0.61978448461311
26,195,0.0308087445741695
26,200,0.446136062943743
26,205,1
26,206,0.0209477116777633
26,207,0.896104587545554
26,212,0.99095366485781
26,213,0.393215791152918
26,215,0.650098691972619
27,52,0.383738189984273
27,58,0.496828526168621
27,89,0.465105812112944
27,90,0.745545320528092
27,97,0.673222326959221
27,102,0.130840946298689
27,110,0.258956158140143
27,116,0.082079914215341
27,154,0.0599372877973983
28,65,0.145813462410228
29,37,0.140450012735805
29,65,0.137834464430686
29,66,0.189445418780699
