"region","scenario","GCAM_basin_ID","gcam_glu_abbr","year","LT_GCAM","lt_gcam_area_ha","value_usd_per_ha","AvailableUnmanaged_area_ha","AvailableUnmanaged_value_usd_per_ha","SuitableProtectedUnmanaged_area_ha","SuitableProtectedUnmanaged_value_usd_per_ha","UnsuitableUnmanaged_area_ha","UnsuitableUnmanaged_value_usd_per_ha","AllManaged_area_ha","AllManaged_value_usd_per_ha","SuitProtUnman2AvailUnman_ratio","percent_conv_avail","SuitProtUnman2AvailUnman_value_ratio","prot_cost_norm","SuitProtUnman2Man_ratio","SuitProtUnman2Man_value_ratio","GCAM_region_ID","unit_id","y_exp","a","b","c","fit","residuals","random_pval","plot_y"
"Africa_Eastern","Reference",87,"NileR",2015,"AllUnmanaged",130528634.4,4.94188356552867,100220362,5.4282,18614094.4,5.4282,11694178,1e-05,83203089.22,90.2630435941971,0.185731661994995,76.780365059883,1,0,0.223718789464438,0.0601375688637755,2,2087,-0.0067158980503875,-0.19,1.92,-10.53,"nls",0.0067158980503875,0.0151170253468051,0
"Africa_Eastern","Reference",87,"NileR",2020,"AllUnmanaged",124042337.4,4.94058513538881,93734065,5.4282,18614094.4,5.58901,11694178,1e-05,89347826.61794,100.804218798871,0.198584094267116,75.5661872911466,1.02962492170517,0.0296249217051692,0.208332928786233,0.0554442072623113,2,2087,0.0252349100906953,-0.19,1.92,-10.53,"nls",0.00439001161447398,0.0151170253468051,0.0296249217051692
"Africa_Eastern","Reference",87,"NileR",2025,"AllUnmanaged",133518732.4,8.6268067798531,103210460,9.15834677056376,18614094.4,8.88933,11694178,3.51767307659931,80359124.60261,159.097149740307,0.180350852035734,77.3003593913688,0.970626055411178,-0.0293739445888223,0.231636351093295,0.0558735968212504,2,2087,-0.0212479533677757,-0.19,1.92,-10.53,"nls",-0.00812599122104661,0.0151170253468051,-0.0293739445888223
"Africa_Eastern","Reference",87,"NileR",2030,"AllUnmanaged",139084372.4,12.4253069177381,108776100,13.0180120406045,18614094.4,12.2716,11694178,7.15678469764527,74880211.87759,211.049853307419,0.171123016912723,78.2087146981295,0.942663131799512,-0.057336868200488,0.24858495900665,0.0581455035750486,2,2087,-0.0485673891752234,-0.19,1.92,-10.53,"nls",-0.00876947902526461,0.0151170253468051,-0.057336868200488
"Africa_Eastern","Reference",87,"NileR",2035,"AllUnmanaged",156650987.4,24.4946343554004,126342715,25.3439634947611,18614094.4,22.2911,11694178,18.8260227701853,57755657.210865,324.528160073328,0.147330175705026,80.6523578925108,0.879542775722822,-0.120457224277178,0.322290409267446,0.068687721875856,2,2087,-0.12405109895701,-0.19,1.92,-10.53,"nls",0.00359387467983184,0.0151170253468051,-0.120457224277178
"Africa_Eastern","Reference",87,"NileR",2040,"AllUnmanaged",168999892.4,47.4120106352411,138691620,48.7816629927028,18614094.4,41.201,11694178,41.0544055081939,45739767.1911093,516.292324988451,0.134212105965739,82.0660995876468,0.844600152441773,-0.155399847558227,0.406956474488093,0.0798016898680832,2,2087,-0.162021164792783,-0.19,1.92,-10.53,"nls",0.00662131723455617,0.0151170253468051,-0.155399847558227
"Africa_Eastern","Reference",87,"NileR",2045,"AllUnmanaged",175345302.4,79.512445193255,145037030,81.6199792145978,18614094.4,67.6738,11694178,72.2178054259991,39573494.7222336,760.826705597302,0.128340289372997,82.7150930277788,0.829132776695151,-0.170867223304849,0.470367717853891,0.0889477189774396,2,2087,-0.174877595627251,-0.19,1.92,-10.53,"nls",0.0040103723224019,0.0151170253468051,-0.170867223304849
"Africa_Eastern","Reference",87,"NileR",2050,"AllUnmanaged",178876652.4,121.940488525008,148568380,125.025092115482,18614094.4,102.675,11694178,113.417876990242,36162592.1972796,1075.54389962982,0.125289744695338,83.0563284848235,0.821235147782669,-0.178764852217331,0.514733410106598,0.0954633279360691,2,2087,-0.179930149011786,-0.19,1.92,-10.53,"nls",0.00116529679445423,0.0151170253468051,-0.178764852217331
"Africa_Eastern","Reference",87,"NileR",2055,"AllUnmanaged",180568602.4,160.93514252383,150260330,164.917112655948,18614094.4,134.852,11694178,151.287771933521,34471529.7071455,1382.219911379,0.123878966590849,83.2150927696387,0.817695615865707,-0.182304384134293,0.539984577363898,0.0975618994415023,2,2087,-0.181911342011504,-0.19,1.92,-10.53,"nls",-0.00039304212278915,0.0151170253468051,-0.182304384134293
"Africa_Eastern","Reference",87,"NileR",2060,"AllUnmanaged",181631662.4,205.734929302555,151323390,210.747086261549,18614094.4,171.864,11694178,194.791029971324,33396418.8482877,1743.15054389193,0.123008706056612,83.3133320482123,0.815498819218346,-0.184501180781654,0.557367976625265,0.0985938940283833,2,2087,-0.18299936513594,-0.19,1.92,-10.53,"nls",-0.00150181564571358,0.0151170253468051,-0.184501180781654
