"","Scenario","Land_Type","year","min","low_1.5*IQR","Q25","median","Q75","hi_1.5*IQR","max"
"43","UNIFORM30","d) Forests (Unmanaged)",2100,-82.5198029240828,-24.9886609214928,-17.6022710746112,-15.4470831769725,-9.38602379506448,0.379490925420725,262.902464031018
"44","BIODIV","d) Forests (Unmanaged)",2100,-120.360197586487,-34.5264878297232,-22.517360903317,-11.8452687473858,-6.5852538183816,2.24180865810784,144.48000220127
"45","BIODIV30","d) Forests (Unmanaged)",2100,-195.566081005077,-25.5799229011774,-15.866220125932,-10.9827633105276,-4.35923583485353,2.09414369656247,140.872066208368
"46","UNIFORM30","e) Grassland",2025,-19.2369458856301,-19.2369458856301,-10.9931240220694,-7.73920196703537,-3.93466023959426,6.5310226801905,6.5310226801905
"47","BIODIV","e) Grassland",2025,-50.284830237578,-9.18484956990955,-5.69316607397142,-2.92276148854877,-1.42548900990478,4.64281940564794,8.24852078480265
"48","BIODIV30","e) Grassland",2025,-18.0461590096932,-13.1637401307641,-6.41067611424639,-3.26217304935461,-1.81982805625877,4.17836553077974,4.17836553077974
"49","UNIFORM30","e) Grassland",2050,-38.83102922643,-21.6956041576654,-16.8684289769132,-12.5042764545107,-7.7961388188828,5.73689307764527,5.73689307764527
"50","BIODIV","e) Grassland",2050,-31.9280232711679,-31.9280232711679,-14.4146701241674,-6.99844501753164,-0.632102295405347,3.95381274749303,3.95381274749303
"51","BIODIV30","e) Grassland",2050,-26.6842593530294,-26.6842593530294,-11.72981055486,-7.32442600399252,-1.16695488964993,3.81632994445895,3.81632994445895
"52","UNIFORM30","e) Grassland",2075,-44.0520056119057,-30.190310117411,-19.7661867942364,-13.5986463021088,-8.87104575805581,3.91849411783629,3.91849411783629
"53","BIODIV","e) Grassland",2075,-43.8238400166875,-29.1193389924186,-17.0693464465869,-10.5677358077336,-2.87022091708274,2.38414739492164,2.38414739492164
"54","BIODIV30","e) Grassland",2075,-29.2303086208051,-29.2303086208051,-15.7690178861581,-9.53143366164204,-2.825261803152,2.88691878768355,2.88691878768355
"55","UNIFORM30","e) Grassland",2100,-35.7394728720007,-33.3994356912751,-19.7408769082122,-14.0499628237445,-10.5034412669132,2.9003175969243,9.52983923827143
"56","BIODIV","e) Grassland",2100,-52.6241685117655,-29.3032544685649,-16.0112367702736,-10.3083327470692,-3.19254971740739,2.10988638775355,2.10988638775355
"57","BIODIV30","e) Grassland",2100,-29.4091650345571,-29.4091650345571,-14.2320845940039,-9.29855897503207,-2.70922762466429,1.56874792056357,1.56874792056357
"58","UNIFORM30","f) Grazed Pasture",2025,-139.014147264489,-22.0927211899966,-9.36011904205108,-4.08269342268929,-0.307594982308662,7.55027240778985,237.6839664025
"59","BIODIV","f) Grazed Pasture",2025,-229.846612958605,-5.65440469838521,-4.81862830181645,-2.19265713512266,0.847042258913358,8.24072635125596,326.669381632486
"60","BIODIV30","f) Grazed Pasture",2025,-221.527384137984,-10.4567653472274,-4.4019502856989,-1.97227937767423,1.00526123325464,7.77052960712002,321.498215740969
"61","UNIFORM30","f) Grazed Pasture",2050,-66.8775242118365,-48.2688298740142,-18.4274913162687,-6.06167598814358,3.60571166527496,24.7973769974113,65.253862462541
"62","BIODIV","f) Grazed Pasture",2050,-101.527780670275,-21.8707513822169,-11.4359952504032,-5.29629628822255,1.58197371764831,13.6328445712036,32.1359251506311
"63","BIODIV30","f) Grazed Pasture",2050,-97.5773703147764,-21.030091543551,-10.8828358440047,-4.07457002005557,1.65621904133804,13.3876843140022,29.3452138381211
"64","UNIFORM30","f) Grazed Pasture",2075,-57.9220519138257,-37.5814438344958,-18.756414763585,-9.90316705751603,-0.859233921740331,25.6620945566648,25.6620945566648
"65","BIODIV","f) Grazed Pasture",2075,-97.2234592466503,-21.4963322539302,-13.0285501746965,-7.35829352205932,-0.998279682496908,6.49123595103033,33.0973150228188
"66","BIODIV30","f) Grazed Pasture",2075,-96.7016506726538,-19.2461859191762,-12.6726777845877,-6.52853408323478,-0.526827803706751,5.57570191314858,32.3714168567275
"67","UNIFORM30","f) Grazed Pasture",2100,-45.7245956448462,-35.2700995000882,-15.6921783201952,-8.1520380796856,-0.617315887965201,7.61518254639782,38.9337374355297
"68","BIODIV","f) Grazed Pasture",2100,-75.1481643585639,-16.6865096051383,-11.5190022084717,-6.63994921621725,-0.693263525129014,5.63298024945242,50.7575247165695
"69","BIODIV30","f) Grazed Pasture",2100,-74.8134730703146,-16.5130275080701,-11.1840469681834,-5.86508542055055,-0.675787089439018,5.60898276238384,49.7198912632685
"70","UNIFORM30","g) Shrubland",2025,-17.9088743380873,-17.9088743380873,-8.38542924188312,-4.12296713387967,3.17300983297914,20.3586629759724,177.767119055922
"71","BIODIV","g) Shrubland",2025,-48.5239549061779,-30.5550737706592,-13.4658199883317,-0.79706566192639,4.25732916957726,25.3855209418159,137.015170653698
"72","BIODIV30","g) Shrubland",2025,-57.2725300159127,-29.0983523069371,-13.7544251614598,-0.378534002449683,2.74536685049958,23.2393236438286,135.825450780273
"73","UNIFORM30","g) Shrubland",2050,-69.0269800306832,-42.5334341583261,-19.2934610354585,-9.45096689277231,-0.632576369084727,27.2743050465297,1271.73038743037
"74","BIODIV","g) Shrubland",2050,-96.2941358410861,-59.7504749559412,-23.9825683347502,-7.92395291475102,3.14378191764865,27.7784768744724,479.118955397953
"75","BIODIV30","g) Shrubland",2050,-100.300245066115,-59.8329293697064,-22.9202690360469,-8.33935580797943,1.86168019423503,26.4674417501823,469.063338870372
"76","UNIFORM30","g) Shrubland",2075,-140.591099754559,-46.1049015278614,-22.526943486903,-12.6594479051117,-4.7067686613744,19.8422893318651,140.727271268563
"77","BIODIV","g) Shrubland",2075,-68.8378954235294,-68.8378954235294,-33.1947086127646,-12.227890448812,-2.35542266234913,15.8809677947518,105.556398291756
"78","BIODIV30","g) Shrubland",2075,-68.3581052820356,-68.3581052820356,-31.7105698546746,-11.3518293227386,-1.74703803903809,15.4528648419335,84.623012997281
"79","UNIFORM30","g) Shrubland",2100,-158.063182331725,-30.6390648282363,-21.2104210921362,-12.7789452819447,-4.7841517994562,15.9212882026486,141.298016684747
"80","BIODIV","g) Shrubland",2100,-80.6882070545516,-80.6882070545516,-40.8726902582546,-12.8102510099888,-2.05684359213098,55.3193079740141,107.927284233586
"81","BIODIV30","g) Shrubland",2100,-79.614418527212,-79.614418527212,-33.8056129791232,-11.6918770758948,-2.21713657835178,26.4187700094348,85.8714823845188
